BINARY is encodes ObjectProperty
BINARY is DRB1_0908_Chain Class
BINARY is DRB1_09_Chain Class
BINARY is DRB1_10 Class
BINARY SubClassOf DRB1_10 HLA-DRB1,
BINARY SubClassOf DRB1_10 encodes_some_DRB1_10_Chain
BINARY is DRB1_1001 Class
BINARY SubClassOf DRB1_1001 DR10,
BINARY SubClassOf DRB1_1001 DRB1_10,
BINARY SubClassOf DRB1_1001 encodes_some_DRB1_1001_Chain
BINARY is DRB1_100101 Class
BINARY SubClassOf DRB1_100101 DRB1_1001
BINARY is DRB1_100102 Class
BINARY SubClassOf DRB1_100102 DRB1_1001
BINARY is DRB1_100103 Class
BINARY SubClassOf DRB1_100103 DRB1_1001
BINARY is DRB1_1001_Chain Class
BINARY is DRB1_1002 Class
BINARY SubClassOf DRB1_1002 DRB1_10,
BINARY SubClassOf DRB1_1002 encodes_some_DRB1_1002_Chain
BINARY is DRB1_1002_Chain Class
BINARY is DRB1_1003 Class
BINARY SubClassOf DRB1_1003 DRB1_10,
BINARY SubClassOf DRB1_1003 encodes_some_DRB1_1003_Chain
BINARY is DRB1_1003_Chain Class
BINARY is DRB1_10_Chain Class
BINARY is DRB1_11 Class
BINARY SubClassOf DRB1_11 HLA-DRB1,
BINARY SubClassOf DRB1_11 encodes_some_DRB1_11_Chain
BINARY is DRB1_1101 Class
BINARY SubClassOf DRB1_1101 DR11,
BINARY SubClassOf DRB1_1101 DRB1_11,
BINARY SubClassOf DRB1_1101 encodes_some_DRB1_1101_Chain
BINARY is DRB1_110101 Class
BINARY SubClassOf DRB1_110101 DRB1_1101
BINARY is DRB1_110102 Class
BINARY SubClassOf DRB1_110102 DRB1_1101
BINARY is DRB1_110103 Class
BINARY SubClassOf DRB1_110103 DRB1_1101
BINARY is DRB1_110104 Class
BINARY SubClassOf DRB1_110104 DRB1_1101
BINARY is DRB1_110105 Class
BINARY SubClassOf DRB1_110105 DRB1_1101
BINARY is DRB1_110106 Class
BINARY SubClassOf DRB1_110106 DRB1_1101
BINARY is DRB1_110107 Class
BINARY SubClassOf DRB1_110107 DRB1_1101
BINARY is DRB1_110108 Class
BINARY SubClassOf DRB1_110108 DRB1_1101
BINARY is DRB1_110109 Class
BINARY SubClassOf DRB1_110109 DRB1_1101
BINARY is DRB1_110110 Class
BINARY SubClassOf DRB1_110110 DRB1_1101
BINARY is DRB1_1101_Chain Class
BINARY is DRB1_1102 Class
BINARY SubClassOf DRB1_1102 DR11,
BINARY SubClassOf DRB1_1102 DRB1_11,
BINARY SubClassOf DRB1_1102 encodes_some_DRB1_1102_Chain
BINARY is DRB1_110201 Class
BINARY SubClassOf DRB1_110201 DRB1_1102
BINARY is DRB1_110202 Class
BINARY SubClassOf DRB1_110202 DRB1_1102
BINARY is DRB1_1102_Chain Class
BINARY is DRB1_1103 Class
BINARY SubClassOf DRB1_1103 DR11,
BINARY SubClassOf DRB1_1103 DRB1_11,
BINARY SubClassOf DRB1_1103 encodes_some_DRB1_1103_Chain
BINARY is DRB1_1103_Chain Class
BINARY is DRB1_1104 Class
BINARY SubClassOf DRB1_1104 DR11,
BINARY SubClassOf DRB1_1104 DRB1_11,
BINARY SubClassOf DRB1_1104 encodes_some_DRB1_1104_Chain
BINARY is DRB1_110401 Class
BINARY SubClassOf DRB1_110401 DRB1_1104
BINARY is DRB1_110402 Class
BINARY SubClassOf DRB1_110402 DRB1_1104
BINARY is DRB1_110403 Class
BINARY SubClassOf DRB1_110403 DRB1_1104
BINARY is DRB1_110404 Class
BINARY SubClassOf DRB1_110404 DRB1_1104
BINARY is DRB1_110405 Class
BINARY SubClassOf DRB1_110405 DRB1_1104
BINARY is DRB1_1104_Chain Class
BINARY is DRB1_1105 Class
BINARY SubClassOf DRB1_1105 DR11,
BINARY SubClassOf DRB1_1105 DRB1_11,
BINARY SubClassOf DRB1_1105 encodes_some_DRB1_1105_Chain
BINARY is DRB1_1105_Chain Class
BINARY is DRB1_1106 Class
BINARY SubClassOf DRB1_1106 DR11,
BINARY SubClassOf DRB1_1106 DRB1_11,
BINARY SubClassOf DRB1_1106 encodes_some_DRB1_1106_Chain
BINARY is DRB1_110601 Class
BINARY SubClassOf DRB1_110601 DRB1_1106
BINARY is DRB1_110602 Class
BINARY SubClassOf DRB1_110602 DRB1_1106
BINARY is DRB1_1106_Chain Class
BINARY is DRB1_1107 Class
BINARY SubClassOf DRB1_1107 DR11,
BINARY SubClassOf DRB1_1107 DRB1_11,
BINARY SubClassOf DRB1_1107 encodes_some_DRB1_1107_Chain
BINARY is DRB1_1107_Chain Class
BINARY is DRB1_1108 Class
BINARY SubClassOf DRB1_1108 DR11,
BINARY SubClassOf DRB1_1108 DRB1_11,
BINARY SubClassOf DRB1_1108 encodes_some_DRB1_1108_Chain
BINARY is DRB1_110801 Class
BINARY SubClassOf DRB1_110801 DRB1_1108
BINARY is DRB1_110802 Class
BINARY SubClassOf DRB1_110802 DRB1_1108
BINARY is DRB1_1108_Chain Class
BINARY is DRB1_1109 Class
BINARY SubClassOf DRB1_1109 DR11,
BINARY SubClassOf DRB1_1109 DRB1_11,
BINARY SubClassOf DRB1_1109 encodes_some_DRB1_1109_Chain
BINARY is DRB1_1109_Chain Class
BINARY is DRB1_1110 Class
BINARY SubClassOf DRB1_1110 DR11,
BINARY SubClassOf DRB1_1110 DRB1_11,
BINARY SubClassOf DRB1_1110 encodes_some_DRB1_1110_Chain
BINARY is DRB1_111001 Class
BINARY SubClassOf DRB1_111001 DRB1_1110
BINARY is DRB1_111002 Class
BINARY SubClassOf DRB1_111002 DRB1_1110
BINARY is DRB1_1110_Chain Class
BINARY is DRB1_1111 Class
BINARY SubClassOf DRB1_1111 DR11,
BINARY SubClassOf DRB1_1111 DRB1_11,
BINARY SubClassOf DRB1_1111 encodes_some_DRB1_1111_Chain
BINARY is DRB1_111101 Class
BINARY SubClassOf DRB1_111101 DRB1_1111
BINARY is DRB1_111102 Class
BINARY SubClassOf DRB1_111102 DRB1_1111
BINARY is DRB1_1111_Chain Class
BINARY is DRB1_1112 Class
BINARY SubClassOf DRB1_1112 DR11,
BINARY SubClassOf DRB1_1112 DRB1_11,
BINARY SubClassOf DRB1_1112 encodes_some_DRB1_1112_Chain
BINARY is DRB1_111201 Class
BINARY SubClassOf DRB1_111201 DRB1_1112
BINARY is DRB1_111202 Class
BINARY SubClassOf DRB1_111202 DRB1_1112
BINARY is DRB1_1112_Chain Class
BINARY is DRB1_1113 Class
BINARY SubClassOf DRB1_1113 DR11,
BINARY SubClassOf DRB1_1113 DRB1_11,
BINARY SubClassOf DRB1_1113 encodes_some_DRB1_1113_Chain
BINARY is DRB1_111301 Class
BINARY SubClassOf DRB1_111301 DRB1_1113
BINARY is DRB1_111302 Class
BINARY SubClassOf DRB1_111302 DRB1_1113
BINARY is DRB1_1113_Chain Class
BINARY is DRB1_1114 Class
BINARY SubClassOf DRB1_1114 DR11,
BINARY SubClassOf DRB1_1114 DRB1_11,
BINARY SubClassOf DRB1_1114 encodes_some_DRB1_1114_Chain
BINARY is DRB1_111401 Class
BINARY SubClassOf DRB1_111401 DRB1_1114
BINARY is DRB1_111402 Class
BINARY SubClassOf DRB1_111402 DRB1_1114
BINARY is DRB1_1114_Chain Class
BINARY is DRB1_1115 Class
BINARY SubClassOf DRB1_1115 DR11,
BINARY SubClassOf DRB1_1115 DRB1_11,
BINARY SubClassOf DRB1_1115 encodes_some_DRB1_1115_Chain
BINARY is DRB1_1115_Chain Class
BINARY is DRB1_1116 Class
BINARY SubClassOf DRB1_1116 DR11,
BINARY SubClassOf DRB1_1116 DRB1_11,
BINARY SubClassOf DRB1_1116 encodes_some_DRB1_1116_Chain
BINARY is DRB1_1116_Chain Class
BINARY is DRB1_1117 Class
BINARY SubClassOf DRB1_1117 DRB1_11,
BINARY SubClassOf DRB1_1117 encodes_some_DRB1_1117_Chain
BINARY is DRB1_1117_Chain Class
BINARY is DRB1_1118 Class
BINARY SubClassOf DRB1_1118 DR11,
BINARY SubClassOf DRB1_1118 DRB1_11,
BINARY SubClassOf DRB1_1118 encodes_some_DRB1_1118_Chain
BINARY is DRB1_1118_Chain Class
BINARY is DRB1_1119 Class
BINARY SubClassOf DRB1_1119 DR11,
BINARY SubClassOf DRB1_1119 DRB1_11,
BINARY SubClassOf DRB1_1119 encodes_some_DRB1_1119_Chain
BINARY is DRB1_111901 Class
BINARY SubClassOf DRB1_111901 DRB1_1119
BINARY is DRB1_111902 Class
BINARY SubClassOf DRB1_111902 DRB1_1119
BINARY is DRB1_1119_Chain Class
BINARY is DRB1_1120 Class
BINARY SubClassOf DRB1_1120 DR11,
BINARY SubClassOf DRB1_1120 DRB1_11,
BINARY SubClassOf DRB1_1120 encodes_some_DRB1_1120_Chain
BINARY is DRB1_1120_Chain Class
BINARY is DRB1_1121 Class
BINARY SubClassOf DRB1_1121 DR11,
BINARY SubClassOf DRB1_1121 DRB1_11,
BINARY SubClassOf DRB1_1121 encodes_some_DRB1_1121_Chain
BINARY is DRB1_1121_Chain Class
BINARY is DRB1_1122 Class
BINARY SubClassOf DRB1_1122 DR11,
BINARY SubClassOf DRB1_1122 DRB1_11,
BINARY SubClassOf DRB1_1122 encodes_some_DRB1_1122_Chain
BINARY is DRB1_1122_Chain Class
BINARY is DRB1_1123 Class
BINARY SubClassOf DRB1_1123 DR11,
BINARY SubClassOf DRB1_1123 DRB1_11,
BINARY SubClassOf DRB1_1123 encodes_some_DRB1_1123_Chain
BINARY is DRB1_1123_Chain Class
BINARY is DRB1_1124 Class
BINARY SubClassOf DRB1_1124 DR11,
BINARY SubClassOf DRB1_1124 DRB1_11,
BINARY SubClassOf DRB1_1124 encodes_some_DRB1_1124_Chain
BINARY is DRB1_1124_Chain Class
BINARY is DRB1_1125 Class
BINARY SubClassOf DRB1_1125 DR11,
BINARY SubClassOf DRB1_1125 DRB1_11,
BINARY SubClassOf DRB1_1125 encodes_some_DRB1_1125_Chain
BINARY is DRB1_1125_Chain Class
BINARY is DRB1_1126 Class
BINARY SubClassOf DRB1_1126 DR11,
BINARY SubClassOf DRB1_1126 DRB1_11,
BINARY SubClassOf DRB1_1126 encodes_some_DRB1_1126_Chain
BINARY is DRB1_1126_Chain Class
BINARY is DRB1_1127 Class
BINARY SubClassOf DRB1_1127 DR11,
BINARY SubClassOf DRB1_1127 DRB1_11,
BINARY SubClassOf DRB1_1127 encodes_some_DRB1_1127_Chain
BINARY is DRB1_112701 Class
BINARY SubClassOf DRB1_112701 DRB1_1127
BINARY is DRB1_112702 Class
BINARY SubClassOf DRB1_112702 DRB1_1127
BINARY is DRB1_1127_Chain Class
BINARY is DRB1_1128 Class
BINARY SubClassOf DRB1_1128 DR11,
BINARY SubClassOf DRB1_1128 DRB1_11,
BINARY SubClassOf DRB1_1128 encodes_some_DRB1_1128_Chain
BINARY is DRB1_112801 Class
BINARY SubClassOf DRB1_112801 DRB1_1128
BINARY is DRB1_112802 Class
BINARY SubClassOf DRB1_112802 DRB1_1128
BINARY is DRB1_1128_Chain Class
BINARY is DRB1_1129 Class
BINARY SubClassOf DRB1_1129 DR11,
BINARY SubClassOf DRB1_1129 DRB1_11,
BINARY SubClassOf DRB1_1129 encodes_some_DRB1_1129_Chain
BINARY is DRB1_1129_Chain Class
BINARY is DRB1_1130 Class
BINARY SubClassOf DRB1_1130 DR11,
BINARY SubClassOf DRB1_1130 DRB1_11,
BINARY SubClassOf DRB1_1130 encodes_some_DRB1_1130_Chain
BINARY is DRB1_1130_Chain Class
BINARY is DRB1_1131 Class
BINARY SubClassOf DRB1_1131 DR11,
BINARY SubClassOf DRB1_1131 DRB1_11,
BINARY SubClassOf DRB1_1131 encodes_some_DRB1_1131_Chain
BINARY is DRB1_1131_Chain Class
BINARY is DRB1_1132 Class
BINARY SubClassOf DRB1_1132 DR11,
BINARY SubClassOf DRB1_1132 DRB1_11,
BINARY SubClassOf DRB1_1132 encodes_some_DRB1_1132_Chain
BINARY is DRB1_1132_Chain Class
BINARY is DRB1_1133 Class
BINARY SubClassOf DRB1_1133 DR11,
BINARY SubClassOf DRB1_1133 DRB1_11,
BINARY SubClassOf DRB1_1133 encodes_some_DRB1_1133_Chain
BINARY is DRB1_1133_Chain Class
BINARY is DRB1_1134 Class
BINARY SubClassOf DRB1_1134 DR11,
BINARY SubClassOf DRB1_1134 DRB1_11,
BINARY SubClassOf DRB1_1134 encodes_some_DRB1_1134_Chain
BINARY is DRB1_1134_Chain Class
BINARY is DRB1_1135 Class
BINARY SubClassOf DRB1_1135 DR11,
BINARY SubClassOf DRB1_1135 DRB1_11,
BINARY SubClassOf DRB1_1135 encodes_some_DRB1_1135_Chain
BINARY is DRB1_1135_Chain Class
BINARY is DRB1_1136 Class
BINARY SubClassOf DRB1_1136 DR11,
BINARY SubClassOf DRB1_1136 DRB1_11,
BINARY SubClassOf DRB1_1136 encodes_some_DRB1_1136_Chain
BINARY is DRB1_1136_Chain Class
BINARY is DRB1_1137 Class
BINARY SubClassOf DRB1_1137 DR11,
BINARY SubClassOf DRB1_1137 DRB1_11,
BINARY SubClassOf DRB1_1137 encodes_some_DRB1_1137_Chain
BINARY is DRB1_1137_Chain Class
BINARY is DRB1_1138 Class
BINARY SubClassOf DRB1_1138 DR11,
BINARY SubClassOf DRB1_1138 DRB1_11,
BINARY SubClassOf DRB1_1138 encodes_some_DRB1_1138_Chain
BINARY is DRB1_1138_Chain Class
BINARY is DRB1_1139 Class
BINARY SubClassOf DRB1_1139 DR11,
BINARY SubClassOf DRB1_1139 DRB1_11,
BINARY SubClassOf DRB1_1139 encodes_some_DRB1_1139_Chain
BINARY is DRB1_1139_Chain Class
BINARY is DRB1_1140 Class
BINARY SubClassOf DRB1_1140 DR11,
BINARY SubClassOf DRB1_1140 DRB1_11,
BINARY SubClassOf DRB1_1140 encodes_some_DRB1_1140_Chain
BINARY is DRB1_1140_Chain Class
BINARY is DRB1_1141 Class
BINARY SubClassOf DRB1_1141 DR11,
BINARY SubClassOf DRB1_1141 DRB1_11,
BINARY SubClassOf DRB1_1141 encodes_some_DRB1_1141_Chain
BINARY is DRB1_1141_Chain Class
BINARY is DRB1_1142 Class
BINARY SubClassOf DRB1_1142 DR11,
BINARY SubClassOf DRB1_1142 DRB1_11,
BINARY SubClassOf DRB1_1142 encodes_some_DRB1_1142_Chain
BINARY is DRB1_1142_Chain Class
BINARY is DRB1_1143 Class
BINARY SubClassOf DRB1_1143 DR11,
BINARY SubClassOf DRB1_1143 DRB1_11,
BINARY SubClassOf DRB1_1143 encodes_some_DRB1_1143_Chain
BINARY is DRB1_1143_Chain Class
BINARY is DRB1_1144 Class
BINARY SubClassOf DRB1_1144 DR11,
BINARY SubClassOf DRB1_1144 DRB1_11,
BINARY SubClassOf DRB1_1144 encodes_some_DRB1_1144_Chain
BINARY is DRB1_1144_Chain Class
BINARY is DRB1_1145 Class
BINARY SubClassOf DRB1_1145 DR11,
BINARY SubClassOf DRB1_1145 DRB1_11,
BINARY SubClassOf DRB1_1145 encodes_some_DRB1_1145_Chain
BINARY is DRB1_1145_Chain Class
BINARY is DRB1_1146 Class
BINARY SubClassOf DRB1_1146 DR11,
BINARY SubClassOf DRB1_1146 DRB1_11,
BINARY SubClassOf DRB1_1146 encodes_some_DRB1_1146_Chain
BINARY is DRB1_1146_Chain Class
BINARY is DRB1_1147 Class
BINARY SubClassOf DRB1_1147 DR11,
BINARY SubClassOf DRB1_1147 DRB1_11,
BINARY SubClassOf DRB1_1147 encodes_some_DRB1_1147_Chain
BINARY is DRB1_1147_Chain Class
BINARY is DRB1_1148 Class
BINARY SubClassOf DRB1_1148 DRB1_11,
BINARY SubClassOf DRB1_1148 encodes_some_DRB1_1148_Chain
BINARY is DRB1_1148_Chain Class
BINARY is DRB1_1149 Class
BINARY SubClassOf DRB1_1149 DRB1_11,
BINARY SubClassOf DRB1_1149 encodes_some_DRB1_1149_Chain
BINARY is DRB1_1149_Chain Class
BINARY is DRB1_1150 Class
BINARY SubClassOf DRB1_1150 DRB1_11,
BINARY SubClassOf DRB1_1150 encodes_some_DRB1_1150_Chain
BINARY is DRB1_1150_Chain Class
BINARY is DRB1_1151 Class
BINARY SubClassOf DRB1_1151 DRB1_11,
BINARY SubClassOf DRB1_1151 encodes_some_DRB1_1151_Chain
BINARY is DRB1_1151_Chain Class
BINARY is DRB1_1152 Class
BINARY SubClassOf DRB1_1152 DRB1_11,
BINARY SubClassOf DRB1_1152 encodes_some_DRB1_1152_Chain
BINARY is DRB1_1152_Chain Class
BINARY is DRB1_1153 Class
BINARY SubClassOf DRB1_1153 DRB1_11,
BINARY SubClassOf DRB1_1153 encodes_some_DRB1_1153_Chain
BINARY is DRB1_1153_Chain Class
BINARY is DRB1_1154 Class
BINARY SubClassOf DRB1_1154 DRB1_11,
BINARY SubClassOf DRB1_1154 encodes_some_DRB1_1154_Chain
BINARY is DRB1_115401 Class
BINARY SubClassOf DRB1_115401 DRB1_1154
BINARY is DRB1_115402 Class
BINARY SubClassOf DRB1_115402 DRB1_1154
BINARY is DRB1_1154_Chain Class
BINARY is DRB1_1155 Class
BINARY SubClassOf DRB1_1155 DRB1_11,
BINARY SubClassOf DRB1_1155 encodes_some_DRB1_1155_Chain
BINARY is DRB1_1155_Chain Class
BINARY is DRB1_1156 Class
BINARY SubClassOf DRB1_1156 DRB1_11,
BINARY SubClassOf DRB1_1156 encodes_some_DRB1_1156_Chain
BINARY is DRB1_1156_Chain Class
BINARY is DRB1_1157 Class
BINARY SubClassOf DRB1_1157 DRB1_11,
BINARY SubClassOf DRB1_1157 encodes_some_DRB1_1157_Chain
BINARY is DRB1_1157_Chain Class
BINARY is DRB1_1158 Class
BINARY SubClassOf DRB1_1158 DRB1_11,
BINARY SubClassOf DRB1_1158 encodes_some_DRB1_1158_Chain
BINARY is DRB1_1158_Chain Class
BINARY is DRB1_1159 Class
BINARY SubClassOf DRB1_1159 DRB1_11,
BINARY SubClassOf DRB1_1159 encodes_some_DRB1_1159_Chain
BINARY is DRB1_1159_Chain Class
BINARY is DRB1_1160 Class
BINARY SubClassOf DRB1_1160 DRB1_11,
BINARY SubClassOf DRB1_1160 encodes_some_DRB1_1160_Chain
BINARY is DRB1_1160_Chain Class
BINARY is DRB1_1161 Class
BINARY SubClassOf DRB1_1161 DRB1_11,
BINARY SubClassOf DRB1_1161 encodes_some_DRB1_1161_Chain
BINARY is DRB1_1161_Chain Class
BINARY is DRB1_1162 Class
BINARY SubClassOf DRB1_1162 DRB1_11,
BINARY SubClassOf DRB1_1162 encodes_some_DRB1_1162_Chain
BINARY is DRB1_1162_Chain Class
BINARY is DRB1_1163 Class
BINARY SubClassOf DRB1_1163 DRB1_11,
BINARY SubClassOf DRB1_1163 encodes_some_DRB1_1163_Chain
BINARY is DRB1_1163_Chain Class
BINARY is DRB1_1164 Class
BINARY SubClassOf DRB1_1164 DRB1_11,
BINARY SubClassOf DRB1_1164 encodes_some_DRB1_1164_Chain
BINARY is DRB1_1164_Chain Class
BINARY is DRB1_1165 Class
BINARY SubClassOf DRB1_1165 DRB1_11,
BINARY SubClassOf DRB1_1165 encodes_some_DRB1_1165_Chain
BINARY is DRB1_116501 Class
BINARY SubClassOf DRB1_116501 DRB1_1165
BINARY is DRB1_116502 Class
BINARY SubClassOf DRB1_116502 DRB1_1165
BINARY is DRB1_1165_Chain Class
BINARY is DRB1_1166 Class
BINARY SubClassOf DRB1_1166 DRB1_11,
BINARY SubClassOf DRB1_1166 encodes_some_DRB1_1166_Chain
BINARY is DRB1_1166_Chain Class
BINARY is DRB1_1167 Class
BINARY SubClassOf DRB1_1167 DRB1_11,
BINARY SubClassOf DRB1_1167 encodes_some_DRB1_1167_Chain
BINARY is DRB1_1167_Chain Class
BINARY is DRB1_1168 Class
BINARY SubClassOf DRB1_1168 DRB1_11,
BINARY SubClassOf DRB1_1168 encodes_some_DRB1_1168_Chain
BINARY is DRB1_1168_Chain Class
BINARY is DRB1_1169 Class
BINARY SubClassOf DRB1_1169 DRB1_11,
BINARY SubClassOf DRB1_1169 encodes_some_DRB1_1169_Chain
BINARY is DRB1_1169_Chain Class
BINARY is DRB1_1170 Class
BINARY SubClassOf DRB1_1170 DRB1_11,
BINARY SubClassOf DRB1_1170 encodes_some_DRB1_1170_Chain
BINARY is DRB1_1170_Chain Class
BINARY is DRB1_1172 Class
BINARY SubClassOf DRB1_1172 DRB1_11,
BINARY SubClassOf DRB1_1172 encodes_some_DRB1_1172_Chain
BINARY is DRB1_1172_Chain Class
BINARY is DRB1_1173 Class
BINARY SubClassOf DRB1_1173 DRB1_11,
BINARY SubClassOf DRB1_1173 encodes_some_DRB1_1173_Chain
BINARY is DRB1_1173_Chain Class
BINARY is DRB1_1174 Class
BINARY SubClassOf DRB1_1174 DRB1_11,
BINARY SubClassOf DRB1_1174 encodes_some_DRB1_1174_Chain
BINARY is DRB1_1174_Chain Class
BINARY is DRB1_1175 Class
BINARY SubClassOf DRB1_1175 DRB1_11,
BINARY SubClassOf DRB1_1175 encodes_some_DRB1_1175_Chain
BINARY is DRB1_1175_Chain Class
BINARY is DRB1_1176 Class
BINARY SubClassOf DRB1_1176 DRB1_11,
BINARY SubClassOf DRB1_1176 encodes_some_DRB1_1176_Chain
BINARY is DRB1_1176_Chain Class
BINARY is DRB1_1177 Class
BINARY SubClassOf DRB1_1177 DRB1_11,
BINARY SubClassOf DRB1_1177 encodes_some_DRB1_1177_Chain
BINARY is DRB1_1177_Chain Class
BINARY is DRB1_1178 Class
BINARY SubClassOf DRB1_1178 DRB1_11,
BINARY SubClassOf DRB1_1178 encodes_some_DRB1_1178_Chain
BINARY is DRB1_1178_Chain Class
BINARY is DRB1_1179 Class
BINARY SubClassOf DRB1_1179 DRB1_11,
BINARY SubClassOf DRB1_1179 encodes_some_DRB1_1179_Chain
BINARY is DRB1_1179_Chain Class
BINARY is DRB1_1180 Class
BINARY SubClassOf DRB1_1180 DRB1_11,
BINARY SubClassOf DRB1_1180 encodes_some_DRB1_1180_Chain
BINARY is DRB1_1180_Chain Class
BINARY is DRB1_1181 Class
BINARY SubClassOf DRB1_1181 DRB1_11,
BINARY SubClassOf DRB1_1181 encodes_some_DRB1_1181_Chain
BINARY is DRB1_1181_Chain Class
BINARY is DRB1_11_Chain Class
BINARY is DRB1_12 Class
BINARY SubClassOf DRB1_12 HLA-DRB1,
BINARY SubClassOf DRB1_12 encodes_some_DRB1_12_Chain
BINARY is DRB1_1201 Class
BINARY SubClassOf DRB1_1201 DR12,
BINARY SubClassOf DRB1_1201 DRB1_12,
BINARY SubClassOf DRB1_1201 encodes_some_DRB1_1201_Chain
BINARY is DRB1_120101 Class
BINARY SubClassOf DRB1_120101 DRB1_1201
BINARY is DRB1_120102 Class
BINARY SubClassOf DRB1_120102 DRB1_1201
BINARY is DRB1_1201_Chain Class
BINARY is DRB1_1202 Class
BINARY SubClassOf DRB1_1202 DR12,
BINARY SubClassOf DRB1_1202 DRB1_12,
BINARY SubClassOf DRB1_1202 encodes_some_DRB1_1202_Chain
BINARY is DRB1_120201 Class
BINARY SubClassOf DRB1_120201 DRB1_1202
BINARY is DRB1_120202 Class
BINARY SubClassOf DRB1_120202 DRB1_1202
BINARY is DRB1_120203 Class
BINARY SubClassOf DRB1_120203 DRB1_1202
BINARY is DRB1_120204 Class
BINARY SubClassOf DRB1_120204 DRB1_1202
BINARY is DRB1_1202_Chain Class
BINARY is DRB1_1203 Class
BINARY SubClassOf DRB1_1203 DR12,
BINARY SubClassOf DRB1_1203 DRB1_12,
BINARY SubClassOf DRB1_1203 encodes_some_DRB1_1203_Chain
BINARY is DRB1_120302 Class
BINARY SubClassOf DRB1_120302 DRB1_1203
BINARY is DRB1_1203_Chain Class
BINARY is DRB1_1204 Class
BINARY SubClassOf DRB1_1204 DR12,
BINARY SubClassOf DRB1_1204 DRB1_12,
BINARY SubClassOf DRB1_1204 encodes_some_DRB1_1204_Chain
BINARY is DRB1_1204_Chain Class
BINARY is DRB1_1205 Class
BINARY SubClassOf DRB1_1205 DR12,
BINARY SubClassOf DRB1_1205 DRB1_12,
BINARY SubClassOf DRB1_1205 encodes_some_DRB1_1205_Chain
BINARY is DRB1_1205_Chain Class
BINARY is DRB1_1206 Class
BINARY SubClassOf DRB1_1206 DR12,
BINARY SubClassOf DRB1_1206 DRB1_12,
BINARY SubClassOf DRB1_1206 encodes_some_DRB1_1206_Chain
BINARY is DRB1_1206_Chain Class
BINARY is DRB1_1207 Class
BINARY SubClassOf DRB1_1207 DR12,
BINARY SubClassOf DRB1_1207 DRB1_12,
BINARY SubClassOf DRB1_1207 encodes_some_DRB1_1207_Chain
BINARY is DRB1_1207_Chain Class
BINARY is DRB1_1208 Class
BINARY SubClassOf DRB1_1208 DR12,
BINARY SubClassOf DRB1_1208 DRB1_12,
BINARY SubClassOf DRB1_1208 encodes_some_DRB1_1208_Chain
BINARY is DRB1_1208_Chain Class
BINARY is DRB1_1209 Class
BINARY SubClassOf DRB1_1209 DR12,
BINARY SubClassOf DRB1_1209 DRB1_12,
BINARY SubClassOf DRB1_1209 encodes_some_DRB1_1209_Chain
BINARY is DRB1_1209_Chain Class
BINARY is DRB1_1210 Class
BINARY SubClassOf DRB1_1210 DRB1_12,
BINARY SubClassOf DRB1_1210 encodes_some_DRB1_1210_Chain
BINARY is DRB1_1210_Chain Class
BINARY is DRB1_1211 Class
BINARY SubClassOf DRB1_1211 DRB1_12,
BINARY SubClassOf DRB1_1211 encodes_some_DRB1_1211_Chain
BINARY is DRB1_1211_Chain Class
BINARY is DRB1_1212 Class
BINARY SubClassOf DRB1_1212 DRB1_12,
BINARY SubClassOf DRB1_1212 encodes_some_DRB1_1212_Chain
BINARY is DRB1_1212_Chain Class
BINARY is DRB1_1213 Class
BINARY SubClassOf DRB1_1213 DRB1_12,
BINARY SubClassOf DRB1_1213 encodes_some_DRB1_1213_Chain
BINARY is DRB1_1213_Chain Class
BINARY is DRB1_1214 Class
BINARY SubClassOf DRB1_1214 DRB1_12,
BINARY SubClassOf DRB1_1214 encodes_some_DRB1_1214_Chain
BINARY is DRB1_1214_Chain Class
BINARY is DRB1_1215 Class
BINARY SubClassOf DRB1_1215 DRB1_12,
BINARY SubClassOf DRB1_1215 encodes_some_DRB1_1215_Chain
BINARY is DRB1_1215_Chain Class
BINARY is DRB1_1216 Class
BINARY SubClassOf DRB1_1216 DRB1_12,
BINARY SubClassOf DRB1_1216 encodes_some_DRB1_1216_Chain
BINARY is DRB1_1216_Chain Class
BINARY is DRB1_1217 Class
BINARY SubClassOf DRB1_1217 DRB1_12,
BINARY SubClassOf DRB1_1217 encodes_some_DRB1_1217_Chain
BINARY is DRB1_1217_Chain Class
BINARY is DRB1_1218 Class
BINARY SubClassOf DRB1_1218 DRB1_12,
BINARY SubClassOf DRB1_1218 encodes_some_DRB1_1218_Chain
BINARY is DRB1_1218_Chain Class
BINARY is DRB1_1219 Class
BINARY SubClassOf DRB1_1219 DRB1_12,
BINARY SubClassOf DRB1_1219 encodes_some_DRB1_1219_Chain
BINARY is DRB1_1219_Chain Class
BINARY is DRB1_12_Chain Class
BINARY is DRB1_13 Class
BINARY SubClassOf DRB1_13 HLA-DRB1,
BINARY SubClassOf DRB1_13 encodes_some_DRB1_13_Chain
BINARY is DRB1_1301 Class
BINARY SubClassOf DRB1_1301 DR13,
BINARY SubClassOf DRB1_1301 DRB1_13,
BINARY SubClassOf DRB1_1301 encodes_some_DRB1_1301_Chain
BINARY is DRB1_130101 Class
BINARY SubClassOf DRB1_130101 DRB1_1301
BINARY is DRB1_130102 Class
BINARY SubClassOf DRB1_130102 DRB1_1301
BINARY is DRB1_130103 Class
BINARY SubClassOf DRB1_130103 DRB1_1301
BINARY is DRB1_130104 Class
