BINARY is www.genomic-cds.org/ont/genomic-cds.# ObjectProperty
BINARY SubClassOf C0042769 C3714514
BINARY is C0042839 Class
BINARY SubClassOf C0042839 C2362501
BINARY is C0042849 Class
BINARY SubClassOf C0042849 C2362501
BINARY is C0042866 Class
BINARY SubClassOf C0042866 C2362501
BINARY is C0042870 Class
BINARY SubClassOf C0042870 C2362501
BINARY is C0042874 Class
BINARY SubClassOf C0042874 C2362501
BINARY is C0042878 Class
BINARY SubClassOf C0042878 C2362501
BINARY is C0042890 Class
BINARY SubClassOf C0042890 C2362501
BINARY is C0042900 Class
BINARY SubClassOf C0042900 C1456601
BINARY is C0042940 Class
BINARY SubClassOf C0042940 C1456600
BINARY is C0042994 Class
BINARY SubClassOf C0042994 C0043210,
BINARY SubClassOf C0042994 C0700038
BINARY is C0043056 Class
BINARY SubClassOf C0043056 C1456610
BINARY is C0043168 Class
BINARY SubClassOf C0043168 C1456599,
BINARY SubClassOf C0043168 C2362498,
BINARY SubClassOf C0043168 C3714514
BINARY is C0043210 Class
BINARY SubClassOf C0043210 C1456590,
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0043251 Class
BINARY SubClassOf C0043251 C0043251,
BINARY SubClassOf C0043251 C1456590,
BINARY SubClassOf C0043251 C1456601,
BINARY SubClassOf C0043251 C2362502,
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0043264 Class
BINARY SubClassOf C0043264 C0043251,
BINARY SubClassOf C0043264 C1456595
BINARY is C0043299 Class
BINARY SubClassOf C0043299 C0086143
BINARY is C0043352 Class
BINARY SubClassOf C0043352 C1456600
BINARY is C0079646 Class
BINARY SubClassOf C0079646 C0012240,
BINARY SubClassOf C0079646 C0014136,
BINARY SubClassOf C0079646 C2362505
BINARY is C0079920 Class
BINARY SubClassOf C0079920 C1456609,
BINARY SubClassOf C0079920 C2362502
BINARY is C0080178 Class
BINARY SubClassOf C0080178 C1456603,
BINARY SubClassOf C0080178 C2362500
BINARY is C0080339 Class
BINARY SubClassOf C0080339 C0043210,
BINARY SubClassOf C0080339 C1257890
BINARY is C0085076 Class
BINARY SubClassOf C0085076 C0043210,
BINARY SubClassOf C0085076 C0700038,
BINARY SubClassOf C0085076 C2362504
BINARY is C0085092 Class
BINARY SubClassOf C0085092 C1456611,
BINARY SubClassOf C0085092 C2362498
BINARY is C0085134 Class
BINARY SubClassOf C0085134 C0740858
BINARY is C0085159 Class
BINARY SubClassOf C0085159 C1832070
BINARY is C0085207 Class
BINARY SubClassOf C0085207 C0011849,
BINARY SubClassOf C0085207 C0014136,
BINARY SubClassOf C0085207 C0700038,
BINARY SubClassOf C0085207 C1456602
BINARY is C0085215 Class
BINARY SubClassOf C0085215 C0014136,
BINARY SubClassOf C0085215 C0043210,
BINARY SubClassOf C0085215 C0700038,
BINARY SubClassOf C0085215 C1456602
BINARY is C0085273 Class
BINARY SubClassOf C0085273 C1456601,
BINARY SubClassOf C0085273 C2362498,
BINARY SubClassOf C0085273 C3714514
BINARY is C0085284 Class
BINARY SubClassOf C0085284 C0025266,
BINARY SubClassOf C0085284 C0043210,
BINARY SubClassOf C0085284 C1456602
BINARY is C0085420 Class
BINARY SubClassOf C0085420 C1456610
BINARY is C0085537 Class
BINARY SubClassOf C0085537 C1456611,
BINARY SubClassOf C0085537 C1456613
BINARY is C0085555 Class
BINARY SubClassOf C0085555 C1456613
BINARY is C0085557 Class
BINARY SubClassOf C0085557 C2362502,
BINARY SubClassOf C0085557 C3714514
BINARY is C0085639 Class
BINARY SubClassOf C0085639 C0001792,
BINARY SubClassOf C0085639 C2362502
BINARY is C0086143 Class
BINARY SubClassOf C0086143 C1456590,
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0086227 Class
BINARY SubClassOf C0086227 C2362498,
BINARY SubClassOf C0086227 C3714514
BINARY is C0086246 Class
BINARY SubClassOf C0086246 C1456595,
BINARY SubClassOf C0086246 C1456609,
BINARY SubClassOf C0086246 C2362502
BINARY is C0086511 Class
BINARY SubClassOf C0086511 C1456595,
BINARY SubClassOf C0086511 C2362504
BINARY is C0086543 Class
BINARY SubClassOf C0086543 C0001792,
BINARY SubClassOf C0086543 C0150933
BINARY is C0086583 Class
BINARY SubClassOf C0086583 C1456613
BINARY is C0086692 Class
BINARY SubClassOf C0086692 C0006826
BINARY is C0149514 Class
BINARY SubClassOf C0149514 C1456599,
BINARY SubClassOf C0149514 C3714514
BINARY is C0149670 Class
BINARY SubClassOf C0149670 C2362507
BINARY is C0149674 Class
BINARY is C0149701 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0149756 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0149871 Class
BINARY SubClassOf C0149871 C2362499
BINARY is C0149925 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0149931 Class
BINARY SubClassOf C0149931 C2362500
BINARY is C0150055 Class
BINARY SubClassOf C0150055 C1457887,
BINARY SubClassOf C0150055 C2362500
BINARY is C0150589 Class
BINARY is C0150933 Class
BINARY SubClassOf C0150933 C1456590,
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0150934 Class
BINARY SubClassOf C0150934 C1456590,
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0152255 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0153567 Class
BINARY SubClassOf C0153567 C0006826,
BINARY SubClassOf C0153567 C0043210,
BINARY SubClassOf C0153567 C0700038
BINARY is C0153594 Class
BINARY SubClassOf C0153594 C0006826,
BINARY SubClassOf C0153594 C0014136,
BINARY SubClassOf C0153594 C0025266,
BINARY SubClassOf C0153594 C1963704
BINARY is C0154251 Class
BINARY SubClassOf C0154251 C2362507
BINARY is C0157726 Class
BINARY SubClassOf C0157726 C1456601
BINARY is C0158646 Class
BINARY SubClassOf C0158646 C1456600,
BINARY SubClassOf C0158646 C1456603
BINARY is C0161446 Class
BINARY SubClassOf C0161446 C0043251,
BINARY SubClassOf C0161446 C2362500
BINARY is C0162429 Class
BINARY SubClassOf C0162429 C2362501
BINARY is C0162502 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0162526 Class
BINARY SubClassOf C0162526 C0020962,
BINARY SubClassOf C0162526 C3714514
BINARY is C0162577 Class
BINARY SubClassOf C0162577 C2362499,
BINARY SubClassOf C0162577 C2362504
BINARY is C0162678 Class
BINARY SubClassOf C0162678 C0006826,
BINARY SubClassOf C0162678 C1456603,
BINARY SubClassOf C0162678 C2362500
BINARY is C0162700 Class
BINARY is C0162800 Class
BINARY SubClassOf C0162800 C2362501
BINARY is C0162810 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0162836 Class
BINARY SubClassOf C0162836 C1456601
BINARY is C0180306 Class
BINARY SubClassOf C0180306 C2362499
BINARY is C0181075 Class
BINARY SubClassOf C0181075 C1456595,
BINARY SubClassOf C0181075 C2362505
BINARY is C0184633 Class
BINARY SubClassOf C0184633 C1456599,
BINARY SubClassOf C0184633 C2362504
BINARY is C0199529 Class
BINARY SubClassOf C0199529 C1456599,
BINARY SubClassOf C0199529 C2362504
BINARY is C0204097 Class
BINARY SubClassOf C0204097 C2362500,
BINARY SubClassOf C0204097 C2362504
BINARY is C0206061 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0206062 Class
BINARY SubClassOf C0206062 C1456599
BINARY is C0206064 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0206172 Class
BINARY SubClassOf C0206172 C0011849,
BINARY SubClassOf C0206172 C0014136,
BINARY SubClassOf C0206172 C1456595,
BINARY SubClassOf C0206172 C2362499,
BINARY SubClassOf C0206172 C2362500
BINARY is C0206239 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0206308 Class
BINARY SubClassOf C0206308 C0740858,
BINARY SubClassOf C0206308 C1832070
BINARY is C0206333 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0206624 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0220603 Class
BINARY SubClassOf C0220603 C0006826,
BINARY SubClassOf C0220603 C2362498,
BINARY SubClassOf C0220603 C2362500
BINARY is C0220636 Class
BINARY SubClassOf C0220636 C0006826,
BINARY SubClassOf C0220636 C1456600
BINARY is C0220641 Class
BINARY SubClassOf C0220641 C0006826,
BINARY SubClassOf C0220641 C1456600
BINARY is C0220810 Class
BINARY SubClassOf C0220810 C1456603
BINARY is C0220908 Class
BINARY SubClassOf C0220908 C1456609
BINARY is C0221074 Class
BINARY SubClassOf C0221074 C0043210,
BINARY SubClassOf C0221074 C1456602,
BINARY SubClassOf C0221074 C1832070
BINARY is C0221244 Class
BINARY is C0221757 Class
BINARY SubClassOf C0221757 C1456599,
BINARY SubClassOf C0221757 C1456603
BINARY is C0231170 Class
BINARY SubClassOf C0231170 C1456611
BINARY is C0231832 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0233315 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0235287 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0235782 Class
BINARY SubClassOf C0235782 C0006826,
BINARY SubClassOf C0235782 C0012240
BINARY is C0235833 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0237236 Class
BINARY SubClassOf C0237236 C0043210,
BINARY SubClassOf C0237236 C0043251,
BINARY SubClassOf C0237236 C1456611
BINARY is C0238033 Class
BINARY SubClassOf C0238033 C0006826,
BINARY SubClassOf C0238033 C0025266
BINARY is C0239946 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0241158 Class
BINARY SubClassOf C0241158 C1456601
BINARY is C0241311 Class
BINARY SubClassOf C0241311 C2362504
BINARY is C0241407 Class
BINARY SubClassOf C0241407 C0043251,
BINARY SubClassOf C0241407 C1456601,
BINARY SubClassOf C0241407 C3714514
BINARY is C0241820 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0241889 Class
BINARY SubClassOf C0241889 C1456603,
BINARY SubClassOf C0241889 C1456609
BINARY is C0242172 Class
BINARY SubClassOf C0242172 C0043210,
BINARY SubClassOf C0242172 C0700038,
BINARY SubClassOf C0242172 C3714514
BINARY is C0242188 Class
BINARY SubClassOf C0242188 C0043251
BINARY is C0242216 Class
BINARY SubClassOf C0242216 C0012240
BINARY is C0242225 Class
BINARY SubClassOf C0242225 C0150933,
BINARY SubClassOf C0242225 C1456603
BINARY is C0242295 Class
BINARY SubClassOf C0242295 C1456846,
BINARY SubClassOf C0242295 C2362501
BINARY is C0242350 Class
BINARY SubClassOf C0242350 C0001792,
BINARY SubClassOf C0242350 C0025266,
BINARY SubClassOf C0242350 C1963704,
BINARY SubClassOf C0242350 C2362503
BINARY is C0242379 Class
BINARY SubClassOf C0242379 C0006826,
BINARY SubClassOf C0242379 C1456599
BINARY is C0242383 Class
BINARY SubClassOf C0242383 C0001792,
BINARY SubClassOf C0242383 C0150933
BINARY is C0242429 Class
BINARY SubClassOf C0242429 C0150934
BINARY is C0242660 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0242670 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0242739 Class
BINARY SubClassOf C0242739 C2362501
BINARY is C0242994 Class
BINARY SubClassOf C0242994 C3714514
BINARY is C0243026 Class
BINARY SubClassOf C0243026 C3714514
BINARY is C0264408 Class
BINARY SubClassOf C0264408 C0020962,
BINARY SubClassOf C0264408 C1456599,
BINARY SubClassOf C0264408 C2362498
BINARY is C0265122 Class
BINARY SubClassOf C0265122 C2362499
BINARY is C0265974 Class
BINARY SubClassOf C0265974 C1456601
BINARY is C0265985 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0266449 Class
BINARY SubClassOf C0266449 C1456603,
BINARY SubClassOf C0266449 C2362500
BINARY is C0267380 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0271097 Class
BINARY SubClassOf C0271097 C0150933,
BINARY SubClassOf C0271097 C0150934,
BINARY SubClassOf C0271097 C1456603
BINARY is C0276180 Class
BINARY SubClassOf C0276180 C3714514
BINARY is C0277346 Class
BINARY SubClassOf C0277346 C0043251
BINARY is C0278348 Class
BINARY SubClassOf C0278348 C0006826
BINARY is C0278704 Class
BINARY SubClassOf C0278704 C0006826,
BINARY SubClassOf C0278704 C2362498
BINARY is C0278996 Class
BINARY SubClassOf C0278996 C0006826,
BINARY SubClassOf C0278996 C0150934,
BINARY SubClassOf C0278996 C1456599,
BINARY SubClassOf C0278996 C1456600
BINARY is C0279530 Class
BINARY SubClassOf C0279530 C0006826,
BINARY SubClassOf C0279530 C1456595
BINARY is C0279543 Class
BINARY SubClassOf C0279543 C0006826,
BINARY SubClassOf C0279543 C2362499
BINARY is C0279637 Class
BINARY SubClassOf C0279637 C0006826,
BINARY SubClassOf C0279637 C0012240
BINARY is C0281186 Class
BINARY SubClassOf C0281186 C0006826,
BINARY SubClassOf C0281186 C0025266,
BINARY SubClassOf C0281186 C1963704
BINARY is C0281187 Class
BINARY SubClassOf C0281187 C0006826,
BINARY SubClassOf C0281187 C0043210,
BINARY SubClassOf C0281187 C0700038
BINARY is C0282175 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0282360 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0282402 Class
BINARY SubClassOf C0282402 C0013216,
BINARY SubClassOf C0282402 C0014136,
BINARY SubClassOf C0282402 C0043210,
BINARY SubClassOf C0282402 C0700038
BINARY is C0282488 Class
BINARY SubClassOf C0282488 C1456596
BINARY is C0282550 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0282687 Class
BINARY SubClassOf C0282687 C3714514
BINARY is C0302148 Class
BINARY SubClassOf C0302148 C2362499
BINARY is C0302559 Class
BINARY SubClassOf C0302559 C0150934
BINARY is C0302583 Class
BINARY SubClassOf C0302583 C2362501
BINARY is C0302595 Class
BINARY SubClassOf C0302595 C1456601
BINARY is C0311164 Class
BINARY SubClassOf C0311164 C2362501
BINARY is C0311170 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0311394 Class
BINARY SubClassOf C0311394 C1456595,
BINARY SubClassOf C0311394 C2362500
BINARY is C0318793 Class
BINARY SubClassOf C0318793 C3714514
BINARY is C0337182 Class
BINARY SubClassOf C0337182 C0012618,
BINARY SubClassOf C0337182 C1456610
BINARY is C0339289 Class
BINARY is C0341106 Class
BINARY SubClassOf C0341106 C0012240,
BINARY SubClassOf C0341106 C0020962,
BINARY SubClassOf C0341106 C2362499
BINARY is C0341268 Class
BINARY SubClassOf C0341268 C0012240
BINARY is C0342245 Class
BINARY SubClassOf C0342245 C0011849,
BINARY SubClassOf C0342245 C0014136,
BINARY SubClassOf C0342245 C0150933
BINARY is C0342257 Class
BINARY SubClassOf C0342257 C0011849,
BINARY SubClassOf C0342257 C0014136,
BINARY SubClassOf C0342257 C2362507
BINARY is C0343386 Class
BINARY SubClassOf C0343386 C0012240,
BINARY SubClassOf C0343386 C3714514
BINARY is C0343401 Class
BINARY SubClassOf C0343401 C3714514
BINARY is C0344353 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0345904 Class
BINARY SubClassOf C0345904 C0006826,
BINARY SubClassOf C0345904 C0012240
BINARY is C0346627 Class
BINARY SubClassOf C0346627 C0006826,
BINARY SubClassOf C0346627 C0012240
BINARY is C0346647 Class
BINARY SubClassOf C0346647 C0006826,
BINARY SubClassOf C0346647 C0012240,
BINARY SubClassOf C0346647 C0014136
BINARY is C0348050 Class
BINARY is C0349231 Class
BINARY SubClassOf C0349231 C1832070
BINARY is C0360714 Class
BINARY SubClassOf C0360714 C0013216
BINARY is C0362046 Class
BINARY SubClassOf C0362046 C0011849,
BINARY SubClassOf C0362046 C0014136
BINARY is C0369241 Class
BINARY SubClassOf C0369241 C1456610
BINARY is C0375071 Class
BINARY SubClassOf C0375071 C0006826,
BINARY SubClassOf C0375071 C0043210,
BINARY SubClassOf C0375071 C0700038
BINARY is C0376175 Class
BINARY SubClassOf C0376175 C2362500
BINARY is C0376358 Class
BINARY SubClassOf C0376358 C0001792,
BINARY SubClassOf C0376358 C0006826,
BINARY SubClassOf C0376358 C0025266,
BINARY SubClassOf C0376358 C1963704
BINARY is C0376565 Class
BINARY SubClassOf C0376565 C0013216,
BINARY SubClassOf C0376565 C0020962
BINARY is C0376634 Class
BINARY SubClassOf C0376634 C1456595,
BINARY SubClassOf C0376634 C1456603,
BINARY SubClassOf C0376634 C2362500
BINARY is C0391850 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0392201 Class
BINARY SubClassOf C0392201 C0011849,
BINARY SubClassOf C0392201 C0014136,
BINARY SubClassOf C0392201 C2362507
BINARY is C0392525 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0392535 Class
BINARY SubClassOf C0392535 C0700038,
BINARY SubClassOf C0392535 C1456602
BINARY is C0392806 Class
BINARY SubClassOf C0392806 C1456595,
BINARY SubClassOf C0392806 C2362504
BINARY is C0393571 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0393593 Class
BINARY SubClassOf C0393593 C2362500
BINARY is C0394664 Class
BINARY SubClassOf C0394664 C1456846
BINARY is C0395416 Class
BINARY SubClassOf C0395416 C0150933,
BINARY SubClassOf C0395416 C2362504
BINARY is C0403608 Class
BINARY SubClassOf C0403608 C1456596
BINARY is C0405580 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0406670 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0409974 Class
BINARY SubClassOf C0409974 C0020962
BINARY is C0411280 Class
BINARY SubClassOf C0411280 C1456601,
BINARY SubClassOf C0411280 C2362498,
BINARY SubClassOf C0411280 C3714514
BINARY is C0413252 Class
BINARY SubClassOf C0413252 C0043251,
BINARY SubClassOf C0413252 C1457887
BINARY is C0423153 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0424366 Class
BINARY SubClassOf C0424366 C1832070
BINARY is C0435001 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0442874 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0456909 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0458219 Class
BINARY SubClassOf C0458219 C2362500
BINARY is C0474680 Class
BINARY SubClassOf C0474680 C0011849,
BINARY SubClassOf C0474680 C0086143
BINARY is C0495689 Class
BINARY SubClassOf C0495689 C0001792,
BINARY SubClassOf C0495689 C0150934,
BINARY SubClassOf C0495689 C1456600
BINARY is C0496836 Class
BINARY SubClassOf C0496836 C0006826,
BINARY SubClassOf C0496836 C0150933
BINARY is C0497293 Class
BINARY SubClassOf C0497293 C0150934,
BINARY SubClassOf C0497293 C1457887,
BINARY SubClassOf C0497293 C2362500
BINARY is C0497327 Class
BINARY SubClassOf C0497327 C0001792,
BINARY SubClassOf C0497327 C1832070,
BINARY SubClassOf C0497327 C2362500
BINARY is C0497550 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0516535 Class
BINARY SubClassOf C0516535 C2362498,
BINARY SubClassOf C0516535 C2362502
BINARY is C0518766 Class
BINARY SubClassOf C0518766 C0086143,
BINARY SubClassOf C0518766 C1456609
BINARY is C0518896 Class
BINARY SubClassOf C0518896 C1456609,
BINARY SubClassOf C0518896 C2362501
BINARY is C0520446 Class
BINARY SubClassOf C0520446 C2362504
BINARY is C0520483 Class
BINARY SubClassOf C0520483 C0043210,
BINARY SubClassOf C0520483 C0700038,
BINARY SubClassOf C0520483 C1456602
BINARY is C0521300 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0522224 Class
BINARY SubClassOf C0522224 C2362500
BINARY is C0524620 Class
BINARY SubClassOf C0524620 C0011849,
BINARY SubClassOf C0524620 C0014136,
BINARY SubClassOf C0524620 C2362499,
BINARY SubClassOf C0524620 C2362507
BINARY is C0525045 Class
BINARY SubClassOf C0525045 C1832070
BINARY is C0525050 Class
BINARY is C0542351 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0543467 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0544058 Class
BINARY SubClassOf C0544058 C0150934,
BINARY SubClassOf C0544058 C1456599
BINARY is C0546837 Class
BINARY SubClassOf C0546837 C0006826,
BINARY SubClassOf C0546837 C0012240,
BINARY SubClassOf C0546837 C0150934
BINARY is C0549357 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0549473 Class
BINARY SubClassOf C0549473 C0006826,
BINARY SubClassOf C0549473 C0014136,
BINARY SubClassOf C0549473 C0150934
BINARY is C0549567 Class
BINARY is C0553580 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0553730 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0559470 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0574785 Class
BINARY is C0575090 Class
BINARY SubClassOf C0575090 C0001792,
BINARY SubClassOf C0575090 C0150934
BINARY is C0577620 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0577628 Class
BINARY SubClassOf C0577628 C0020962
BINARY is C0579142 Class
BINARY SubClassOf C0579142 C0740858
BINARY is C0581388 Class
BINARY SubClassOf C0581388 C0740858
BINARY is C0595939 Class
BINARY SubClassOf C0595939 C0043210,
BINARY SubClassOf C0595939 C0700038,
BINARY SubClassOf C0595939 C1456602
BINARY is C0596601 Class
BINARY SubClassOf C0596601 C0012240,
BINARY SubClassOf C0596601 C1457887
BINARY is C0598301 Class
BINARY SubClassOf C0598301 C0012618
BINARY is C0598901 Class
BINARY SubClassOf C0598901 C1456602,
BINARY SubClassOf C0598901 C2362501
BINARY is C0599638 Class
BINARY SubClassOf C0599638 C1456610,
BINARY SubClassOf C0599638 C2362501
BINARY is C0600220 Class
BINARY is C0600593 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0678236 Class
BINARY SubClassOf C0678236 C1456603,
BINARY SubClassOf C0678236 C1457887
BINARY is C0678800 Class
BINARY SubClassOf C0678800 C0013216,
BINARY SubClassOf C0678800 C2362502
BINARY is C0679360 Class
BINARY SubClassOf C0679360 C0012240,
BINARY SubClassOf C0679360 C1456610,
BINARY SubClassOf C0679360 C2362501
BINARY is C0679560 Class
BINARY SubClassOf C0679560 C0086143,
BINARY SubClassOf C0679560 C1456602,
BINARY SubClassOf C0679560 C1456603
BINARY is C0684275 Class
BINARY SubClassOf C0684275 C1456603,
BINARY SubClassOf C0684275 C2362499
BINARY is C0684311 Class
BINARY SubClassOf C0684311 C2362502
BINARY is C0684314 Class
BINARY SubClassOf C0684314 C0740858,
BINARY SubClassOf C0684314 C2362498
BINARY is C0699744 Class
BINARY SubClassOf C0699744 C0150934,
BINARY SubClassOf C0699744 C2362498
BINARY is C0700038 Class
BINARY SubClassOf C0700038 C1456590,
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0700276 Class
BINARY SubClassOf C0700276 C0012240,
BINARY SubClassOf C0700276 C0014136,
BINARY SubClassOf C0700276 C0020962,
BINARY SubClassOf C0700276 C0150933,
BINARY SubClassOf C0700276 C0150934,
BINARY SubClassOf C0700276 C1456595,
BINARY SubClassOf C0700276 C1456596,
BINARY SubClassOf C0700276 C1456599,
BINARY SubClassOf C0700276 C1456600,
BINARY SubClassOf C0700276 C1456601,
BINARY SubClassOf C0700276 C1456602,
BINARY SubClassOf C0700276 C1963704,
BINARY SubClassOf C0700276 C2362499,
BINARY SubClassOf C0700276 C2362500
BINARY is C0700431 Class
BINARY SubClassOf C0700431 C2362499,
BINARY SubClassOf C0700431 C2362504
BINARY is C0700589 Class
BINARY SubClassOf C0700589 C0025266,
BINARY SubClassOf C0700589 C0043210,
BINARY SubClassOf C0700589 C0700038,
BINARY SubClassOf C0700589 C1456602,
BINARY SubClassOf C0700589 C1963704
BINARY is C0700614 Class
BINARY is C0700702 Class
BINARY SubClassOf C0700702 C1456601
BINARY is C0702166 Class
BINARY SubClassOf C0702166 C1456601
BINARY is C0720796 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0740277 Class
BINARY SubClassOf C0740277 C0006826,
BINARY SubClassOf C0740277 C0012240
BINARY is C0740339 Class
BINARY SubClassOf C0740339 C0006826,
BINARY SubClassOf C0740339 C0150934
BINARY is C0740457 Class
BINARY SubClassOf C0740457 C0006826,
BINARY SubClassOf C0740457 C1456596
BINARY is C0740858 Class
BINARY SubClassOf C0740858 C1456590,
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0745334 Class
BINARY SubClassOf C0745334 C0043251,
BINARY SubClassOf C0745334 C1456599
BINARY is C0747548 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0749115 Class
BINARY SubClassOf C0749115 C0700038,
BINARY SubClassOf C0749115 C0740858,
BINARY SubClassOf C0749115 C1456602
BINARY is C0750466 Class
BINARY SubClassOf C0750466 C0700038,
BINARY SubClassOf C0750466 C1456600,
BINARY SubClassOf C0750466 C3714514
BINARY is C0750887 Class
BINARY SubClassOf C0750887 C0006826,
BINARY SubClassOf C0750887 C0014136
BINARY is C0751003 Class
BINARY SubClassOf C0751003 C2362499,
BINARY SubClassOf C0751003 C2362500
BINARY is C0751265 Class
BINARY SubClassOf C0751265 C1832070,
BINARY SubClassOf C0751265 C2362498
BINARY is C0751394 Class
BINARY SubClassOf C0751394 C0006826,
BINARY SubClassOf C0751394 C0150934
BINARY is C0751552 Class
BINARY SubClassOf C0751552 C0006826,
BINARY SubClassOf C0751552 C0014136,
BINARY SubClassOf C0751552 C0020962
BINARY is C0751651 Class
BINARY SubClassOf C0751651 C2362507
BINARY is C0751830 Class
BINARY is C0752109 Class
BINARY is C0752347 Class
BINARY SubClassOf C0752347 C2362500
BINARY is C0770694 Class
BINARY SubClassOf C0770694 C0020962
BINARY is C0810029 Class
BINARY SubClassOf C0810029 C0012240
BINARY is C0813971 Class
BINARY SubClassOf C0813971 C1456610
BINARY is C0814090 Class
BINARY is C0850024 Class
BINARY SubClassOf C0850024 C0012240
BINARY is C0850666 Class
BINARY SubClassOf C0850666 C0012240,
BINARY SubClassOf C0850666 C3714514
BINARY is C0851122 Class
BINARY SubClassOf C0851122 C0043251,
BINARY SubClassOf C0851122 C1456595
BINARY is C0851511 Class
BINARY SubClassOf C0851511 C1456611
BINARY is C0851578 Class
BINARY SubClassOf C0851578 C2362500
BINARY is C0851886 Class
BINARY SubClassOf C0851886 C0020962,
BINARY SubClassOf C0851886 C1456599,
BINARY SubClassOf C0851886 C3714514
BINARY is C0853897 Class
BINARY is C0856443 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0872104 Class
BINARY SubClassOf C0872104 C0700038,
BINARY SubClassOf C0872104 C1963704
BINARY is C0876926 Class
BINARY SubClassOf C0876926 C0043251,
BINARY SubClassOf C0876926 C2362500
BINARY is C0876938 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0878544 Class
BINARY SubClassOf C0878544 C2362499
BINARY is C0878773 Class
BINARY SubClassOf C0878773 C1456596
BINARY is C0885957 Class
BINARY SubClassOf C0885957 C0150933
BINARY is C0917711 Class
BINARY SubClassOf C0917711 C0086143
BINARY is C0917801 Class
BINARY SubClassOf C0917801 C2362500
BINARY is C0920298 Class
BINARY SubClassOf C0920298 C2362501
BINARY is C0948008 Class
BINARY SubClassOf C0948008 C2362499,
BINARY SubClassOf C0948008 C2362500
BINARY is C0949285 Class
BINARY SubClassOf C0949285 C0013216,
BINARY SubClassOf C0949285 C3714514
BINARY is C0949570 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C0949574 Class
BINARY is C1096184 Class
BINARY SubClassOf C1096184 C2362500,
BINARY SubClassOf C1096184 C3714514
BINARY is C1113679 Class
BINARY SubClassOf C1113679 C1456613,
BINARY SubClassOf C1113679 C2362508
BINARY is C1136359 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C1140680 Class
BINARY SubClassOf C1140680 C0006826,
BINARY SubClassOf C1140680 C0014136,
