BINARY is short Datatype
BINARY SubClassOf FBcv_0000717 FBcv_0000427,
BINARY SubClassOf FBcv_0000717 BFO_0000051_some
BINARY SubClassOf FBcv_0000717 (PATO_0000912_and_(RO_0000052_some_GO_0016049)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000718 Class
BINARY equiv FBcv_0000718 BFO_0000051_some
BINARY equiv FBcv_0000718 (PATO_0000911_and_(RO_0000052_some_GO_0016049)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000718 FBcv_0000427,
BINARY SubClassOf FBcv_0000718 BFO_0000051_some
BINARY SubClassOf FBcv_0000718 (PATO_0000911_and_(RO_0000052_some_GO_0016049)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000719 Class
BINARY equiv FBcv_0000719 BFO_0000051_some
BINARY equiv FBcv_0000719 (PATO_0001623_and_(RO_0000052_some_FBbt_00100313)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000719 FBcv_0007508,
BINARY SubClassOf FBcv_0000719 BFO_0000051_some
BINARY SubClassOf FBcv_0000719 (PATO_0001623_and_(RO_0000052_some_FBbt_00100313)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000720 Class
BINARY equiv FBcv_0000720 BFO_0000051_some
BINARY equiv FBcv_0000720 (PATO_0001236_and_(RO_0000052_some_GO_0007630)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000720 FBcv_0000415,
BINARY SubClassOf FBcv_0000720 FBcv_0007529,
BINARY SubClassOf FBcv_0000720 BFO_0000051_some
BINARY SubClassOf FBcv_0000720 (PATO_0001236_and_(RO_0000052_some_GO_0007630)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000721 Class
BINARY equiv FBcv_0000721 BFO_0000051_some
BINARY equiv FBcv_0000721 (PATO_0001236_and_(RO_0000052_some_GO_0007617)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000721 FBcv_0000387,
BINARY SubClassOf FBcv_0000721 FBcv_0000400,
BINARY SubClassOf FBcv_0000721 BFO_0000051_some
BINARY SubClassOf FBcv_0000721 (PATO_0001236_and_(RO_0000052_some_GO_0007617)_and_(RO_0002573_some_PATO_0000460))
BINARY DisjointWith FBcv_0000721 BFO_0000051_some
BINARY DisjointWith FBcv_0000721 (PATO_0001236_and_(RO_0000052_some_GO_0007617)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000723 Class
BINARY equiv FBcv_0000723 BFO_0000051_some
BINARY equiv FBcv_0000723 (PATO_0002011_and_(RO_0000052_some_FBbt_00007001)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000723 FBcv_0000357,
BINARY SubClassOf FBcv_0000723 FBcv_0000362,
BINARY SubClassOf FBcv_0000723 BFO_0000051_some
BINARY SubClassOf FBcv_0000723 (PATO_0002011_and_(RO_0000052_some_FBbt_00007001)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000724 Class
BINARY equiv FBcv_0000724 BFO_0000051_some
BINARY equiv FBcv_0000724 (PATO_0000645_and_(RO_0000052_some_FBbt_00007001)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000724 FBcv_0000359,
BINARY SubClassOf FBcv_0000724 BFO_0000051_some
BINARY SubClassOf FBcv_0000724 (PATO_0000645_and_(RO_0000052_some_FBbt_00007001)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000725 Class
BINARY equiv FBcv_0000725 BFO_0000051_some
BINARY equiv FBcv_0000725 (PATO_0001236_and_(RO_0000052_some_GO_0006979)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000725 FBcv_0000408,
BINARY SubClassOf FBcv_0000725 BFO_0000051_some
BINARY SubClassOf FBcv_0000725 (PATO_0001236_and_(RO_0000052_some_GO_0006979)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000734 Class
BINARY SubClassOf FBcv_0000734 FBcv_0000698
BINARY is FBcv_0000791 Class
BINARY equiv FBcv_0000791 BFO_0000051_some
BINARY equiv FBcv_0000791 (PATO_0055006_and_(RO_0000052_some_EFO_0022597)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000791 FBcv_0000384,
BINARY SubClassOf FBcv_0000791 BFO_0000051_some
BINARY SubClassOf FBcv_0000791 (PATO_0055006_and_(RO_0000052_some_EFO_0022597)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0000792 Class
BINARY equiv FBcv_0000792 BFO_0000051_some
BINARY equiv FBcv_0000792 (PATO_0055005_and_(RO_0000052_some_EFO_0022597)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0000792 FBcv_0000384,
BINARY SubClassOf FBcv_0000792 BFO_0000051_some
BINARY SubClassOf FBcv_0000792 (PATO_0055005_and_(RO_0000052_some_EFO_0022597)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0001347 Class
BINARY equiv FBcv_0001347 BFO_0000051_some
BINARY is Thing)_and_(RO_0002573_some_PATO_0000460)) (BFO_0000019_and_(RO_0002314_some_www.w3.org/2002/07/#
BINARY SubClassOf Thing)_and_(RO_0002573_some_PATO_0000460)) FBcv_0000347,
BINARY SubClassOf Thing)_and_(RO_0002573_some_PATO_0000460)) BFO_0000051_some
BINARY is Thing)_and_(RO_0002573_some_PATO_0000460)) (BFO_0000019_and_(RO_0002314_some_www.w3.org/2002/07/#
BINARY DisjointWith Thing)_and_(RO_0002573_some_PATO_0000460)) FBcv_0000348
BINARY is FBcv_0002000 Class
BINARY SubClassOf FBcv_0002000 FBcv_0000351
BINARY is FBcv_0002004 Class
BINARY equiv FBcv_0002004 BFO_0000051_some
BINARY equiv FBcv_0002004 ((RO_0000052_some_FBcv_0006003)_and_(RO_0002029_some_short[=_"5"^^short]))
BINARY SubClassOf FBcv_0002004 FBcv_0001347,
BINARY SubClassOf FBcv_0002004 BFO_0000051_some
BINARY SubClassOf FBcv_0002004 ((RO_0000052_some_FBcv_0006003)_and_(RO_0002029_some_short[=_"5"^^short]))
BINARY is FBcv_0002010 Class
BINARY SubClassOf FBcv_0002010 FBcv_0002020
BINARY is FBcv_0002012 Class
BINARY SubClassOf FBcv_0002012 FBcv_0002023
BINARY is FBcv_0002015 Class
BINARY equiv FBcv_0002015 BFO_0000051_some
BINARY equiv FBcv_0002015 ((RO_0000052_some
BINARY equiv FBcv_0002015 (FBcv_0006003_and_(RO_0002351_some
BINARY equiv FBcv_0002015 (CARO_0000012_and_(FBcv_0008000_some_(BFO_0000063_some_FBdv_00007026))))_and_(RO_0002351_only
BINARY equiv FBcv_0002015 (CARO_0000012_and_(FBcv_0008000_some_(BFO_0000063_some_FBdv_00007026))))))_and_(RO_0002029_some_short[=_"5"^^short_,_<_"98"^^short]))
BINARY SubClassOf FBcv_0002015 FBcv_0002019,
BINARY SubClassOf FBcv_0002015 BFO_0000051_some
BINARY SubClassOf FBcv_0002015 ((RO_0000052_some
BINARY SubClassOf FBcv_0002015 (FBcv_0006003_and_(RO_0002351_some
BINARY SubClassOf FBcv_0002015 (CARO_0000012_and_(FBcv_0008000_some_(BFO_0000063_some_FBdv_00007026))))_and_(RO_0002351_only
BINARY SubClassOf FBcv_0002015 (CARO_0000012_and_(FBcv_0008000_some_(BFO_0000063_some_FBdv_00007026))))))_and_(RO_0002029_some_short[=_"5"^^short_,_<_"98"^^short]))
BINARY is FBcv_0002019 Class
BINARY equiv FBcv_0002019 BFO_0000051_some
BINARY equiv FBcv_0002019 ((RO_0000052_some
BINARY equiv FBcv_0002019 (FBcv_0006003_and_(RO_0002351_some
BINARY equiv FBcv_0002019 (CARO_0000012_and_(FBcv_0008000_some_(BFO_0000063_some_FBdv_00007026))))_and_(RO_0002351_only
BINARY equiv FBcv_0002019 (CARO_0000012_and_(FBcv_0008000_some_(BFO_0000063_some_FBdv_00007026))))))_and_(RO_0002029_some_short[=_"5"^^short]))
BINARY SubClassOf FBcv_0002019 FBcv_0002004,
BINARY SubClassOf FBcv_0002019 BFO_0000051_some
BINARY SubClassOf FBcv_0002019 ((RO_0000052_some
BINARY SubClassOf FBcv_0002019 (FBcv_0006003_and_(RO_0002351_some
BINARY SubClassOf FBcv_0002019 (CARO_0000012_and_(FBcv_0008000_some_(BFO_0000063_some_FBdv_00007026))))_and_(RO_0002351_only
BINARY SubClassOf FBcv_0002019 (CARO_0000012_and_(FBcv_0008000_some_(BFO_0000063_some_FBdv_00007026))))))_and_(RO_0002029_some_short[=_"5"^^short]))
BINARY is FBcv_0002020 Class
BINARY equiv FBcv_0002020 BFO_0000051_some
BINARY equiv FBcv_0002020 ((RO_0000052_some
BINARY equiv FBcv_0002020 (FBcv_0006003_and_(RO_0002351_some
BINARY equiv FBcv_0002020 (CARO_0000012_and_(FBcv_0008000_some_(BFO_0000050_some_FBdv_00007001))))_and_(RO_0002351_only
BINARY equiv FBcv_0002020 (CARO_0000012_and_(FBcv_0008000_some_(BFO_0000050_some_FBdv_00007001))))))_and_(RO_0002029_some_short[=_"5"^^short]))
BINARY SubClassOf FBcv_0002020 FBcv_0002019,
BINARY SubClassOf FBcv_0002020 BFO_0000051_some
BINARY SubClassOf FBcv_0002020 ((RO_0000052_some
BINARY SubClassOf FBcv_0002020 (FBcv_0006003_and_(RO_0002351_some
BINARY SubClassOf FBcv_0002020 (CARO_0000012_and_(FBcv_0008000_some_(BFO_0000050_some_FBdv_00007001))))_and_(RO_0002351_only
BINARY SubClassOf FBcv_0002020 (CARO_0000012_and_(FBcv_0008000_some_(BFO_0000050_some_FBdv_00007001))))))_and_(RO_0002029_some_short[=_"5"^^short]))
BINARY is FBcv_0002021 Class
BINARY SubClassOf FBcv_0002021 FBcv_0002023
BINARY is FBcv_0002022 Class
BINARY SubClassOf FBcv_0002022 FBcv_0002023
BINARY is FBcv_0002023 Class
BINARY equiv FBcv_0002023 BFO_0000051_some
BINARY equiv FBcv_0002023 ((RO_0000052_some
BINARY equiv FBcv_0002023 (FBcv_0006003_and_(RO_0002351_some
BINARY equiv FBcv_0002023 (CARO_0000012_and_(FBcv_0008000_some_(BFO_0000050_some_FBdv_00005336))))_and_(RO_0002351_only
BINARY equiv FBcv_0002023 (CARO_0000012_and_(FBcv_0008000_some_(BFO_0000050_some_FBdv_00005336))))))_and_(RO_0002029_some_short[=_"5"^^short]))
BINARY SubClassOf FBcv_0002023 FBcv_0002019,
BINARY SubClassOf FBcv_0002023 BFO_0000051_some
BINARY SubClassOf FBcv_0002023 ((RO_0000052_some
BINARY SubClassOf FBcv_0002023 (FBcv_0006003_and_(RO_0002351_some
BINARY SubClassOf FBcv_0002023 (CARO_0000012_and_(FBcv_0008000_some_(BFO_0000050_some_FBdv_00005336))))_and_(RO_0002351_only
BINARY SubClassOf FBcv_0002023 (CARO_0000012_and_(FBcv_0008000_some_(BFO_0000050_some_FBdv_00005336))))))_and_(RO_0002029_some_short[=_"5"^^short]))
BINARY is FBcv_0002024 Class
BINARY SubClassOf FBcv_0002024 FBcv_0002023
BINARY is FBcv_0002037 Class
BINARY SubClassOf FBcv_0002037 FBcv_0002041
BINARY is FBcv_0002038 Class
BINARY SubClassOf FBcv_0002038 FBcv_0002020
BINARY is FBcv_0002039 Class
BINARY SubClassOf FBcv_0002039 FBcv_0002020
BINARY is FBcv_0002040 Class
BINARY SubClassOf FBcv_0002040 FBcv_0002020
BINARY is FBcv_0002041 Class
BINARY equiv FBcv_0002041 BFO_0000051_some
BINARY equiv FBcv_0002041 ((RO_0000052_some
BINARY equiv FBcv_0002041 (FBcv_0006003_and_(RO_0002351_some
BINARY equiv FBcv_0002041 (CARO_0000012_and_(FBcv_0008000_some_(BFO_0000050_some_FBdv_00005289))))_and_(RO_0002351_only
BINARY equiv FBcv_0002041 (CARO_0000012_and_(FBcv_0008000_some_(BFO_0000050_some_FBdv_00005289))))))_and_(RO_0002029_some_short[=_"5"^^short]))
BINARY SubClassOf FBcv_0002041 FBcv_0002019,
BINARY SubClassOf FBcv_0002041 BFO_0000051_some
BINARY SubClassOf FBcv_0002041 ((RO_0000052_some
BINARY SubClassOf FBcv_0002041 (FBcv_0006003_and_(RO_0002351_some
BINARY SubClassOf FBcv_0002041 (CARO_0000012_and_(FBcv_0008000_some_(BFO_0000050_some_FBdv_00005289))))_and_(RO_0002351_only
BINARY SubClassOf FBcv_0002041 (CARO_0000012_and_(FBcv_0008000_some_(BFO_0000050_some_FBdv_00005289))))))_and_(RO_0002029_some_short[=_"5"^^short]))
BINARY is FBcv_0002042 Class
BINARY SubClassOf FBcv_0002042 FBcv_0000351
BINARY is FBcv_0002050 Class
BINARY SubClassOf FBcv_0002050 FBcv_0002051
BINARY is FBcv_0002051 Class
BINARY equiv FBcv_0002051 BFO_0000051_some
BINARY equiv FBcv_0002051 ((RO_0000052_some
BINARY equiv FBcv_0002051 (FBcv_0006003_and_(RO_0002351_some
BINARY equiv FBcv_0002051 (CARO_0000012_and_(FBcv_0008000_some_(BFO_0000050_some_FBdv_00007025))))_and_(RO_0002351_only
BINARY equiv FBcv_0002051 (CARO_0000012_and_(FBcv_0008000_some_(BFO_0000050_some_FBdv_00007025))))))_and_(RO_0002029_some_short[=_"5"^^short]))
BINARY SubClassOf FBcv_0002051 FBcv_0002019,
BINARY SubClassOf FBcv_0002051 BFO_0000051_some
BINARY SubClassOf FBcv_0002051 ((RO_0000052_some
BINARY SubClassOf FBcv_0002051 (FBcv_0006003_and_(RO_0002351_some
BINARY SubClassOf FBcv_0002051 (CARO_0000012_and_(FBcv_0008000_some_(BFO_0000050_some_FBdv_00007025))))_and_(RO_0002351_only
BINARY SubClassOf FBcv_0002051 (CARO_0000012_and_(FBcv_0008000_some_(BFO_0000050_some_FBdv_00007025))))))_and_(RO_0002029_some_short[=_"5"^^short]))
BINARY is FBcv_0004000 Class
BINARY equiv FBcv_0004000 BFO_0000051_some
BINARY equiv FBcv_0004000 (PATO_0001236_and_(RO_0000052_some_GO_0050953)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0004000 FBcv_0000681,
BINARY SubClassOf FBcv_0004000 BFO_0000051_some
BINARY SubClassOf FBcv_0004000 (PATO_0001236_and_(RO_0000052_some_GO_0050953)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0006000 Class
BINARY equiv FBcv_0006000 BFO_0000051_some
BINARY equiv FBcv_0006000 (PATO_0001236_and_(RO_0000052_some_GO_0007620)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0006000 FBcv_0000721,
BINARY SubClassOf FBcv_0006000 BFO_0000051_some
BINARY SubClassOf FBcv_0006000 (PATO_0001236_and_(RO_0000052_some_GO_0007620)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0006001 Class
BINARY equiv FBcv_0006001 BFO_0000051_some
BINARY equiv FBcv_0006001 (PATO_0001695_and_(RO_0000052_some_FBbt_00000001)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0006001 FBcv_0001347,
BINARY SubClassOf FBcv_0006001 BFO_0000051_some
BINARY SubClassOf FBcv_0006001 (PATO_0001695_and_(RO_0000052_some_FBbt_00000001)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0006002 Class
BINARY equiv FBcv_0006002 BFO_0000051_some
BINARY equiv FBcv_0006002 (PATO_0001696_and_(RO_0000052_some_FBbt_00000001)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0006002 FBcv_0001347,
BINARY SubClassOf FBcv_0006002 BFO_0000051_some
BINARY SubClassOf FBcv_0006002 (PATO_0001696_and_(RO_0000052_some_FBbt_00000001)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0006003 Class
BINARY is FBcv_0006004 Class
BINARY equiv FBcv_0006004 BFO_0000051_some
BINARY equiv FBcv_0006004 (PATO_0001236_and_(RO_0000052_some_GO_0018991)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0006004 FBcv_0000387,
BINARY SubClassOf FBcv_0006004 BFO_0000051_some
BINARY SubClassOf FBcv_0006004 (PATO_0001236_and_(RO_0000052_some_GO_0018991)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0006005 Class
BINARY equiv FBcv_0006005 BFO_0000051_some
BINARY equiv FBcv_0006005 (PATO_0002051_and_(RO_0000052_some_GO_0051301)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0006005 FBcv_0001347,
BINARY SubClassOf FBcv_0006005 BFO_0000051_some
BINARY SubClassOf FBcv_0006005 (PATO_0002051_and_(RO_0000052_some_GO_0051301)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0006006 Class
BINARY equiv FBcv_0006006 BFO_0000051_some
BINARY equiv FBcv_0006006 (PATO_0002052_and_(RO_0000052_some_GO_0051301)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0006006 FBcv_0001347,
BINARY SubClassOf FBcv_0006006 BFO_0000051_some
BINARY SubClassOf FBcv_0006006 (PATO_0002052_and_(RO_0000052_some_GO_0051301)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0007500 Class
BINARY equiv FBcv_0007500 BFO_0000051_some
BINARY equiv FBcv_0007500 (PATO_0001236_and_(RO_0000052_some_GO_0007615)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0007500 FBcv_0000398,
BINARY SubClassOf FBcv_0007500 BFO_0000051_some
BINARY SubClassOf FBcv_0007500 (PATO_0001236_and_(RO_0000052_some_GO_0007615)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0007501 Class
BINARY equiv FBcv_0007501 BFO_0000051_some
BINARY equiv FBcv_0007501 (PATO_0001236_and_(RO_0000052_some_GO_0007614)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0007501 FBcv_0000398,
BINARY SubClassOf FBcv_0007501 BFO_0000051_some
BINARY SubClassOf FBcv_0007501 (PATO_0001236_and_(RO_0000052_some_GO_0007614)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0007502 Class
BINARY equiv FBcv_0007502 BFO_0000051_some
BINARY equiv FBcv_0007502 (PATO_0001236_and_(RO_0000052_some_GO_0072375)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0007502 FBcv_0000398,
BINARY SubClassOf FBcv_0007502 BFO_0000051_some
BINARY SubClassOf FBcv_0007502 (PATO_0001236_and_(RO_0000052_some_GO_0072375)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0007503 Class
BINARY equiv FBcv_0007503 BFO_0000051_some
BINARY equiv FBcv_0007503 (PATO_0001236_and_(RO_0000052_some_GO_0007616)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0007503 FBcv_0000398,
BINARY SubClassOf FBcv_0007503 BFO_0000051_some
BINARY SubClassOf FBcv_0007503 (PATO_0001236_and_(RO_0000052_some_GO_0007616)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0007504 Class
BINARY equiv FBcv_0007504 BFO_0000051_some
BINARY equiv FBcv_0007504 (PATO_0000125_and_(RO_0000052_some_FBbt_00000001)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0007504 FBcv_0001347,
BINARY SubClassOf FBcv_0007504 BFO_0000051_some
BINARY SubClassOf FBcv_0007504 (PATO_0000125_and_(RO_0000052_some_FBbt_00000001)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0007505 Class
BINARY equiv FBcv_0007505 BFO_0000051_some
BINARY equiv FBcv_0007505 (PATO_0001563_and_(RO_0000052_some_FBbt_00000001)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0007505 FBcv_0007504,
BINARY SubClassOf FBcv_0007505 BFO_0000051_some
BINARY SubClassOf FBcv_0007505 (PATO_0001563_and_(RO_0000052_some_FBbt_00000001)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0007506 Class
BINARY equiv FBcv_0007506 BFO_0000051_some
BINARY equiv FBcv_0007506 (PATO_0001562_and_(RO_0000052_some_FBbt_00000001)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0007506 FBcv_0007504,
BINARY SubClassOf FBcv_0007506 BFO_0000051_some
BINARY SubClassOf FBcv_0007506 (PATO_0001562_and_(RO_0000052_some_FBbt_00000001)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0007507 Class
BINARY equiv FBcv_0007507 BFO_0000051_some
BINARY equiv FBcv_0007507 (PATO_0000586_and_(RO_0000052_some_FBbt_00007001)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0007507 FBcv_0000357,
BINARY SubClassOf FBcv_0007507 BFO_0000051_some
BINARY SubClassOf FBcv_0007507 (PATO_0000586_and_(RO_0000052_some_FBbt_00007001)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0007508 Class
BINARY equiv FBcv_0007508 BFO_0000051_some
BINARY equiv FBcv_0007508 (PATO_0000587_and_(RO_0000052_some_FBbt_00007001)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0007508 FBcv_0000357,
BINARY SubClassOf FBcv_0007508 BFO_0000051_some
BINARY SubClassOf FBcv_0007508 (PATO_0000587_and_(RO_0000052_some_FBbt_00007001)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0007509 Class
BINARY equiv FBcv_0007509 BFO_0000051_some
BINARY equiv FBcv_0007509 (PATO_0000912_and_(RO_0000052_some_GO_0042331)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0007509 FBcv_0000413,
BINARY SubClassOf FBcv_0007509 BFO_0000051_some
BINARY SubClassOf FBcv_0007509 (PATO_0000912_and_(RO_0000052_some_GO_0042331)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0007510 Class
BINARY equiv FBcv_0007510 BFO_0000051_some
BINARY equiv FBcv_0007510 (PATO_0000911_and_(RO_0000052_some_GO_0042331)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0007510 FBcv_0000413,
BINARY SubClassOf FBcv_0007510 BFO_0000051_some
BINARY SubClassOf FBcv_0007510 (PATO_0000911_and_(RO_0000052_some_GO_0042331)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0007511 Class
BINARY equiv FBcv_0007511 BFO_0000051_some
BINARY equiv FBcv_0007511 (PATO_0000912_and_(RO_0000052_some_GO_0007155)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0007511 FBcv_0000668,
BINARY SubClassOf FBcv_0007511 BFO_0000051_some
BINARY SubClassOf FBcv_0007511 (PATO_0000912_and_(RO_0000052_some_GO_0007155)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0007512 Class
BINARY equiv FBcv_0007512 BFO_0000051_some
BINARY equiv FBcv_0007512 (PATO_0000911_and_(RO_0000052_some_GO_0007155)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0007512 FBcv_0000668,
BINARY SubClassOf FBcv_0007512 BFO_0000051_some
BINARY SubClassOf FBcv_0007512 (PATO_0000911_and_(RO_0000052_some_GO_0007155)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0007513 Class
BINARY equiv FBcv_0007513 BFO_0000051_some
BINARY equiv FBcv_0007513 (PATO_0000912_and_(RO_0000052_some_GO_0030431)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0007513 FBcv_0000705,
BINARY SubClassOf FBcv_0007513 BFO_0000051_some
BINARY SubClassOf FBcv_0007513 (PATO_0000912_and_(RO_0000052_some_GO_0030431)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0007514 Class
BINARY equiv FBcv_0007514 BFO_0000051_some
BINARY equiv FBcv_0007514 (PATO_0000911_and_(RO_0000052_some_GO_0030431)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0007514 FBcv_0000705,
BINARY SubClassOf FBcv_0007514 BFO_0000051_some
BINARY SubClassOf FBcv_0007514 (PATO_0000911_and_(RO_0000052_some_GO_0030431)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0007515 Class
BINARY equiv FBcv_0007515 BFO_0000051_some
BINARY equiv FBcv_0007515 (PATO_0000912_and_(RO_0000052_some_GO_0007631)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0007515 FBcv_0000419,
BINARY SubClassOf FBcv_0007515 BFO_0000051_some
BINARY SubClassOf FBcv_0007515 (PATO_0000912_and_(RO_0000052_some_GO_0007631)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0007516 Class
BINARY equiv FBcv_0007516 BFO_0000051_some
BINARY equiv FBcv_0007516 (PATO_0000911_and_(RO_0000052_some_GO_0007631)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0007516 FBcv_0000419,
BINARY SubClassOf FBcv_0007516 BFO_0000051_some
BINARY SubClassOf FBcv_0007516 (PATO_0000911_and_(RO_0000052_some_GO_0007631)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0007517 Class
BINARY equiv FBcv_0007517 BFO_0000051_some
BINARY equiv FBcv_0007517 (PATO_0015004_and_(RO_0000052_some_GO_0007613)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0007517 FBcv_0000398,
BINARY SubClassOf FBcv_0007517 BFO_0000051_some
BINARY SubClassOf FBcv_0007517 (PATO_0015004_and_(RO_0000052_some_GO_0007613)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0007518 Class
BINARY equiv FBcv_0007518 BFO_0000051_some
BINARY equiv FBcv_0007518 (PATO_0015003_and_(RO_0000052_some_GO_0007613)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0007518 FBcv_0000398,
BINARY SubClassOf FBcv_0007518 BFO_0000051_some
BINARY SubClassOf FBcv_0007518 (PATO_0015003_and_(RO_0000052_some_GO_0007613)_and_(RO_0002573_some_PATO_0000460))
BINARY is FBcv_0007519 Class
BINARY SubClassOf FBcv_0007519 FBcv_0007501,
BINARY SubClassOf FBcv_0007519 FBcv_0007517
BINARY is FBcv_0007520 Class
BINARY SubClassOf FBcv_0007520 FBcv_0007501,
BINARY SubClassOf FBcv_0007520 FBcv_0007518
BINARY is FBcv_0007521 Class
BINARY SubClassOf FBcv_0007521 FBcv_0007503,
BINARY SubClassOf FBcv_0007521 FBcv_0007517
BINARY is FBcv_0007522 Class
BINARY SubClassOf FBcv_0007522 FBcv_0007503,
BINARY SubClassOf FBcv_0007522 FBcv_0007518
BINARY is FBcv_0007523 Class
BINARY SubClassOf FBcv_0007523 FBcv_0007500,
BINARY SubClassOf FBcv_0007523 FBcv_0007517
BINARY is FBcv_0007524 Class
BINARY SubClassOf FBcv_0007524 FBcv_0007500,
BINARY SubClassOf FBcv_0007524 FBcv_0007518
BINARY is FBcv_0007525 Class
BINARY SubClassOf FBcv_0007525 FBcv_0007502,
BINARY SubClassOf FBcv_0007525 FBcv_0007517
BINARY is FBcv_0007526 Class
BINARY SubClassOf FBcv_0007526 FBcv_0007502,
BINARY SubClassOf FBcv_0007526 FBcv_0007518
BINARY is FBcv_0007527 Class
BINARY SubClassOf FBcv_0007527 FBcv_0007529
BINARY is FBcv_0007528 Class
BINARY equiv FBcv_0007528 BFO_0000051_some
BINARY equiv FBcv_0007528 (PATO_0001236_and_(RO_0000052_some_GO_0008345)_and_(RO_0002573_some_PATO_0000460))
BINARY SubClassOf FBcv_0007528 FBcv_0000414,
BINARY SubClassOf FBcv_0007528 BFO_0000051_some
