BINARY is namespacestring Datatype
BINARY is CHEBI_6178 Class
BINARY SubClassOf CHEBI_6178 CHEBI_22599
BINARY is CHEBI_62967 Class
BINARY SubClassOf CHEBI_62967 CDNO_0000008,
BINARY SubClassOf CHEBI_62967 CHEBI_18154
BINARY is CHEBI_63017 Class
BINARY SubClassOf CHEBI_63017 CHEBI_38700
BINARY is CHEBI_6359 Class
BINARY SubClassOf CHEBI_6359 CHEBI_36233
BINARY is CHEBI_63798 Class
BINARY SubClassOf CHEBI_63798 CHEBI_24676
BINARY is CHEBI_64482 Class
BINARY SubClassOf CHEBI_64482 CHEBI_16247,
BINARY SubClassOf CHEBI_64482 CHEBI_190516
BINARY is CHEBI_6457 Class
BINARY SubClassOf CHEBI_6457 CDNO_0000005,
BINARY SubClassOf CHEBI_6457 CHEBI_26004
BINARY is CHEBI_64709 Class
BINARY SubClassOf CHEBI_64709 CDNO_0000001
BINARY is CHEBI_64962 Class
BINARY SubClassOf CHEBI_64962 CHEBI_24279
BINARY is CHEBI_65004 Class
BINARY SubClassOf CHEBI_65004 CHEBI_26195
BINARY is CHEBI_65327 Class
BINARY SubClassOf CHEBI_65327 CHEBI_18222
BINARY is CHEBI_6570 Class
BINARY SubClassOf CHEBI_6570 CHEBI_15889
BINARY is CHEBI_65737 Class
BINARY SubClassOf CHEBI_65737 CHEBI_26195
BINARY is CHEBI_6650 Class
BINARY SubClassOf CHEBI_6650 CHEBI_64709
BINARY is CHEBI_6674 Class
BINARY SubClassOf CHEBI_6674 CHEBI_47916
BINARY is CHEBI_6698 Class
BINARY SubClassOf CHEBI_6698 CHEBI_26195
BINARY is CHEBI_67016 Class
BINARY SubClassOf CHEBI_67016 CHEBI_176842
BINARY is CHEBI_67244 Class
BINARY SubClassOf CHEBI_67244 CHEBI_33853
BINARY is CHEBI_67246 Class
BINARY SubClassOf CHEBI_67246 CHEBI_33853
BINARY is CHEBI_68329 Class
BINARY SubClassOf CHEBI_68329 CHEBI_24676
BINARY is CHEBI_68428 Class
BINARY SubClassOf CHEBI_68428 CHEBI_26191
BINARY is CHEBI_68465 Class
BINARY SubClassOf CHEBI_68465 CHEBI_24676
BINARY is CHEBI_69581 Class
BINARY SubClassOf CHEBI_69581 CHEBI_33853
BINARY is CHEBI_7044 Class
BINARY SubClassOf CHEBI_7044 CHEBI_36080
BINARY is CHEBI_70824 Class
BINARY SubClassOf CHEBI_70824 CHEBI_33853
BINARY is CHEBI_71045 Class
BINARY SubClassOf CHEBI_71045 CHEBI_26195
BINARY is CHEBI_71062 Class
BINARY SubClassOf CHEBI_71062 CHEBI_33853
BINARY is CHEBI_71230 Class
BINARY SubClassOf CHEBI_71230 CHEBI_47916
BINARY is CHEBI_71543 Class
BINARY SubClassOf CHEBI_71543 CHEBI_50753
BINARY is CHEBI_71971 Class
BINARY SubClassOf CHEBI_71971 CHEBI_72544
BINARY is CHEBI_72544 Class
BINARY is CHEBI_72572 Class
BINARY SubClassOf CHEBI_72572 CHEBI_50753
BINARY is CHEBI_72577 Class
BINARY SubClassOf CHEBI_72577 CHEBI_50753
BINARY is CHEBI_73224 Class
BINARY SubClassOf CHEBI_73224 CHEBI_52221
BINARY is CHEBI_73558 Class
BINARY SubClassOf CHEBI_73558 CHEBI_27300
BINARY is CHEBI_74957 Class
BINARY SubClassOf CHEBI_74957 CHEBI_38755
BINARY is CHEBI_74961 Class
BINARY SubClassOf CHEBI_74961 CDNO_0000006,
BINARY SubClassOf CHEBI_74961 CHEBI_50699
BINARY is CHEBI_7502 Class
BINARY SubClassOf CHEBI_7502 CHEBI_28412
BINARY is CHEBI_75314 Class
BINARY SubClassOf CHEBI_75314 CHEBI_47916
BINARY is CHEBI_75323 Class
BINARY SubClassOf CHEBI_75323 CHEBI_26191
BINARY is CHEBI_75769 Class
BINARY SubClassOf CHEBI_75769 CDNO_0000014
BINARY is CHEBI_76193 Class
BINARY SubClassOf CHEBI_76193 CHEBI_26195
BINARY is CHEBI_78320 Class
BINARY SubClassOf CHEBI_78320 CHEBI_64709
BINARY is CHEBI_78802 Class
BINARY SubClassOf CHEBI_78802 CHEBI_72544
BINARY is CHEBI_7889 Class
BINARY SubClassOf CHEBI_7889 CHEBI_26873
BINARY is CHEBI_8186 Class
BINARY SubClassOf CHEBI_8186 CHEBI_22315
BINARY is CHEBI_83231 Class
BINARY SubClassOf CHEBI_83231 CHEBI_51149
BINARY is CHEBI_8367 Class
BINARY SubClassOf CHEBI_8367 CHEBI_22315
BINARY is CHEBI_83820 Class
BINARY SubClassOf CHEBI_83820 CHEBI_33709
BINARY is CHEBI_84048 Class
BINARY SubClassOf CHEBI_84048 CHEBI_36027
BINARY is CHEBI_8454 Class
BINARY SubClassOf CHEBI_8454 CHEBI_24279
BINARY is CHEBI_85533 Class
BINARY SubClassOf CHEBI_85533 CHEBI_22315
BINARY is CHEBI_85545 Class
BINARY SubClassOf CHEBI_85545 CDNO_0000012
BINARY is CHEBI_8630 Class
BINARY SubClassOf CHEBI_8630 CHEBI_26776
BINARY is CHEBI_86369 Class
BINARY SubClassOf CHEBI_86369 CHEBI_33853
BINARY is CHEBI_8824 Class
BINARY SubClassOf CHEBI_8824 CHEBI_26195
BINARY is CHEBI_88363 Class
BINARY SubClassOf CHEBI_88363 CHEBI_26195
BINARY is CHEBI_8870 Class
BINARY SubClassOf CHEBI_8870 CHEBI_26191
BINARY is CHEBI_89400 Class
BINARY SubClassOf CHEBI_89400 CHEBI_26125
BINARY is CHEBI_89634 Class
BINARY SubClassOf CHEBI_89634 CHEBI_72544
BINARY is CHEBI_90236 Class
BINARY SubClassOf CHEBI_90236 CHEBI_26873
BINARY is CHEBI_9045 Class
BINARY SubClassOf CHEBI_9045 CHEBI_50753
BINARY is CHEBI_9127 Class
BINARY SubClassOf CHEBI_9127 CHEBI_33853
BINARY is CHEBI_9151 Class
BINARY SubClassOf CHEBI_9151 CHEBI_24279
BINARY is CHEBI_9162 Class
BINARY SubClassOf CHEBI_9162 CHEBI_24279
BINARY is CHEBI_9188 Class
BINARY SubClassOf CHEBI_9188 CHEBI_22315
BINARY is CHEBI_9211 Class
BINARY SubClassOf CHEBI_9211 CHEBI_26873
BINARY is CHEBI_9228 Class
BINARY SubClassOf CHEBI_9228 CHEBI_26873
BINARY is CHEBI_9517 Class
BINARY SubClassOf CHEBI_9517 CHEBI_26873
BINARY is CHEBI_9577 Class
BINARY SubClassOf CHEBI_9577 CHEBI_26873
BINARY is CHEBI_9630 Class
BINARY SubClassOf CHEBI_9630 CHEBI_22315
BINARY is ENVO_01001571 Class
BINARY is ENVO_01001573 Class
BINARY is ENVO_01001575 Class
BINARY is ENVO_01001578 Class
BINARY is ENVO_01001583 Class
BINARY is ENVO_01001584 Class
BINARY is ENVO_01001587 Class
BINARY is ENVO_01001588 Class
BINARY is ENVO_01001589 Class
BINARY is ENVO_01001590 Class
BINARY is ENVO_01001591 Class
BINARY is ENVO_01001592 Class
BINARY is ENVO_01001593 Class
BINARY is ENVO_01001594 Class
BINARY is ENVO_01001596 Class
BINARY is ENVO_01001598 Class
BINARY is ENVO_01001604 Class
BINARY is ENVO_01001605 Class
BINARY is ENVO_01001626 Class
BINARY is ENVO_01001627 Class
BINARY is ENVO_01001699 Class
BINARY is ENVO_01001862 Class
BINARY is ENVO_02000090 Class
BINARY SubClassOf ENVO_02000090 CDNO_0000001
BINARY is IAO_0000002 Class
BINARY is IAO_0000124 Class
BINARY is PATO_0000001 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is PATO_0001018 Class
BINARY SubClassOf PATO_0001018 PATO_0000001
BINARY is www.w3.org/2002/07/# Class
BINARY is Q525 Class
