www.w3.org/2000/01/-schema# is AnnotationProperty.
string is Datatype.
06N40Z is Class.
www.w3.org/2000/01/-schema# is Annotations.
Thing is www.w3.org/2002/07/#.
LION 0065972 is Class.
LION 0065972 SubClassOf LION 0022241.
LION 0065974 is Class.
LION 0065974 SubClassOf LION 0022245.
LION 0066014 is Class.
LION 0066014 SubClassOf LION 0022262.
LION 0066015 is Class.
LION 0066015 SubClassOf LION 0022263.
LION 0066017 is Class.
LION 0066017 SubClassOf LION 0022265.
LION 0066018 is Class.
LION 0066018 SubClassOf LION 0022266.
LION 0066055 is Class.
LION 0066055 SubClassOf LION 0022269.
LION 0066113 is Class.
LION 0066113 SubClassOf LION 0022275.
LION 0066173 is Class.
LION 0066173 SubClassOf LION 0022241.
LION 0066175 is Class.
LION 0066175 SubClassOf LION 0022245.
LION 0066208 is Class.
LION 0066208 SubClassOf LION 0022262.
LION 0066209 is Class.
LION 0066209 SubClassOf LION 0022263.
LION 0066211 is Class.
LION 0066211 SubClassOf LION 0022265,.
LION 0066211 SubClassOf LION 0071622.
LION 0066216 is Class.
LION 0066216 SubClassOf LION 0022266.
LION 0066219 is Class.
LION 0066219 SubClassOf LION 0022269.
LION 0066232 is Class.
LION 0066232 SubClassOf LION 0022275.
LION 0066249 is Class.
LION 0066249 SubClassOf LION 0022241.
LION 0066251 is Class.
LION 0066251 SubClassOf LION 0022245.
LION 0066258 is Class.
LION 0066258 SubClassOf LION 0071622.
LION 0066279 is Class.
LION 0066279 SubClassOf LION 0022262.
LION 0066280 is Class.
LION 0066280 SubClassOf LION 0022263.
LION 0066282 is Class.
LION 0066282 SubClassOf LION 0022265.
LION 0066290 is Class.
LION 0066290 SubClassOf LION 0022266.
LION 0066330 is Class.
LION 0066330 SubClassOf LION 0022269.
LION 0066332 is Class.
LION 0066332 SubClassOf LION 0000358,.
LION 0066332 SubClassOf LION 0022231,.
LION 0066332 SubClassOf LION 0022271.
LION 0066371 is Class.
LION 0066371 SubClassOf LION 0001380,.
LION 0066371 SubClassOf LION 0022231,.
LION 0066371 SubClassOf LION 0022273.
LION 0066373 is Class.
LION 0066373 SubClassOf LION 0001382,.
LION 0066373 SubClassOf LION 0022231,.
LION 0066373 SubClassOf LION 0022275.
LION 0066374 is Class.
LION 0066374 SubClassOf LION 0001383,.
LION 0066374 SubClassOf LION 0022231,.
LION 0066374 SubClassOf LION 0022276.
LION 0066401 is Class.
LION 0066401 SubClassOf LION 0071712.
LION 0066408 is Class.
LION 0066408 SubClassOf LION 0000326,.
LION 0066408 SubClassOf LION 0022234,.
LION 0066408 SubClassOf LION 0022236.
LION 0066428 is Class.
LION 0066428 SubClassOf LION 0022241.
LION 0066435 is Class.
LION 0066435 SubClassOf LION 0000337,.
LION 0066435 SubClassOf LION 0022234,.
LION 0066435 SubClassOf LION 0022245.
LION 0066441 is Class.
LION 0066441 SubClassOf LION 0071622.
LION 0066444 is Class.
LION 0066444 SubClassOf LION 0022262.
LION 0066445 is Class.
LION 0066445 SubClassOf LION 0022263.
LION 0066447 is Class.
LION 0066447 SubClassOf LION 0022265.
LION 0066469 is Class.
LION 0066469 SubClassOf LION 0022266.
LION 0066472 is Class.
LION 0066472 SubClassOf LION 0022269.
LION 0066485 is Class.
LION 0066485 SubClassOf LION 0001383,.
LION 0066485 SubClassOf LION 0022234,.
LION 0066485 SubClassOf LION 0022275.
LION 0066491 is Class.
LION 0066491 SubClassOf LION 0071712.
LION 0066553 is Class.
LION 0066553 SubClassOf LION 0022241.
LION 0066555 is Class.
LION 0066555 SubClassOf LION 0022245.
LION 0066589 is Class.
LION 0066589 SubClassOf LION 0071622.
LION 0066625 is Class.
LION 0066625 SubClassOf LION 0022262.
LION 0066626 is Class.
LION 0066626 SubClassOf LION 0022263.
LION 0066628 is Class.
LION 0066628 SubClassOf LION 0022265.
LION 0066701 is Class.
LION 0066701 SubClassOf LION 0022266.
LION 0066715 is Class.
LION 0066715 SubClassOf LION 0022269.
LION 0066770 is Class.
LION 0066770 SubClassOf LION 0001384,.
LION 0066770 SubClassOf LION 0022236,.
LION 0066770 SubClassOf LION 0022275.
LION 0066801 is Class.
LION 0066801 SubClassOf LION 0071712.
LION 0066811 is Class.
LION 0066811 SubClassOf LION 0022241.
LION 0066813 is Class.
LION 0066813 SubClassOf LION 0022245.
LION 0066817 is Class.
LION 0066817 SubClassOf LION 0022262.
LION 0066818 is Class.
LION 0066818 SubClassOf LION 0022263.
LION 0066820 is Class.
LION 0066820 SubClassOf LION 0022265.
LION 0066822 is Class.
LION 0066822 SubClassOf LION 0022266.
LION 0066825 is Class.
LION 0066825 SubClassOf LION 0022269.
LION 0066834 is Class.
LION 0066834 SubClassOf LION 0071712.
LION 0066835 is Class.
LION 0066835 SubClassOf LION 0022275.
LION 0066846 is Class.
LION 0066846 SubClassOf LION 0022241.
LION 0066848 is Class.
LION 0066848 SubClassOf LION 0022245.
LION 0066852 is Class.
LION 0066852 SubClassOf LION 0022262.
LION 0066853 is Class.
LION 0066853 SubClassOf LION 0022263.
LION 0066855 is Class.
LION 0066855 SubClassOf LION 0022265.
LION 0066856 is Class.
LION 0066856 SubClassOf LION 0022266.
LION 0066878 is Class.
LION 0066878 SubClassOf LION 0022269.
LION 0066886 is Class.
LION 0066886 SubClassOf LION 0071712.
LION 0066888 is Class.
LION 0066888 SubClassOf LION 0022275.
LION 0066939 is Class.
LION 0066939 SubClassOf LION 0022241.
LION 0066976 is Class.
LION 0066976 SubClassOf LION 0022245.
LION 0066977 is Class.
LION 0066977 SubClassOf LION 0071622.
LION 0066982 is Class.
LION 0066982 SubClassOf LION 0022262.
LION 0066983 is Class.
LION 0066983 SubClassOf LION 0022263.
LION 0066985 is Class.
LION 0066985 SubClassOf LION 0022265.
LION 0067009 is Class.
LION 0067009 SubClassOf LION 0022266.
LION 0067012 is Class.
LION 0067012 SubClassOf LION 0022269.
LION 0067040 is Class.
LION 0067040 SubClassOf LION 0071712.
LION 0067043 is Class.
LION 0067043 SubClassOf LION 0022275.
LION 0067069 is Class.
LION 0067069 SubClassOf LION 0022241.
LION 0067071 is Class.
LION 0067071 SubClassOf LION 0022245,.
LION 0067071 SubClassOf LION 0071622.
LION 0067080 is Class.
LION 0067080 SubClassOf LION 0022262.
LION 0067081 is Class.
LION 0067081 SubClassOf LION 0022263.
LION 0067083 is Class.
LION 0067083 SubClassOf LION 0022265.
LION 0067091 is Class.
LION 0067091 SubClassOf LION 0022266.
LION 0067094 is Class.
LION 0067094 SubClassOf LION 0022269.
LION 0067106 is Class.
LION 0067106 SubClassOf LION 0022275.
LION 0067186 is Class.
LION 0067186 SubClassOf LION 0022241.
LION 0067187 is Class.
LION 0067187 SubClassOf LION 0022241.
LION 0067188 is Class.
LION 0067188 SubClassOf LION 0022241,.
LION 0067188 SubClassOf LION 0022245.
LION 0067189 is Class.
LION 0067189 SubClassOf LION 0022241.
LION 0067219 is Class.
LION 0067219 SubClassOf LION 0022241.
LION 0067220 is Class.
LION 0067220 SubClassOf LION 0022241.
LION 0067221 is Class.
LION 0067221 SubClassOf LION 0022241.
LION 0067222 is Class.
LION 0067222 SubClassOf LION 0022241.
LION 0067223 is Class.
LION 0067223 SubClassOf LION 0022241.
LION 0067256 is Class.
LION 0067256 SubClassOf LION 0022241.
LION 0067257 is Class.
LION 0067257 SubClassOf LION 0022241.
LION 0067258 is Class.
LION 0067258 SubClassOf LION 0022241,.
LION 0067258 SubClassOf LION 0022262.
LION 0067259 is Class.
LION 0067259 SubClassOf LION 0022241,.
LION 0067259 SubClassOf LION 0022263.
LION 0067260 is Class.
LION 0067260 SubClassOf LION 0022241.
LION 0067261 is Class.
LION 0067261 SubClassOf LION 0022241,.
LION 0067261 SubClassOf LION 0022265.
LION 0067293 is Class.
LION 0067293 SubClassOf LION 0022241.
LION 0067302 is Class.
LION 0067302 SubClassOf LION 0022241.
LION 0067303 is Class.
LION 0067303 SubClassOf LION 0022241.
LION 0067304 is Class.
LION 0067304 SubClassOf LION 0022241.
LION 0067305 is Class.
LION 0067305 SubClassOf LION 0022241.
LION 0067306 is Class.
LION 0067306 SubClassOf LION 0022241.
LION 0067328 is Class.
LION 0067328 SubClassOf LION 0022241.
LION 0067329 is Class.
LION 0067329 SubClassOf LION 0022241,.
LION 0067329 SubClassOf LION 0022266.
LION 0067341 is Class.
LION 0067341 SubClassOf LION 0022241.
LION 0067342 is Class.
LION 0067342 SubClassOf LION 0022241.
LION 0067343 is Class.
LION 0067343 SubClassOf LION 0022241,.
LION 0067343 SubClassOf LION 0022269.
LION 0067344 is Class.
LION 0067344 SubClassOf LION 0022241.
LION 0067345 is Class.
LION 0067345 SubClassOf LION 0022241.
LION 0067346 is Class.
LION 0067346 SubClassOf LION 0022241.
LION 0067347 is Class.
LION 0067347 SubClassOf LION 0022241.
LION 0067373 is Class.
LION 0067373 SubClassOf LION 0022241,.
LION 0067373 SubClassOf LION 0071712.
LION 0067374 is Class.
LION 0067374 SubClassOf LION 0022241.
LION 0067375 is Class.
LION 0067375 SubClassOf LION 0022241.
LION 0067376 is Class.
LION 0067376 SubClassOf LION 0022241.
LION 0067377 is Class.
LION 0067377 SubClassOf LION 0022241.
LION 0067378 is Class.
LION 0067378 SubClassOf LION 0022241.
LION 0067379 is Class.
LION 0067379 SubClassOf LION 0022241.
LION 0067380 is Class.
LION 0067380 SubClassOf LION 0022241.
LION 0067381 is Class.
LION 0067381 SubClassOf LION 0001393,.
LION 0067381 SubClassOf LION 0022241,.
LION 0067381 SubClassOf LION 0022275.
LION 0067382 is Class.
LION 0067382 SubClassOf LION 0001394,.
LION 0067382 SubClassOf LION 0022241,.
LION 0067382 SubClassOf LION 0022276.
LION 0067383 is Class.
LION 0067383 SubClassOf LION 0022241.
LION 0067384 is Class.
LION 0067384 SubClassOf LION 0022241.
LION 0067385 is Class.
LION 0067385 SubClassOf LION 0022241.
LION 0067386 is Class.
LION 0067386 SubClassOf LION 0022241.
LION 0067387 is Class.
LION 0067387 SubClassOf LION 0022241.
LION 0067388 is Class.
LION 0067388 SubClassOf LION 0022241.
LION 0067389 is Class.
LION 0067389 SubClassOf LION 0022241.
LION 0067390 is Class.
LION 0067390 SubClassOf LION 0022241.
LION 0067391 is Class.
LION 0067391 SubClassOf LION 0022241.
LION 0067392 is Class.
LION 0067392 SubClassOf LION 0022241.
LION 0067393 is Class.
LION 0067393 SubClassOf LION 0022241,.
LION 0067393 SubClassOf LION 0071745.
LION 0067395 is Class.
LION 0067395 SubClassOf LION 0022245.
LION 0067404 is Class.
LION 0067404 SubClassOf LION 0022262.
LION 0067405 is Class.
LION 0067405 SubClassOf LION 0022263.
LION 0067407 is Class.
LION 0067407 SubClassOf LION 0022265.
LION 0067415 is Class.
LION 0067415 SubClassOf LION 0022266.
LION 0067418 is Class.
LION 0067418 SubClassOf LION 0022269.
LION 0067422 is Class.
LION 0067422 SubClassOf LION 0071712.
LION 0067448 is Class.
LION 0067448 SubClassOf LION 0001394,.
LION 0067448 SubClassOf LION 0022242,.
LION 0067448 SubClassOf LION 0022275.
LION 0067500 is Class.
LION 0067500 SubClassOf LION 0071745.
LION 0067502 is Class.
LION 0067502 SubClassOf LION 0022245.
LION 0067503 is Class.
LION 0067503 SubClassOf LION 0022245.
LION 0067504 is Class.
LION 0067504 SubClassOf LION 0022245.
LION 0067505 is Class.
LION 0067505 SubClassOf LION 0022245.
LION 0067506 is Class.
LION 0067506 SubClassOf LION 0022245.
LION 0067543 is Class.
LION 0067543 SubClassOf LION 0022245.
LION 0067544 is Class.
LION 0067544 SubClassOf LION 0022245.
LION 0067545 is Class.
LION 0067545 SubClassOf LION 0022245.
LION 0067546 is Class.
LION 0067546 SubClassOf LION 0022245.
LION 0067547 is Class.
LION 0067547 SubClassOf LION 0022245,.
LION 0067547 SubClassOf LION 0022262.
LION 0067548 is Class.
LION 0067548 SubClassOf LION 0022245,.
LION 0067548 SubClassOf LION 0022263.
LION 0067549 is Class.
LION 0067549 SubClassOf LION 0022245.
LION 0067550 is Class.
LION 0067550 SubClassOf LION 0022245,.
LION 0067550 SubClassOf LION 0022265.
LION 0067551 is Class.
LION 0067551 SubClassOf LION 0022245.
LION 0067552 is Class.
LION 0067552 SubClassOf LION 0022245.
LION 0067553 is Class.
LION 0067553 SubClassOf LION 0022245.
LION 0067554 is Class.
LION 0067554 SubClassOf LION 0022245.
LION 0067555 is Class.
LION 0067555 SubClassOf LION 0022245.
LION 0067578 is Class.
LION 0067578 SubClassOf LION 0022245.
LION 0067579 is Class.
LION 0067579 SubClassOf LION 0022245.
LION 0067580 is Class.
LION 0067580 SubClassOf LION 0022245,.
LION 0067580 SubClassOf LION 0022266.
LION 0067581 is Class.
LION 0067581 SubClassOf LION 0022245.
LION 0067582 is Class.
LION 0067582 SubClassOf LION 0022245.
LION 0067583 is Class.
LION 0067583 SubClassOf LION 0001384,.
LION 0067583 SubClassOf LION 0022245,.
LION 0067583 SubClassOf LION 0022269.
LION 0067584 is Class.
LION 0067584 SubClassOf LION 0022245.
LION 0067585 is Class.
LION 0067585 SubClassOf LION 0001385,.
LION 0067585 SubClassOf LION 0022245,.
LION 0067585 SubClassOf LION 0022271.
LION 0067603 is Class.
LION 0067603 SubClassOf LION 0022245,.
LION 0067603 SubClassOf LION 0071712.
LION 0067604 is Class.
LION 0067604 SubClassOf LION 0022245.
LION 0067605 is Class.
LION 0067605 SubClassOf LION 0022245.
LION 0067606 is Class.
LION 0067606 SubClassOf LION 0022245.
LION 0067607 is Class.
LION 0067607 SubClassOf LION 0022245.
LION 0067608 is Class.
LION 0067608 SubClassOf LION 0022245.
LION 0067609 is Class.
LION 0067609 SubClassOf LION 0022245.
LION 0067610 is Class.
LION 0067610 SubClassOf LION 0022245.
LION 0067611 is Class.
LION 0067611 SubClassOf LION 0022245.
LION 0067612 is Class.
LION 0067612 SubClassOf LION 0022245.
LION 0067613 is Class.
LION 0067613 SubClassOf LION 0001395,.
LION 0067613 SubClassOf LION 0022245,.
LION 0067613 SubClassOf LION 0022275.
LION 0067630 is Class.
LION 0067630 SubClassOf LION 0022245.
LION 0067631 is Class.
LION 0067631 SubClassOf LION 0022245.
LION 0067632 is Class.
LION 0067632 SubClassOf LION 0022245.
LION 0067633 is Class.
LION 0067633 SubClassOf LION 0022245.
LION 0067634 is Class.
LION 0067634 SubClassOf LION 0022245.
LION 0067635 is Class.
LION 0067635 SubClassOf LION 0022245.
LION 0067636 is Class.
LION 0067636 SubClassOf LION 0022245.
LION 0067637 is Class.
LION 0067637 SubClassOf LION 0022245.
LION 0067638 is Class.
LION 0067638 SubClassOf LION 0022245.
LION 0067639 is Class.
LION 0067639 SubClassOf LION 0022245,.
LION 0067639 SubClassOf LION 0071745.
LION 0067640 is Class.
LION 0067640 SubClassOf LION 0022245.
LION 0067641 is Class.
LION 0067641 SubClassOf LION 0022245.
LION 0067650 is Class.
LION 0067650 SubClassOf LION 0022262.
LION 0067651 is Class.
LION 0067651 SubClassOf LION 0022263.
LION 0067653 is Class.
LION 0067653 SubClassOf LION 0022265.
LION 0067661 is Class.
LION 0067661 SubClassOf LION 0022266.
LION 0067664 is Class.
LION 0067664 SubClassOf LION 0022269.
LION 0067677 is Class.
LION 0067677 SubClassOf LION 0001396,.
LION 0067677 SubClassOf LION 0022247,.
LION 0067677 SubClassOf LION 0022275.
LION 0067765 is Class.
LION 0067765 SubClassOf LION 0071745.
LION 0067837 is Class.
LION 0067837 SubClassOf LION 0022262.
LION 0067855 is Class.
LION 0067855 SubClassOf LION 0022263.
LION 0067865 is Class.
LION 0067865 SubClassOf LION 0022265.
LION 0067866 is Class.
LION 0067866 SubClassOf LION 0022266.
LION 0067868 is Class.
LION 0067868 SubClassOf LION 0071712.
LION 0067889 is Class.
LION 0067889 SubClassOf LION 0022269.
LION 0067901 is Class.
LION 0067901 SubClassOf LION 0022275.
LION 0067905 is Class.
LION 0067905 SubClassOf LION 0071745.
LION 0067920 is Class.
LION 0067920 SubClassOf LION 0022262.
LION 0067921 is Class.
LION 0067921 SubClassOf LION 0022263.
LION 0067923 is Class.
LION 0067923 SubClassOf LION 0022265.
LION 0067927 is Class.
LION 0067927 SubClassOf LION 0022266.
LION 0067928 is Class.
LION 0067928 SubClassOf LION 0071712.
LION 0067930 is Class.
LION 0067930 SubClassOf LION 0022269.
LION 0067998 is Class.
LION 0067998 SubClassOf LION 0022275.
LION 0068001 is Class.
LION 0068001 SubClassOf LION 0071745.
LION 0068048 is Class.
LION 0068048 SubClassOf LION 0071775.
LION 0068054 is Class.
LION 0068054 SubClassOf LION 0022262.
LION 0068055 is Class.
LION 0068055 SubClassOf LION 0022263.
LION 0068057 is Class.
LION 0068057 SubClassOf LION 0022265.
LION 0068103 is Class.
LION 0068103 SubClassOf LION 0022266,.
LION 0068103 SubClassOf LION 0071712.
LION 0068106 is Class.
LION 0068106 SubClassOf LION 0022269.
LION 0068133 is Class.
LION 0068133 SubClassOf LION 0022275.
LION 0068135 is Class.
LION 0068135 SubClassOf LION 0071745.
LION 0068144 is Class.
LION 0068144 SubClassOf LION 0071775.
LION 0068150 is Class.
LION 0068150 SubClassOf LION 0022262.
LION 0068151 is Class.
LION 0068151 SubClassOf LION 0022263.
LION 0068153 is Class.
LION 0068153 SubClassOf LION 0022265.
LION 0068159 is Class.
LION 0068159 SubClassOf LION 0022266.
LION 0068162 is Class.
LION 0068162 SubClassOf LION 0022269.
LION 0068213 is Class.
LION 0068213 SubClassOf LION 0022275.
LION 0068225 is Class.
LION 0068225 SubClassOf LION 0071745.
LION 0068303 is Class.
LION 0068303 SubClassOf LION 0071775.
LION 0068324 is Class.
LION 0068324 SubClassOf LION 0022262.
LION 0068341 is Class.
LION 0068341 SubClassOf LION 0022263.
LION 0068343 is Class.
LION 0068343 SubClassOf LION 0022265.
LION 0068344 is Class.
LION 0068344 SubClassOf LION 0022266.
LION 0068347 is Class.
LION 0068347 SubClassOf LION 0022269.
LION 0068358 is Class.
LION 0068358 SubClassOf LION 0022275,.
LION 0068358 SubClassOf LION 0071745.
LION 0068367 is Class.
LION 0068367 SubClassOf LION 0071775.
LION 0068372 is Class.
LION 0068372 SubClassOf LION 0022262.
LION 0068373 is Class.
LION 0068373 SubClassOf LION 0022263.
LION 0068386 is Class.
LION 0068386 SubClassOf LION 0022265.
LION 0068388 is Class.
LION 0068388 SubClassOf LION 0022266.
LION 0068391 is Class.
LION 0068391 SubClassOf LION 0022269.
LION 0068475 is Class.
LION 0068475 SubClassOf LION 0071745.
LION 0068476 is Class.
LION 0068476 SubClassOf LION 0022275.
LION 0068484 is Class.
LION 0068484 SubClassOf LION 0071775.
LION 0068526 is Class.
LION 0068526 SubClassOf LION 0022262.
LION 0068527 is Class.
LION 0068527 SubClassOf LION 0022263.
LION 0068542 is Class.
LION 0068542 SubClassOf LION 0022265.
LION 0068545 is Class.
LION 0068545 SubClassOf LION 0071712.
LION 0068550 is Class.
LION 0068550 SubClassOf LION 0022266.
LION 0068553 is Class.
LION 0068553 SubClassOf LION 0022269.
LION 0068555 is Class.
LION 0068555 SubClassOf LION 0001395,.
LION 0068555 SubClassOf LION 0022261,.
LION 0068555 SubClassOf LION 0022271.
LION 0068566 is Class.
LION 0068566 SubClassOf LION 0022261,.
LION 0068566 SubClassOf LION 0022275,.
LION 0068566 SubClassOf LION 0071770.
LION 0068579 is Class.
LION 0068579 SubClassOf LION 0022262.
LION 0068580 is Class.
LION 0068580 SubClassOf LION 0022262,.
LION 0068580 SubClassOf LION 0022263.
LION 0068581 is Class.
LION 0068581 SubClassOf LION 0022262.
LION 0068582 is Class.
LION 0068582 SubClassOf LION 0022262,.
LION 0068582 SubClassOf LION 0022265.
LION 0068583 is Class.
LION 0068583 SubClassOf LION 0022262.
LION 0068584 is Class.
LION 0068584 SubClassOf LION 0022262,.
LION 0068584 SubClassOf LION 0071712.
LION 0068585 is Class.
LION 0068585 SubClassOf LION 0022262.
LION 0068630 is Class.
LION 0068630 SubClassOf LION 0022262.
LION 0068642 is Class.
LION 0068642 SubClassOf LION 0022262.
LION 0068643 is Class.
LION 0068643 SubClassOf LION 0022262.
LION 0068661 is Class.
LION 0068661 SubClassOf LION 0022262.
LION 0068662 is Class.
LION 0068662 SubClassOf LION 0022262,.
LION 0068662 SubClassOf LION 0022266.
LION 0068663 is Class.
LION 0068663 SubClassOf LION 0022262.
LION 0068698 is Class.
LION 0068698 SubClassOf LION 0022262.
LION 0068711 is Class.
LION 0068711 SubClassOf LION 0022262,.
LION 0068711 SubClassOf LION 0022269.
LION 0068712 is Class.
LION 0068712 SubClassOf LION 0022262.
LION 0068713 is Class.
LION 0068713 SubClassOf LION 0022262.
LION 0068714 is Class.
LION 0068714 SubClassOf LION 0022262.
LION 0068715 is Class.
LION 0068715 SubClassOf LION 0022262.
LION 0068716 is Class.
LION 0068716 SubClassOf LION 0022262.
LION 0068717 is Class.
LION 0068717 SubClassOf LION 0022262.
LION 0068718 is Class.
LION 0068718 SubClassOf LION 0022262.
LION 0068719 is Class.
LION 0068719 SubClassOf LION 0022262.
LION 0068720 is Class.
LION 0068720 SubClassOf LION 0022262,.
LION 0068720 SubClassOf LION 0071745.
LION 0068721 is Class.
LION 0068721 SubClassOf LION 0022262.
LION 0068722 is Class.
LION 0068722 SubClassOf LION 0022262.
LION 0068723 is Class.
LION 0068723 SubClassOf LION 0022262.
LION 0068724 is Class.
LION 0068724 SubClassOf LION 0022262,.
LION 0068724 SubClassOf LION 0022275,.
LION 0068724 SubClassOf LION 0071771.
LION 0068725 is Class.
LION 0068725 SubClassOf LION 0022262.
LION 0068726 is Class.
LION 0068726 SubClassOf LION 0022262.
LION 0068727 is Class.
LION 0068727 SubClassOf LION 0022262.
LION 0068728 is Class.
LION 0068728 SubClassOf LION 0022262,.
LION 0068728 SubClassOf LION 0071775.
LION 0068729 is Class.
LION 0068729 SubClassOf LION 0022262.
LION 0068730 is Class.
LION 0068730 SubClassOf LION 0022262.
LION 0068731 is Class.
LION 0068731 SubClassOf LION 0022262.
LION 0068732 is Class.
LION 0068732 SubClassOf LION 0022262.
LION 0068733 is Class.
LION 0068733 SubClassOf LION 0022262.
LION 0068734 is Class.
LION 0068734 SubClassOf LION 0022262.
LION 0068735 is Class.
LION 0068735 SubClassOf LION 0022262.
LION 0068744 is Class.
LION 0068744 SubClassOf LION 0022262.
LION 0068745 is Class.
LION 0068745 SubClassOf LION 0022263.
LION 0068746 is Class.
LION 0068746 SubClassOf LION 0022263.
LION 0068747 is Class.
LION 0068747 SubClassOf LION 0022263,.
LION 0068747 SubClassOf LION 0022265.
LION 0068748 is Class.
LION 0068748 SubClassOf LION 0022263,.
LION 0068748 SubClassOf LION 0071712.
LION 0068778 is Class.
LION 0068778 SubClassOf LION 0022263.
LION 0068779 is Class.
LION 0068779 SubClassOf LION 0022263.
LION 0068780 is Class.
LION 0068780 SubClassOf LION 0022263.
LION 0068781 is Class.
LION 0068781 SubClassOf LION 0022263.
LION 0068782 is Class.
LION 0068782 SubClassOf LION 0022263.
LION 0068783 is Class.
LION 0068783 SubClassOf LION 0022263.
LION 0068784 is Class.
LION 0068784 SubClassOf LION 0022263,.
LION 0068784 SubClassOf LION 0022266.
LION 0068819 is Class.
LION 0068819 SubClassOf LION 0022263.
LION 0068820 is Class.
LION 0068820 SubClassOf LION 0022263.
LION 0068821 is Class.
LION 0068821 SubClassOf LION 0022263,.
LION 0068821 SubClassOf LION 0022269.
LION 0068822 is Class.
LION 0068822 SubClassOf LION 0022263.
LION 0068823 is Class.
LION 0068823 SubClassOf LION 0022263.
LION 0068824 is Class.
LION 0068824 SubClassOf LION 0022263.
LION 0068825 is Class.
LION 0068825 SubClassOf LION 0022263.
LION 0068826 is Class.
LION 0068826 SubClassOf LION 0022263.
LION 0068827 is Class.
LION 0068827 SubClassOf LION 0022263.
LION 0068862 is Class.
LION 0068862 SubClassOf LION 0022263.
LION 0068863 is Class.
LION 0068863 SubClassOf LION 0022263,.
LION 0068863 SubClassOf LION 0071745.
LION 0068874 is Class.
LION 0068874 SubClassOf LION 0022263.
LION 0068875 is Class.
LION 0068875 SubClassOf LION 0022263,.
LION 0068875 SubClassOf LION 0022272,.
LION 0068875 SubClassOf LION 0071769.
LION 0068876 is Class.
LION 0068876 SubClassOf LION 0022263.
LION 0068877 is Class.
LION 0068877 SubClassOf LION 0022263.
LION 0068878 is Class.
LION 0068878 SubClassOf LION 0022263,.
LION 0068878 SubClassOf LION 0022275,.
LION 0068878 SubClassOf LION 0071772.
LION 0068879 is Class.
LION 0068879 SubClassOf LION 0022263.
LION 0068880 is Class.
LION 0068880 SubClassOf LION 0022263.
LION 0068881 is Class.
LION 0068881 SubClassOf LION 0022263,.
LION 0068881 SubClassOf LION 0071775.
LION 0068882 is Class.
LION 0068882 SubClassOf LION 0022263.
LION 0068883 is Class.
LION 0068883 SubClassOf LION 0022263.
LION 0068884 is Class.
LION 0068884 SubClassOf LION 0022263.
LION 0068885 is Class.
LION 0068885 SubClassOf LION 0022263.
LION 0068886 is Class.
LION 0068886 SubClassOf LION 0022263.
LION 0068887 is Class.
LION 0068887 SubClassOf LION 0022263.
LION 0068888 is Class.
LION 0068888 SubClassOf LION 0022263.
LION 0068889 is Class.
LION 0068889 SubClassOf LION 0022263.
LION 0068890 is Class.
LION 0068890 SubClassOf LION 0022263.
LION 0068892 is Class.
LION 0068892 SubClassOf LION 0022265.
LION 0068900 is Class.
LION 0068900 SubClassOf LION 0022266.
LION 0068903 is Class.
LION 0068903 SubClassOf LION 0022269.
LION 0068905 is Class.
LION 0068905 SubClassOf LION 0001398,.
LION 0068905 SubClassOf LION 0022264,.
LION 0068905 SubClassOf LION 0022271.
LION 0068910 is Class.
LION 0068910 SubClassOf LION 0071745.
LION 0069005 is Class.
LION 0069005 SubClassOf LION 0022264,.
LION 0069005 SubClassOf LION 0022275,.
LION 0069005 SubClassOf LION 0071773.
LION 0069007 is Class.
LION 0069007 SubClassOf LION 0071775.
LION 0069018 is Class.
LION 0069018 SubClassOf LION 0022265.
LION 0069019 is Class.
LION 0069019 SubClassOf LION 0022265.
LION 0069025 is Class.
LION 0069025 SubClassOf LION 0022265.
LION 0069026 is Class.
LION 0069026 SubClassOf LION 0022265.
LION 0069027 is Class.
LION 0069027 SubClassOf LION 0022265.
LION 0069050 is Class.
LION 0069050 SubClassOf LION 0022265.
LION 0069051 is Class.
LION 0069051 SubClassOf LION 0022265.
LION 0069052 is Class.
LION 0069052 SubClassOf LION 0022265.
LION 0069053 is Class.
LION 0069053 SubClassOf LION 0022265,.
LION 0069053 SubClassOf LION 0022266.
LION 0069054 is Class.
LION 0069054 SubClassOf LION 0022265.
LION 0069081 is Class.
LION 0069081 SubClassOf LION 0022265.
LION 0069082 is Class.
LION 0069082 SubClassOf LION 0022265,.
LION 0069082 SubClassOf LION 0022269.
LION 0069083 is Class.
LION 0069083 SubClassOf LION 0022265.
LION 0069084 is Class.
LION 0069084 SubClassOf LION 0022265.
LION 0069085 is Class.
LION 0069085 SubClassOf LION 0022265.
LION 0069086 is Class.
LION 0069086 SubClassOf LION 0022265.
LION 0069087 is Class.
LION 0069087 SubClassOf LION 0022265.
LION 0069125 is Class.
LION 0069125 SubClassOf LION 0022265,.
LION 0069125 SubClassOf LION 0071745.
LION 0069126 is Class.
LION 0069126 SubClassOf LION 0022265.
LION 0069127 is Class.
LION 0069127 SubClassOf LION 0022265.
LION 0069128 is Class.
LION 0069128 SubClassOf LION 0022265.
LION 0069129 is Class.
LION 0069129 SubClassOf LION 0022265.
LION 0069130 is Class.
LION 0069130 SubClassOf LION 0022265.
LION 0069131 is Class.
LION 0069131 SubClassOf LION 0022265.
LION 0069132 is Class.
LION 0069132 SubClassOf LION 0022265,.
