string is Datatype.
subject has association is ObjectProperty.
subject has association Characteristics Irreflexive.
subject has association Domain OrphaCode.
subject has association Range Association.
with frequency is DataProperty.
Orphanet 357001 is Class.
Orphanet 357001 SubClassOf OrphaCode.
Orphanet 35701 is Class.
Orphanet 35701 SubClassOf OrphaCode.
Orphanet 357043 is Class.
Orphanet 357043 SubClassOf OrphaCode.
Orphanet 357058 is Class.
Orphanet 357058 SubClassOf OrphaCode.
Orphanet 35706 is Class.
Orphanet 35706 SubClassOf OrphaCode.
Orphanet 357074 is Class.
Orphanet 357074 SubClassOf OrphaCode.
Orphanet 35708 is Class.
Orphanet 35708 SubClassOf OrphaCode.
Orphanet 35710 is Class.
Orphanet 35710 SubClassOf OrphaCode.
Orphanet 357154 is Class.
Orphanet 357154 SubClassOf OrphaCode.
Orphanet 357175 is Class.
Orphanet 357175 SubClassOf OrphaCode.
Orphanet 357225 is Class.
Orphanet 357225 SubClassOf OrphaCode.
Orphanet 35737 is Class.
Orphanet 35737 SubClassOf OrphaCode.
Orphanet 358 is Class.
Orphanet 358 SubClassOf OrphaCode.
Orphanet 35858 is Class.
Orphanet 35858 SubClassOf OrphaCode.
Orphanet 35878 is Class.
Orphanet 35878 SubClassOf OrphaCode.
Orphanet 35909 is Class.
Orphanet 35909 SubClassOf OrphaCode.
Orphanet 36 is Class.
Orphanet 36 SubClassOf OrphaCode.
Orphanet 360 is Class.
Orphanet 360 SubClassOf OrphaCode.
Orphanet 361 is Class.
Orphanet 361 SubClassOf OrphaCode.
Orphanet 36234 is Class.
Orphanet 36234 SubClassOf OrphaCode.
Orphanet 36237 is Class.
Orphanet 36237 SubClassOf OrphaCode.
Orphanet 36238 is Class.
Orphanet 36238 SubClassOf OrphaCode.
Orphanet 36258 is Class.
Orphanet 36258 SubClassOf OrphaCode.
Orphanet 363400 is Class.
Orphanet 363400 SubClassOf OrphaCode.
Orphanet 363417 is Class.
Orphanet 363417 SubClassOf OrphaCode.
Orphanet 363429 is Class.
Orphanet 363429 SubClassOf OrphaCode.
Orphanet 363432 is Class.
Orphanet 363432 SubClassOf OrphaCode.
Orphanet 363444 is Class.
Orphanet 363444 SubClassOf OrphaCode.
Orphanet 363454 is Class.
Orphanet 363454 SubClassOf OrphaCode.
Orphanet 363523 is Class.
Orphanet 363523 SubClassOf OrphaCode.
Orphanet 363528 is Class.
Orphanet 363528 SubClassOf OrphaCode.
Orphanet 363549 is Class.
Orphanet 363549 SubClassOf OrphaCode.
Orphanet 363558 is Class.
Orphanet 363558 SubClassOf OrphaCode.
Orphanet 363611 is Class.
Orphanet 363611 SubClassOf OrphaCode.
Orphanet 363618 is Class.
Orphanet 363618 SubClassOf OrphaCode.
Orphanet 363623 is Class.
Orphanet 363623 SubClassOf OrphaCode.
Orphanet 363654 is Class.
Orphanet 363654 SubClassOf OrphaCode.
Orphanet 363659 is Class.
Orphanet 363659 SubClassOf OrphaCode.
Orphanet 36367 is Class.
Orphanet 36367 SubClassOf OrphaCode.
Orphanet 363686 is Class.
Orphanet 363686 SubClassOf OrphaCode.
Orphanet 363700 is Class.
Orphanet 363700 SubClassOf OrphaCode.
Orphanet 363705 is Class.
Orphanet 363705 SubClassOf OrphaCode.
Orphanet 363710 is Class.
Orphanet 363710 SubClassOf OrphaCode.
Orphanet 363717 is Class.
Orphanet 363717 SubClassOf OrphaCode.
Orphanet 363722 is Class.
Orphanet 363722 SubClassOf OrphaCode.
Orphanet 363741 is Class.
Orphanet 363741 SubClassOf OrphaCode.
Orphanet 36382 is Class.
Orphanet 36382 SubClassOf OrphaCode.
Orphanet 36386 is Class.
Orphanet 36386 SubClassOf OrphaCode.
Orphanet 36387 is Class.
Orphanet 36387 SubClassOf OrphaCode.
Orphanet 363958 is Class.
Orphanet 363958 SubClassOf OrphaCode.
Orphanet 363965 is Class.
Orphanet 363965 SubClassOf OrphaCode.
Orphanet 36397 is Class.
Orphanet 36397 SubClassOf OrphaCode.
Orphanet 364 is Class.
Orphanet 364 SubClassOf OrphaCode.
Orphanet 364028 is Class.
Orphanet 364028 SubClassOf OrphaCode.
Orphanet 364055 is Class.
Orphanet 364055 SubClassOf OrphaCode.
Orphanet 36412 is Class.
Orphanet 36412 SubClassOf OrphaCode.
Orphanet 36426 is Class.
Orphanet 36426 SubClassOf OrphaCode.
Orphanet 364577 is Class.
Orphanet 364577 SubClassOf OrphaCode.
Orphanet 365 is Class.
Orphanet 365 SubClassOf OrphaCode.
Orphanet 366 is Class.
Orphanet 366 SubClassOf OrphaCode.
Orphanet 367 is Class.
Orphanet 367 SubClassOf OrphaCode.
Orphanet 368 is Class.
Orphanet 368 SubClassOf OrphaCode.
Orphanet 36899 is Class.
Orphanet 36899 SubClassOf OrphaCode.
Orphanet 369 is Class.
Orphanet 369 SubClassOf OrphaCode.
Orphanet 36913 is Class.
Orphanet 36913 SubClassOf OrphaCode.
Orphanet 369837 is Class.
Orphanet 369837 SubClassOf OrphaCode.
Orphanet 369840 is Class.
Orphanet 369840 SubClassOf OrphaCode.
Orphanet 369847 is Class.
Orphanet 369847 SubClassOf OrphaCode.
Orphanet 369873 is Class.
Orphanet 369873 SubClassOf OrphaCode.
Orphanet 369891 is Class.
Orphanet 369891 SubClassOf OrphaCode.
Orphanet 369929 is Class.
Orphanet 369929 SubClassOf OrphaCode.
Orphanet 369939 is Class.
Orphanet 369939 SubClassOf OrphaCode.
Orphanet 369942 is Class.
Orphanet 369942 SubClassOf OrphaCode.
Orphanet 369950 is Class.
Orphanet 369950 SubClassOf OrphaCode.
Orphanet 37 is Class.
Orphanet 37 SubClassOf OrphaCode.
Orphanet 370010 is Class.
Orphanet 370010 SubClassOf OrphaCode.
Orphanet 370022 is Class.
Orphanet 370022 SubClassOf OrphaCode.
Orphanet 370079 is Class.
Orphanet 370079 SubClassOf OrphaCode.
Orphanet 370091 is Class.
Orphanet 370091 SubClassOf OrphaCode.
Orphanet 370097 is Class.
Orphanet 370097 SubClassOf OrphaCode.
Orphanet 370103 is Class.
Orphanet 370103 SubClassOf OrphaCode.
Orphanet 370348 is Class.
Orphanet 370348 SubClassOf OrphaCode.
Orphanet 37042 is Class.
Orphanet 37042 SubClassOf OrphaCode.
Orphanet 370921 is Class.
Orphanet 370921 SubClassOf OrphaCode.
Orphanet 370924 is Class.
Orphanet 370924 SubClassOf OrphaCode.
Orphanet 370927 is Class.
Orphanet 370927 SubClassOf OrphaCode.
Orphanet 370930 is Class.
Orphanet 370930 SubClassOf OrphaCode.
Orphanet 370943 is Class.
Orphanet 370943 SubClassOf OrphaCode.
Orphanet 370959 is Class.
Orphanet 370959 SubClassOf OrphaCode.
Orphanet 370968 is Class.
Orphanet 370968 SubClassOf OrphaCode.
Orphanet 370980 is Class.
Orphanet 370980 SubClassOf OrphaCode.
Orphanet 370997 is Class.
Orphanet 370997 SubClassOf OrphaCode.
Orphanet 371 is Class.
Orphanet 371 SubClassOf OrphaCode.
Orphanet 371364 is Class.
Orphanet 371364 SubClassOf OrphaCode.
Orphanet 371428 is Class.
Orphanet 371428 SubClassOf OrphaCode.
Orphanet 37202 is Class.
Orphanet 37202 SubClassOf OrphaCode.
Orphanet 373 is Class.
Orphanet 373 SubClassOf OrphaCode.
Orphanet 375 is Class.
Orphanet 375 SubClassOf OrphaCode.
Orphanet 37553 is Class.
Orphanet 37553 SubClassOf OrphaCode.
Orphanet 376 is Class.
Orphanet 376 SubClassOf OrphaCode.
Orphanet 37612 is Class.
Orphanet 37612 SubClassOf OrphaCode.
Orphanet 377 is Class.
Orphanet 377 SubClassOf OrphaCode.
Orphanet 37748 is Class.
Orphanet 37748 SubClassOf OrphaCode.
Orphanet 379 is Class.
Orphanet 379 SubClassOf OrphaCode.
Orphanet 38 is Class.
Orphanet 38 SubClassOf OrphaCode.
Orphanet 380 is Class.
Orphanet 380 SubClassOf OrphaCode.
Orphanet 381 is Class.
Orphanet 381 SubClassOf OrphaCode.
Orphanet 382 is Class.
Orphanet 382 SubClassOf OrphaCode.
Orphanet 384 is Class.
Orphanet 384 SubClassOf OrphaCode.
Orphanet 388 is Class.
Orphanet 388 SubClassOf OrphaCode.
Orphanet 39041 is Class.
Orphanet 39041 SubClassOf OrphaCode.
Orphanet 39044 is Class.
Orphanet 39044 SubClassOf OrphaCode.
Orphanet 391 is Class.
Orphanet 391 SubClassOf OrphaCode.
Orphanet 391307 is Class.
Orphanet 391307 SubClassOf OrphaCode.
Orphanet 391372 is Class.
Orphanet 391372 SubClassOf OrphaCode.
Orphanet 391408 is Class.
Orphanet 391408 SubClassOf OrphaCode.
Orphanet 391411 is Class.
Orphanet 391411 SubClassOf OrphaCode.
Orphanet 391417 is Class.
Orphanet 391417 SubClassOf OrphaCode.
Orphanet 391428 is Class.
Orphanet 391428 SubClassOf OrphaCode.
Orphanet 391457 is Class.
Orphanet 391457 SubClassOf OrphaCode.
Orphanet 391474 is Class.
Orphanet 391474 SubClassOf OrphaCode.
Orphanet 391487 is Class.
Orphanet 391487 SubClassOf OrphaCode.
Orphanet 391641 is Class.
Orphanet 391641 SubClassOf OrphaCode.
Orphanet 391646 is Class.
Orphanet 391646 SubClassOf OrphaCode.
Orphanet 391665 is Class.
Orphanet 391665 SubClassOf OrphaCode.
Orphanet 391673 is Class.
Orphanet 391673 SubClassOf OrphaCode.
Orphanet 392 is Class.
Orphanet 392 SubClassOf OrphaCode.
Orphanet 393 is Class.
Orphanet 393 SubClassOf OrphaCode.
Orphanet 394 is Class.
Orphanet 394 SubClassOf OrphaCode.
Orphanet 395 is Class.
Orphanet 395 SubClassOf OrphaCode.
Orphanet 396 is Class.
Orphanet 396 SubClassOf OrphaCode.
Orphanet 397 is Class.
Orphanet 397 SubClassOf OrphaCode.
Orphanet 397590 is Class.
Orphanet 397590 SubClassOf OrphaCode.
Orphanet 397596 is Class.
Orphanet 397596 SubClassOf OrphaCode.
Orphanet 397612 is Class.
Orphanet 397612 SubClassOf OrphaCode.
Orphanet 397685 is Class.
Orphanet 397685 SubClassOf OrphaCode.
Orphanet 397695 is Class.
Orphanet 397695 SubClassOf OrphaCode.
Orphanet 397709 is Class.
Orphanet 397709 SubClassOf OrphaCode.
Orphanet 397715 is Class.
Orphanet 397715 SubClassOf OrphaCode.
Orphanet 397725 is Class.
Orphanet 397725 SubClassOf OrphaCode.
Orphanet 397744 is Class.
Orphanet 397744 SubClassOf OrphaCode.
Orphanet 397933 is Class.
Orphanet 397933 SubClassOf OrphaCode.
Orphanet 397941 is Class.
Orphanet 397941 SubClassOf OrphaCode.
Orphanet 397946 is Class.
Orphanet 397946 SubClassOf OrphaCode.
Orphanet 397951 is Class.
Orphanet 397951 SubClassOf OrphaCode.
Orphanet 397973 is Class.
Orphanet 397973 SubClassOf OrphaCode.
Orphanet 398063 is Class.
Orphanet 398063 SubClassOf OrphaCode.
Orphanet 398069 is Class.
Orphanet 398069 SubClassOf OrphaCode.
Orphanet 398079 is Class.
Orphanet 398079 SubClassOf OrphaCode.
Orphanet 39812 is Class.
Orphanet 39812 SubClassOf OrphaCode.
Orphanet 398124 is Class.
Orphanet 398124 SubClassOf OrphaCode.
Orphanet 398147 is Class.
Orphanet 398147 SubClassOf OrphaCode.
Orphanet 398156 is Class.
Orphanet 398156 SubClassOf OrphaCode.
Orphanet 398173 is Class.
Orphanet 398173 SubClassOf OrphaCode.
Orphanet 398189 is Class.
Orphanet 398189 SubClassOf OrphaCode.
Orphanet 399 is Class.
Orphanet 399 SubClassOf OrphaCode.
Orphanet 399058 is Class.
Orphanet 399058 SubClassOf OrphaCode.
Orphanet 399081 is Class.
Orphanet 399081 SubClassOf OrphaCode.
Orphanet 399086 is Class.
Orphanet 399086 SubClassOf OrphaCode.
Orphanet 399096 is Class.
Orphanet 399096 SubClassOf OrphaCode.
Orphanet 399103 is Class.
Orphanet 399103 SubClassOf OrphaCode.
Orphanet 399180 is Class.
Orphanet 399180 SubClassOf OrphaCode.
Orphanet 399805 is Class.
Orphanet 399805 SubClassOf OrphaCode.
Orphanet 399808 is Class.
Orphanet 399808 SubClassOf OrphaCode.
Orphanet 40 is Class.
Orphanet 40 SubClassOf OrphaCode.
Orphanet 400 is Class.
Orphanet 400 SubClassOf OrphaCode.
Orphanet 401768 is Class.
Orphanet 401768 SubClassOf OrphaCode.
Orphanet 401777 is Class.
Orphanet 401777 SubClassOf OrphaCode.
Orphanet 401780 is Class.
Orphanet 401780 SubClassOf OrphaCode.
Orphanet 401785 is Class.
Orphanet 401785 SubClassOf OrphaCode.
Orphanet 401795 is Class.
Orphanet 401795 SubClassOf OrphaCode.
Orphanet 401800 is Class.
Orphanet 401800 SubClassOf OrphaCode.
Orphanet 401805 is Class.
Orphanet 401805 SubClassOf OrphaCode.
Orphanet 401810 is Class.
Orphanet 401810 SubClassOf OrphaCode.
Orphanet 401815 is Class.
Orphanet 401815 SubClassOf OrphaCode.
Orphanet 401820 is Class.
Orphanet 401820 SubClassOf OrphaCode.
Orphanet 401830 is Class.
Orphanet 401830 SubClassOf OrphaCode.
Orphanet 401835 is Class.
Orphanet 401835 SubClassOf OrphaCode.
Orphanet 401840 is Class.
Orphanet 401840 SubClassOf OrphaCode.
Orphanet 401849 is Class.
Orphanet 401849 SubClassOf OrphaCode.
Orphanet 401866 is Class.
Orphanet 401866 SubClassOf OrphaCode.
Orphanet 401901 is Class.
Orphanet 401901 SubClassOf OrphaCode.
Orphanet 401911 is Class.
Orphanet 401911 SubClassOf OrphaCode.
Orphanet 401923 is Class.
Orphanet 401923 SubClassOf OrphaCode.
Orphanet 401935 is Class.
Orphanet 401935 SubClassOf OrphaCode.
Orphanet 401942 is Class.
Orphanet 401942 SubClassOf OrphaCode.
Orphanet 401945 is Class.
Orphanet 401945 SubClassOf OrphaCode.
Orphanet 401953 is Class.
Orphanet 401953 SubClassOf OrphaCode.
Orphanet 401973 is Class.
Orphanet 401973 SubClassOf OrphaCode.
Orphanet 401986 is Class.
Orphanet 401986 SubClassOf OrphaCode.
Orphanet 402075 is Class.
Orphanet 402075 SubClassOf OrphaCode.
Orphanet 402823 is Class.
Orphanet 402823 SubClassOf OrphaCode.
Orphanet 403 is Class.
Orphanet 403 SubClassOf OrphaCode.
Orphanet 40366 is Class.
Orphanet 40366 SubClassOf OrphaCode.
Orphanet 404 is Class.
Orphanet 404 SubClassOf OrphaCode.
Orphanet 404440 is Class.
Orphanet 404440 SubClassOf OrphaCode.
Orphanet 404443 is Class.
Orphanet 404443 SubClassOf OrphaCode.
Orphanet 404448 is Class.
Orphanet 404448 SubClassOf OrphaCode.
Orphanet 404451 is Class.
Orphanet 404451 SubClassOf OrphaCode.
Orphanet 404454 is Class.
Orphanet 404454 SubClassOf OrphaCode.
Orphanet 404473 is Class.
Orphanet 404473 SubClassOf OrphaCode.
Orphanet 404493 is Class.
Orphanet 404493 SubClassOf OrphaCode.
Orphanet 404499 is Class.
Orphanet 404499 SubClassOf OrphaCode.
Orphanet 405 is Class.
Orphanet 405 SubClassOf OrphaCode.
Orphanet 407 is Class.
Orphanet 407 SubClassOf OrphaCode.
Orphanet 408 is Class.
Orphanet 408 SubClassOf OrphaCode.
Orphanet 409 is Class.
Orphanet 409 SubClassOf OrphaCode.
Orphanet 40923 is Class.
Orphanet 40923 SubClassOf OrphaCode.
Orphanet 41 is Class.
Orphanet 41 SubClassOf OrphaCode.
Orphanet 411493 is Class.
Orphanet 411493 SubClassOf OrphaCode.
Orphanet 411511 is Class.
Orphanet 411511 SubClassOf OrphaCode.
Orphanet 411515 is Class.
Orphanet 411515 SubClassOf OrphaCode.
Orphanet 411527 is Class.
Orphanet 411527 SubClassOf OrphaCode.
Orphanet 411536 is Class.
Orphanet 411536 SubClassOf OrphaCode.
Orphanet 411543 is Class.
Orphanet 411543 SubClassOf OrphaCode.
Orphanet 411590 is Class.
Orphanet 411590 SubClassOf OrphaCode.
Orphanet 411593 is Class.
Orphanet 411593 SubClassOf OrphaCode.
Orphanet 411602 is Class.
Orphanet 411602 SubClassOf OrphaCode.
Orphanet 411629 is Class.
Orphanet 411629 SubClassOf OrphaCode.
Orphanet 411634 is Class.
Orphanet 411634 SubClassOf OrphaCode.
Orphanet 411641 is Class.
Orphanet 411641 SubClassOf OrphaCode.
Orphanet 411696 is Class.
Orphanet 411696 SubClassOf OrphaCode.
Orphanet 411703 is Class.
Orphanet 411703 SubClassOf OrphaCode.
Orphanet 411709 is Class.
Orphanet 411709 SubClassOf OrphaCode.
Orphanet 411777 is Class.
Orphanet 411777 SubClassOf OrphaCode.
Orphanet 411986 is Class.
Orphanet 411986 SubClassOf OrphaCode.
Orphanet 412 is Class.
Orphanet 412 SubClassOf OrphaCode.
Orphanet 412035 is Class.
Orphanet 412035 SubClassOf OrphaCode.
Orphanet 412057 is Class.
Orphanet 412057 SubClassOf OrphaCode.
Orphanet 412066 is Class.
Orphanet 412066 SubClassOf OrphaCode.
Orphanet 412069 is Class.
Orphanet 412069 SubClassOf OrphaCode.
Orphanet 412217 is Class.
Orphanet 412217 SubClassOf OrphaCode.
Orphanet 414 is Class.
Orphanet 414 SubClassOf OrphaCode.
Orphanet 415 is Class.
Orphanet 415 SubClassOf OrphaCode.
Orphanet 416 is Class.
Orphanet 416 SubClassOf OrphaCode.
Orphanet 417 is Class.
Orphanet 417 SubClassOf OrphaCode.
Orphanet 41751 is Class.
Orphanet 41751 SubClassOf OrphaCode.
Orphanet 419 is Class.
Orphanet 419 SubClassOf OrphaCode.
Orphanet 42 is Class.
Orphanet 42 SubClassOf OrphaCode.
Orphanet 420179 is Class.
Orphanet 420179 SubClassOf OrphaCode.
Orphanet 420485 is Class.
Orphanet 420485 SubClassOf OrphaCode.
Orphanet 420492 is Class.
Orphanet 420492 SubClassOf OrphaCode.
Orphanet 420556 is Class.
Orphanet 420556 SubClassOf OrphaCode.
Orphanet 420561 is Class.
Orphanet 420561 SubClassOf OrphaCode.
Orphanet 42062 is Class.
Orphanet 42062 SubClassOf OrphaCode.
Orphanet 420741 is Class.
Orphanet 420741 SubClassOf OrphaCode.
Orphanet 420794 is Class.
Orphanet 420794 SubClassOf OrphaCode.
Orphanet 422 is Class.
Orphanet 422 SubClassOf OrphaCode.
Orphanet 423 is Class.
Orphanet 423 SubClassOf OrphaCode.
Orphanet 423275 is Class.
Orphanet 423275 SubClassOf OrphaCode.
Orphanet 423296 is Class.
Orphanet 423296 SubClassOf OrphaCode.
Orphanet 423461 is Class.
Orphanet 423461 SubClassOf OrphaCode.
Orphanet 423479 is Class.
Orphanet 423479 SubClassOf OrphaCode.
Orphanet 424 is Class.
Orphanet 424 SubClassOf OrphaCode.
Orphanet 424016 is Class.
Orphanet 424016 SubClassOf OrphaCode.
Orphanet 424019 is Class.
Orphanet 424019 SubClassOf OrphaCode.
Orphanet 424107 is Class.
Orphanet 424107 SubClassOf OrphaCode.
Orphanet 425 is Class.
Orphanet 425 SubClassOf OrphaCode.
Orphanet 42642 is Class.
Orphanet 42642 SubClassOf OrphaCode.
Orphanet 42665 is Class.
Orphanet 42665 SubClassOf OrphaCode.
Orphanet 427 is Class.
Orphanet 427 SubClassOf OrphaCode.
Orphanet 42775 is Class.
Orphanet 42775 SubClassOf OrphaCode.
Orphanet 428 is Class.
Orphanet 428 SubClassOf OrphaCode.
Orphanet 429 is Class.
Orphanet 429 SubClassOf OrphaCode.
Orphanet 43 is Class.
Orphanet 43 SubClassOf OrphaCode.
Orphanet 43116 is Class.
Orphanet 43116 SubClassOf OrphaCode.
Orphanet 431329 is Class.
Orphanet 431329 SubClassOf OrphaCode.
Orphanet 431341 is Class.
Orphanet 431341 SubClassOf OrphaCode.
Orphanet 431361 is Class.
Orphanet 431361 SubClassOf OrphaCode.
Orphanet 432 is Class.
Orphanet 432 SubClassOf OrphaCode.
Orphanet 43393 is Class.
Orphanet 43393 SubClassOf OrphaCode.
Orphanet 434179 is Class.
Orphanet 434179 SubClassOf OrphaCode.
Orphanet 435387 is Class.
Orphanet 435387 SubClassOf OrphaCode.
Orphanet 435628 is Class.
Orphanet 435628 SubClassOf OrphaCode.
Orphanet 435638 is Class.
Orphanet 435638 SubClassOf OrphaCode.
Orphanet 435651 is Class.
Orphanet 435651 SubClassOf OrphaCode.
Orphanet 435660 is Class.
Orphanet 435660 SubClassOf OrphaCode.
Orphanet 435804 is Class.
Orphanet 435804 SubClassOf OrphaCode.
Orphanet 435934 is Class.
Orphanet 435934 SubClassOf OrphaCode.
Orphanet 435938 is Class.
Orphanet 435938 SubClassOf OrphaCode.
Orphanet 436 is Class.
Orphanet 436 SubClassOf OrphaCode.
Orphanet 436003 is Class.
Orphanet 436003 SubClassOf OrphaCode.
Orphanet 436141 is Class.
Orphanet 436141 SubClassOf OrphaCode.
Orphanet 436144 is Class.
Orphanet 436144 SubClassOf OrphaCode.
Orphanet 436151 is Class.
Orphanet 436151 SubClassOf OrphaCode.
Orphanet 436159 is Class.
Orphanet 436159 SubClassOf OrphaCode.
Orphanet 436174 is Class.
Orphanet 436174 SubClassOf OrphaCode.
Orphanet 436182 is Class.
Orphanet 436182 SubClassOf OrphaCode.
Orphanet 436245 is Class.
Orphanet 436245 SubClassOf OrphaCode.
Orphanet 436252 is Class.
Orphanet 436252 SubClassOf OrphaCode.
Orphanet 436271 is Class.
Orphanet 436271 SubClassOf OrphaCode.
Orphanet 436274 is Class.
Orphanet 436274 SubClassOf OrphaCode.
Orphanet 438114 is Class.
Orphanet 438114 SubClassOf OrphaCode.
Orphanet 438134 is Class.
Orphanet 438134 SubClassOf OrphaCode.
Orphanet 438178 is Class.
Orphanet 438178 SubClassOf OrphaCode.
Orphanet 438213 is Class.
Orphanet 438213 SubClassOf OrphaCode.
Orphanet 438216 is Class.
Orphanet 438216 SubClassOf OrphaCode.
Orphanet 438274 is Class.
Orphanet 438274 SubClassOf OrphaCode.
Orphanet 439 is Class.
Orphanet 439 SubClassOf OrphaCode.
Orphanet 439167 is Class.
Orphanet 439167 SubClassOf OrphaCode.
Orphanet 439218 is Class.
Orphanet 439218 SubClassOf OrphaCode.
Orphanet 439224 is Class.
Orphanet 439224 SubClassOf OrphaCode.
Orphanet 439232 is Class.
Orphanet 439232 SubClassOf OrphaCode.
Orphanet 439254 is Class.
Orphanet 439254 SubClassOf OrphaCode.
Orphanet 439822 is Class.
Orphanet 439822 SubClassOf OrphaCode.
Orphanet 44 is Class.
Orphanet 44 SubClassOf OrphaCode.
Orphanet 440354 is Class.
Orphanet 440354 SubClassOf OrphaCode.
Orphanet 440437 is Class.
Orphanet 440437 SubClassOf OrphaCode.
Orphanet 440713 is Class.
Orphanet 440713 SubClassOf OrphaCode.
Orphanet 440727 is Class.
Orphanet 440727 SubClassOf OrphaCode.
Orphanet 441 is Class.
Orphanet 441 SubClassOf OrphaCode.
Orphanet 442582 is Class.
Orphanet 442582 SubClassOf OrphaCode.
Orphanet 442835 is Class.
Orphanet 442835 SubClassOf OrphaCode.
Orphanet 443167 is Class.
Orphanet 443167 SubClassOf OrphaCode.
Orphanet 443811 is Class.
Orphanet 443811 SubClassOf OrphaCode.
Orphanet 444 is Class.
Orphanet 444 SubClassOf OrphaCode.
Orphanet 444002 is Class.
Orphanet 444002 SubClassOf OrphaCode.
Orphanet 444013 is Class.
Orphanet 444013 SubClassOf OrphaCode.
Orphanet 444051 is Class.
Orphanet 444051 SubClassOf OrphaCode.
Orphanet 444072 is Class.
Orphanet 444072 SubClassOf OrphaCode.
Orphanet 444077 is Class.
Orphanet 444077 SubClassOf OrphaCode.
Orphanet 444099 is Class.
Orphanet 444099 SubClassOf OrphaCode.
Orphanet 444463 is Class.
Orphanet 444463 SubClassOf OrphaCode.
Orphanet 444490 is Class.
Orphanet 444490 SubClassOf OrphaCode.
Orphanet 445038 is Class.
Orphanet 445038 SubClassOf OrphaCode.
Orphanet 445062 is Class.
Orphanet 445062 SubClassOf OrphaCode.
Orphanet 446 is Class.
Orphanet 446 SubClassOf OrphaCode.
Orphanet 447 is Class.
Orphanet 447 SubClassOf OrphaCode.
Orphanet 447753 is Class.
Orphanet 447753 SubClassOf OrphaCode.
Orphanet 447757 is Class.
Orphanet 447757 SubClassOf OrphaCode.
Orphanet 447760 is Class.
Orphanet 447760 SubClassOf OrphaCode.
Orphanet 447788 is Class.
Orphanet 447788 SubClassOf OrphaCode.
Orphanet 447877 is Class.
Orphanet 447877 SubClassOf OrphaCode.
Orphanet 447896 is Class.
Orphanet 447896 SubClassOf OrphaCode.
Orphanet 447980 is Class.
Orphanet 447980 SubClassOf OrphaCode.
Orphanet 447997 is Class.
Orphanet 447997 SubClassOf OrphaCode.
Orphanet 448237 is Class.
Orphanet 448237 SubClassOf OrphaCode.
Orphanet 44890 is Class.
Orphanet 44890 SubClassOf OrphaCode.
Orphanet 449280 is Class.
Orphanet 449280 SubClassOf OrphaCode.
Orphanet 449285 is Class.
Orphanet 449285 SubClassOf OrphaCode.
Orphanet 449291 is Class.
Orphanet 449291 SubClassOf OrphaCode.
Orphanet 449395 is Class.
Orphanet 449395 SubClassOf OrphaCode.
Orphanet 449400 is Class.
Orphanet 449400 SubClassOf OrphaCode.
Orphanet 449427 is Class.
Orphanet 449427 SubClassOf OrphaCode.
Orphanet 449432 is Class.
Orphanet 449432 SubClassOf OrphaCode.
Orphanet 449563 is Class.
Orphanet 449563 SubClassOf OrphaCode.
Orphanet 45 is Class.
Orphanet 45 SubClassOf OrphaCode.
Orphanet 452 is Class.
Orphanet 452 SubClassOf OrphaCode.
Orphanet 453499 is Class.
Orphanet 453499 SubClassOf OrphaCode.
Orphanet 453504 is Class.
Orphanet 453504 SubClassOf OrphaCode.
Orphanet 453510 is Class.
Orphanet 453510 SubClassOf OrphaCode.
Orphanet 453521 is Class.
Orphanet 453521 SubClassOf OrphaCode.
Orphanet 453533 is Class.
Orphanet 453533 SubClassOf OrphaCode.
Orphanet 45358 is Class.
Orphanet 45358 SubClassOf OrphaCode.
Orphanet 454 is Class.
Orphanet 454 SubClassOf OrphaCode.
Orphanet 45448 is Class.
Orphanet 45448 SubClassOf OrphaCode.
Orphanet 45452 is Class.
Orphanet 45452 SubClassOf OrphaCode.
Orphanet 45453 is Class.
Orphanet 45453 SubClassOf OrphaCode.
Orphanet 454831 is Class.
Orphanet 454831 SubClassOf OrphaCode.
Orphanet 454836 is Class.
Orphanet 454836 SubClassOf OrphaCode.
Orphanet 454840 is Class.
Orphanet 454840 SubClassOf OrphaCode.
Orphanet 454887 is Class.
Orphanet 454887 SubClassOf OrphaCode.
Orphanet 455 is Class.
Orphanet 455 SubClassOf OrphaCode.
Orphanet 456312 is Class.
Orphanet 456312 SubClassOf OrphaCode.
Orphanet 456328 is Class.
Orphanet 456328 SubClassOf OrphaCode.
Orphanet 457 is Class.
Orphanet 457 SubClassOf OrphaCode.
Orphanet 457050 is Class.
Orphanet 457050 SubClassOf OrphaCode.
Orphanet 457077 is Class.
Orphanet 457077 SubClassOf OrphaCode.
Orphanet 457083 is Class.
Orphanet 457083 SubClassOf OrphaCode.
Orphanet 457193 is Class.
Orphanet 457193 SubClassOf OrphaCode.
Orphanet 457205 is Class.
Orphanet 457205 SubClassOf OrphaCode.
Orphanet 457212 is Class.
Orphanet 457212 SubClassOf OrphaCode.
Orphanet 457240 is Class.
Orphanet 457240 SubClassOf OrphaCode.
Orphanet 457260 is Class.
Orphanet 457260 SubClassOf OrphaCode.
Orphanet 457279 is Class.
Orphanet 457279 SubClassOf OrphaCode.
Orphanet 457284 is Class.
Orphanet 457284 SubClassOf OrphaCode.
Orphanet 457351 is Class.
Orphanet 457351 SubClassOf OrphaCode.
Orphanet 457359 is Class.
Orphanet 457359 SubClassOf OrphaCode.
Orphanet 457365 is Class.
Orphanet 457365 SubClassOf OrphaCode.
Orphanet 457395 is Class.
Orphanet 457395 SubClassOf OrphaCode.
