R(BFO_0000050,is,ObjectProperty)
R(<agi-pathway,is,Class)
R(animal,,is,<agi-folder)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R(integrins_receptors_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(s,,is,<agi-folder)
R((under_review)_covid19,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R(interleukin_receptors/,is,agi-folder)
R(<agi-pathway,is,Class)
R(t,,is,<agi-folder)
R((under_review)_tgfb_activates_myofibroblasts,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,is,<agi-folder)
R(<agi-pathway,is,Class)
R(diabetes_mellitus_type_1,,is,<agi-folder)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(s,is,<agi-folder)
R(<agi-pathway,is,Class)
R(plants,,is,<agi-folder)
R(x,is,<agi-folder)
R(<agi-pathway,is,Class)
R(k,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,,is,<agi-folder)
R(notch_receptors,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(photosynthesis,,is,<agi-folder)
R(v,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R(growth_hormones_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(o,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R(cd72_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(p,,is,<agi-folder)
R(panic_disorder,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(lignin_and_lignan_biosynthesis,,is,<agi-folder)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(g,,is,<agi-folder)
R(peptide_gpcrs_ligands,is,<agi-folder)
R(<agi-pathway,is,Class)
R(anabolism,,is,<agi-folder)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R((under_review)_covid19,is,<agi-folder)
R(<agi-pathway,is,Class)
R(r,,is,<agi-folder)
R(ras-raf-erk_canonical_cascades,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(o,is,<agi-folder)
R(<agi-pathway,is,Class)
R(d,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,,is,<agi-folder)
R((under_review)_covid19,is,<agi-folder)
R(<agi-pathway,is,Class)
R(amino_acids_metabolism,,is,<agi-folder)
R(l,is,<agi-folder)
R(<agi-pathway,is,Class)
R(photosynthesis,,is,<agi-folder)
R(2,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R(secondary_metabolism,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(w,,is,<agi-folder)
R(wiskott-aldrich_syndrome,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(g,,is,<agi-folder)
R(receptors_kinases/serine/,is,agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R(interleukin_receptors/,is,agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(l,is,<agi-folder)
R(<agi-pathway,is,Class)
R(diabetes_mellitus_type_2,,is,<agi-folder)
R(3,is,<agi-folder)
R(<agi-pathway,is,Class)
R(s,is,<agi-folder)
R(<agi-pathway,is,Class)
R(s,,is,<agi-folder)
R((under_review)_fibroblast_differentiation,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R(insulin_receptors_family,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,,is,<agi-folder)
R(aryl_hydrocarbon_receptor_signaling,is,<agi-folder)
R(<agi-pathway,is,Class)
R(d,is,<agi-folder)
R(<agi-pathway,is,Class)
R(diabetes_mellitus_type_2,,is,<agi-folder)
R(3,is,<agi-folder)
R(<agi-pathway,is,Class)
R(f,,is,<agi-folder)
R(fgf_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,,is,<agi-folder)
R(receptors_kinases/serine/,is,agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(h,,is,<agi-folder)
R(secondary_metabolism,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(p,,is,<agi-folder)
R(psoriasis,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,,is,<agi-folder)
R(tnf_receptor_superfamily_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,,is,<agi-folder)
R(toll-like_receptors_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(b,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,,is,<agi-folder)
R(receptors_kinases/serine/,is,agi-folder)
R(<agi-pathway,is,Class)
R(n,,is,<agi-folder)
R((under_review)_epithelial_to_mesenchymal_transition,is,<agi-folder)
R(<agi-pathway,is,Class)
R(peptide_gpcrs_ligands,,is,<agi-folder)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(anabolism,,is,<agi-folder)
R(i,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(lipid_like_gpcrs_ligands,,is,<agi-folder)
R(p,is,<agi-folder)
R(<agi-pathway,is,Class)
R(pectin_biosythesis,,is,<agi-folder)
R(u,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,is,<agi-folder)
R(<agi-pathway,is,Class)
R(beta-arrestin-mediated_receptors_signaling,,is,<agi-folder)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(p,,is,<agi-folder)
R(pdgfr_family,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,,is,<agi-folder)
R(urea_cycle_disorders,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(2,,is,<agi-folder)
R(crohn's_disease,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(cd_molecules_expression_biomarkers,,is,<agi-folder)
R(n,,is,<agi-folder)
R(expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(o,,is,<agi-folder)
R(peptide_gpcrs_ligands,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(v,,is,<agi-folder)
R(vegf-kdr_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(k,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(g,,is,<agi-folder)
R(receptor_tyrosine_kinases_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(p,,is,<agi-folder)
R(proteins_tover,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,is,<agi-folder)
R(<agi-pathway,is,Class)
R(h,is,<agi-folder)
R(<agi-pathway,is,Class)
R(l,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R(cardiotrophins_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,is,<agi-folder)
R(<agi-pathway,is,Class)
R(d,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,is,<agi-folder)
R(<agi-pathway,is,Class)
R(pyelonephritis,,is,<agi-folder)
R(2,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R(ig-like_cell_adhesion_molecule_family_(cd_molecules),is,<agi-folder)
R(<agi-pathway,is,Class)
R(f,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R((under_review)_insulin_resistance,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(h,,is,<agi-folder)
R(hgf-met_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(catabolism,,is,<agi-folder)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(b,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(p,,is,<agi-folder)
R(ig-like_domain_containing_(cd_molecules),is,<agi-folder)
R(<agi-pathway,is,Class)
R(b,,is,<agi-folder)
R(lipid_metabolism,is,<agi-folder)
R(<agi-pathway,is,Class)
R(b,,is,<agi-folder)
R(lipid_metabolism,is,<agi-folder)
R(<agi-pathway,is,Class)
R(s,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(p,is,<agi-folder)
R(<agi-pathway,is,Class)
R(p,,is,<agi-folder)
R(panic_disorder,is,<agi-folder)
R(<agi-pathway,is,Class)
R(hemophilia,,is,<agi-folder)
R(1,is,<agi-folder)
R(<agi-pathway,is,Class)
R(v,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,,is,<agi-folder)
R(protists,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(k,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(human_t-cell_leukemia_virus_infection,,is,<agi-folder)
R(5,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(corneal_stroma_remodeling,,is,<agi-folder)
R(i,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R(cd_molecules_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(f,,is,<agi-folder)
R(fgf_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(l,is,<agi-folder)
R(<agi-pathway,is,Class)
R(v,is,<agi-folder)
R(<agi-pathway,is,Class)
R(h,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,,is,<agi-folder)
R(tnf_receptor_superfamily/,is,agi-folder)
R(<agi-pathway,is,Class)
R(h,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R(integrins_receptors_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(p,,is,<agi-folder)
R(prolactin_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(d,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,,is,<agi-folder)
R(peptide_gpcrs_ligands,is,<agi-folder)
R(<agi-pathway,is,Class)
R(s,,is,<agi-folder)
R((under_review)_covid19,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(cornea_neovascularization,,is,<agi-folder)
R(w,is,<agi-folder)
R(<agi-pathway,is,Class)
R(r,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,,is,<agi-folder)
R((under_review)_epithelial_to_mesenchymal_transition,is,<agi-folder)
R(<agi-pathway,is,Class)
R(cd_molecules_expression_biomarkers,,is,<agi-folder)
R(i,,is,<agi-folder)
R(integrins_receptors_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R(interleukin_receptors/,is,agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R((under_review)_insulin_resistance,is,<agi-folder)
R(<agi-pathway,is,Class)
R(r,is,<agi-folder)
R(<agi-pathway,is,Class)
R(fungi,,is,<agi-folder)
R(o,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R(interleukins_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(f,,is,<agi-folder)
R(fgf_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(amino_acids_metabolism,,is,<agi-folder)
R(h,is,<agi-folder)
R(<agi-pathway,is,Class)
R(hemophilia,,is,<agi-folder)
R(1,is,<agi-folder)
R(<agi-pathway,is,Class)
R(h,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,,is,<agi-folder)
R(thrombopoietin_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(animal,,is,<agi-folder)
R(b,is,<agi-folder)
R(<agi-pathway,is,Class)
R(p,,is,<agi-folder)
R(plant_hormone_biosynthesis,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,is,<agi-folder)
R(<agi-pathway,is,Class)
R(f,,is,<agi-folder)
R(f2r_gpcrs_ligands,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(metabolic_cycles,,is,<agi-folder)
R(p,is,<agi-folder)
R(<agi-pathway,is,Class)
R(catabolism,,is,<agi-folder)
R(p,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R((under_review)_insulin_resistance,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,,is,<agi-folder)
R(nrg-egfr_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(animal,,is,<agi-folder)
R(p,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R(interleukins_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(f,,is,<agi-folder)
R(fgfr_family,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(endometriosis,,is,<agi-folder)
R(2,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(h,is,<agi-folder)
R(<agi-pathway,is,Class)
R(hypertension_arterial,,is,<agi-folder)
R(1,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(d,is,<agi-folder)
R(<agi-pathway,is,Class)
R(cd_molecules_expression_biomarkers,,is,<agi-folder)
R(f,is,<agi-folder)
R(<agi-pathway,is,Class)
R(b,,is,<agi-folder)
R(bmp-receptors_kinases/serine/,is,agi-folder)
R(<agi-pathway,is,Class)
R(p,,is,<agi-folder)
R(protein_tyrosine_phosphatase_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R(cd_molecules_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(s,,is,<agi-folder)
R((under_review)_covid19,is,<agi-folder)
R(<agi-pathway,is,Class)
R(u,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(d,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(ager_ligands_expression_biomarkers,,is,<agi-folder)
R(s,is,<agi-folder)
R(<agi-pathway,is,Class)
R(p,,is,<agi-folder)
R(pdgfr_family,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(s,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,,is,<agi-folder)
R(catabolism,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(v,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,,is,<agi-folder)
R(nrg-egfr_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,,is,<agi-folder)
R(endometrial_cancer,is,<agi-folder)
R(<agi-pathway,is,Class)
R(amino_acids_metabolism,,is,<agi-folder)
R(p,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(s,,is,<agi-folder)
R((under_review)_covid19,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(f,,is,<agi-folder)
R(ig-like_domain_containing_(cd_molecules),is,<agi-folder)
R(<agi-pathway,is,Class)
R(non-alcoholic_fatty_liver_disease,,is,<agi-folder)
R(nonalcoholic_fatty_liver_disease,,is,<agi-folder)
R(1,is,<agi-folder)
R(<agi-pathway,is,Class)
R(asthma,,is,<agi-folder)
R(2,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R(plant_hormone_biosynthesis,is,<agi-folder)
R(<agi-pathway,is,Class)
R(f,is,<agi-folder)
R(<agi-pathway,is,Class)
R(w,,is,<agi-folder)
R(wnt-frizzled_receptor_family,is,<agi-folder)
R(<agi-pathway,is,Class)
R(x,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(d,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(s,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,,is,<agi-folder)
R(egfr_(erbb)_family,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(d,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R(interleukin_receptors/,is,agi-folder)
R(<agi-pathway,is,Class)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(h,,is,<agi-folder)
R(protein_modification_site,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(catabolism,,is,<agi-folder)
R(l,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(h,,is,<agi-folder)
R(hemophilia,is,<agi-folder)
R(<agi-pathway,is,Class)
R(d,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R(secondary_metabolism,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R(plant_hormone_biosynthesis,is,<agi-folder)
R(<agi-pathway,is,Class)
R(s,is,<agi-folder)
R(<agi-pathway,is,Class)
R(b,,is,<agi-folder)
R(b-cell_receptor_(cd_molecules),is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R(interleukin_receptors/,is,agi-folder)
R(toll-like_receptors_(cd_molecules),is,<agi-folder)
R(<agi-pathway,is,Class)
R(p,,is,<agi-folder)
R(ig-like_domain_containing_(cd_molecules),is,<agi-folder)
R(<agi-pathway,is,Class)
R(human_t-cell_leukemia_virus_infection,,is,<agi-folder)
R(6,is,<agi-folder)
R(<agi-pathway,is,Class)
R(w,,is,<agi-folder)
R(wnt-frizzled_receptor_family,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,,is,<agi-folder)
R(toll-like_receptors_(cd_molecules),is,<agi-folder)
R(<agi-pathway,is,Class)
R(w,,is,<agi-folder)
R(wnt-frizzled_receptor_family,is,<agi-folder)
R(<agi-pathway,is,Class)
R(v,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R(pdgfr_family,is,<agi-folder)
R(<agi-pathway,is,Class)
R(j,,is,<agi-folder)
R(notch_receptors_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(d,,is,<agi-folder)
R(insects,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,,is,<agi-folder)
R(psoriasis,is,<agi-folder)
R(<agi-pathway,is,Class)
R(d,is,<agi-folder)
R(<agi-pathway,is,Class)
R(r,,is,<agi-folder)
R((under_review)_mrgx2_aops,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(d,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,,is,<agi-folder)
R((under_review)_covid19,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R((under_review)_insulin_resistance,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,is,<agi-folder)
R(<agi-pathway,is,Class)
R(s,,is,<agi-folder)
R((under_review)_covid19,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(f,,is,<agi-folder)
R(protists,is,<agi-folder)
R(<agi-pathway,is,Class)
R(s,,is,<agi-folder)
R((under_review)_mrgx2_aops,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(k,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,,is,<agi-folder)
R(beta-arrestin-mediated_smo/,is,agi-folder)
R(<agi-pathway,is,Class)
R(protists,,is,<agi-folder)
R(u,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R(cd72_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R(interleukins_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R((under_review)_covid19,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,,is,<agi-folder)
R(amine_gpcrs_ligand,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,,is,<agi-folder)
R(tnf_receptor_superfamily/,is,agi-folder)
R(<agi-pathway,is,Class)
R(b,,is,<agi-folder)
R((under_review)_covid19,is,<agi-folder)
R(<agi-pathway,is,Class)
R(k,is,<agi-folder)
R(<agi-pathway,is,Class)
R(w,,is,<agi-folder)
R(wnt-frizzled_receptor_family,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(anemia,,is,<agi-folder)
R(4,is,<agi-folder)
R(<agi-pathway,is,Class)
R(amino_acids_metabolism,,is,<agi-folder)
R(g,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(k,,is,<agi-folder)
R(pdgfr_family,is,<agi-folder)
R(<agi-pathway,is,Class)
R(corneal_stroma_remodeling,,is,<agi-folder)
R(p,is,<agi-folder)
R(<agi-pathway,is,Class)
R(celiac_disease,,is,<agi-folder)
R(2,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(animal,,is,<agi-folder)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(osteoporosis,,is,<agi-folder)
R(2,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,,is,<agi-folder)
R(receptors_kinases/serine/,is,agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R((under_review)_neuromuscular_disorders,is,<agi-folder)
R(<agi-pathway,is,Class)
R(d,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,is,<agi-folder)
R(<agi-pathway,is,Class)
R(r,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R(adp_ribosyl_cyclase_receptors_(cd_molecules),is,<agi-folder)
R(<agi-pathway,is,Class)
R(h,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(f,is,<agi-folder)
R(<agi-pathway,is,Class)
R(animal,,is,<agi-folder)
R(h,is,<agi-folder)
R(<agi-pathway,is,Class)
R(f,,is,<agi-folder)
R((under_review)_huntington_disease,_version_2,is,<agi-folder)
R(<agi-pathway,is,Class)
R(2,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(h,,is,<agi-folder)
R(hallmarks_of_cancer_(14),is,<agi-folder)
R(<agi-pathway,is,Class)
R(s,,is,<agi-folder)
R((under_review)_covid19,is,<agi-folder)
R(<agi-pathway,is,Class)
R(anabolism,,is,<agi-folder)
R(g,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R(cardiotrophins_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R(secondary_metabolism,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(ichthyosis,,is,<agi-folder)
R(3,is,<agi-folder)
R(<agi-pathway,is,Class)
R(hearing_loss,,is,<agi-folder)
R(2,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,,is,<agi-folder)
R((under_review)_covid19,is,<agi-folder)
R(<agi-pathway,is,Class)
R(g,,is,<agi-folder)
R((under_review)_insulin_resistance,is,<agi-folder)
R(<agi-pathway,is,Class)
R(w,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,,is,<agi-folder)
R(peptide_gpcrs_ligands,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R(inhb-receptors_kinases/serine/,is,agi-folder)
R(<agi-pathway,is,Class)
R(i,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R(psoriasis,is,<agi-folder)
R(<agi-pathway,is,Class)
R(corneal_stroma_remodeling,,is,<agi-folder)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R(gram-negative,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R(insulin_receptors_family,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R(igf-igfr1_expression_biomarkers,is,<agi-folder)
