www.w3.org/2000/01/-schema# is Datatype
Z30_8 is Class
Z30_8 SubClassOf Z30
Z30_8 DisjointWith Z30_9
Z30_8 DisjointWith Z30_5
Z30_8 DisjointWith Z30_4
Z30_8 DisjointWith Z30_3
Z30_8 DisjointWith Z30_2
Z30_8 DisjointWith Z30_1
Z30_8 DisjointWith Z30_0
Z30_9 is Class
Z30_9 SubClassOf Z30
Z30_9 DisjointWith Z30_8
Z30_9 DisjointWith Z30_5
Z30_9 DisjointWith Z30_4
Z30_9 DisjointWith Z30_3
Z30_9 DisjointWith Z30_2
Z30_9 DisjointWith Z30_1
Z30_9 DisjointWith Z30_0
Z30_Z39 is Class
Z30_Z39 SubClassOf Z00_Z99
Z31 is Class
Z31_0 is Class
Z31_0 SubClassOf Z31
Z31_0 DisjointWith Z31_9
Z31_0 DisjointWith Z31_8
Z31_0 DisjointWith Z31_6
Z31_0 DisjointWith Z31_5
Z31_0 DisjointWith Z31_4
Z31_0 DisjointWith Z31_3
Z31_0 DisjointWith Z31_2
Z31_0 DisjointWith Z31_1
Z31_1 is Class
Z31_1 SubClassOf Z31
Z31_1 DisjointWith Z31_9
Z31_1 DisjointWith Z31_8
Z31_1 DisjointWith Z31_6
Z31_1 DisjointWith Z31_5
Z31_1 DisjointWith Z31_4
Z31_1 DisjointWith Z31_3
Z31_1 DisjointWith Z31_2
Z31_1 DisjointWith Z31_0
Z31_2 is Class
Z31_2 SubClassOf Z31
Z31_2 DisjointWith Z31_9
Z31_2 DisjointWith Z31_8
Z31_2 DisjointWith Z31_6
Z31_2 DisjointWith Z31_5
Z31_2 DisjointWith Z31_4
Z31_2 DisjointWith Z31_3
Z31_2 DisjointWith Z31_1
Z31_2 DisjointWith Z31_0
Z31_3 is Class
Z31_3 SubClassOf Z31
Z31_3 DisjointWith Z31_9
Z31_3 DisjointWith Z31_8
Z31_3 DisjointWith Z31_6
Z31_3 DisjointWith Z31_5
Z31_3 DisjointWith Z31_4
Z31_3 DisjointWith Z31_2
Z31_3 DisjointWith Z31_1
Z31_3 DisjointWith Z31_0
Z31_4 is Class
Z31_4 SubClassOf Z31
Z31_4 DisjointWith Z31_9
Z31_4 DisjointWith Z31_8
Z31_4 DisjointWith Z31_6
Z31_4 DisjointWith Z31_5
Z31_4 DisjointWith Z31_3
Z31_4 DisjointWith Z31_2
Z31_4 DisjointWith Z31_1
Z31_4 DisjointWith Z31_0
Z31_5 is Class
Z31_5 SubClassOf Z31
Z31_5 DisjointWith Z31_9
Z31_5 DisjointWith Z31_8
Z31_5 DisjointWith Z31_6
Z31_5 DisjointWith Z31_4
Z31_5 DisjointWith Z31_3
Z31_5 DisjointWith Z31_2
Z31_5 DisjointWith Z31_1
Z31_5 DisjointWith Z31_0
Z31_6 is Class
Z31_6 SubClassOf Z31
Z31_6 DisjointWith Z31_9
Z31_6 DisjointWith Z31_8
Z31_6 DisjointWith Z31_5
Z31_6 DisjointWith Z31_4
Z31_6 DisjointWith Z31_3
Z31_6 DisjointWith Z31_2
Z31_6 DisjointWith Z31_1
Z31_6 DisjointWith Z31_0
Z31_8 is Class
Z31_8 SubClassOf Z31
Z31_8 DisjointWith Z31_9
Z31_8 DisjointWith Z31_6
Z31_8 DisjointWith Z31_5
Z31_8 DisjointWith Z31_4
Z31_8 DisjointWith Z31_3
Z31_8 DisjointWith Z31_2
Z31_8 DisjointWith Z31_1
Z31_8 DisjointWith Z31_0
Z31_9 is Class
Z31_9 SubClassOf Z31
Z31_9 DisjointWith Z31_8
Z31_9 DisjointWith Z31_6
Z31_9 DisjointWith Z31_5
Z31_9 DisjointWith Z31_4
Z31_9 DisjointWith Z31_3
Z31_9 DisjointWith Z31_2
Z31_9 DisjointWith Z31_1
Z31_9 DisjointWith Z31_0
Z32 is Class
Z32_0 is Class
Z32_0 SubClassOf Z32
Z32_0 DisjointWith Z32_1
Z32_1 is Class
Z32_1 SubClassOf Z32
Z32_1 DisjointWith Z32_0
Z34 is Class
Z34_0 is Class
Z34_0 SubClassOf Z34
Z34_0 DisjointWith Z34_9
Z34_0 DisjointWith Z34_8
Z34_8 is Class
Z34_8 SubClassOf Z34
Z34_8 DisjointWith Z34_9
Z34_8 DisjointWith Z34_0
Z34_9 is Class
Z34_9 SubClassOf Z34
Z34_9 DisjointWith Z34_8
Z34_9 DisjointWith Z34_0
Z35 is Class
Z35_0 is Class
Z35_0 SubClassOf Z35
Z35_0 DisjointWith Z35_9
Z35_0 DisjointWith Z35_8
Z35_0 DisjointWith Z35_7
Z35_0 DisjointWith Z35_6
Z35_0 DisjointWith Z35_5
Z35_0 DisjointWith Z35_4
Z35_0 DisjointWith Z35_3
Z35_0 DisjointWith Z35_2
Z35_0 DisjointWith Z35_1
Z35_1 is Class
Z35_1 SubClassOf Z35
Z35_1 DisjointWith Z35_9
Z35_1 DisjointWith Z35_8
Z35_1 DisjointWith Z35_7
Z35_1 DisjointWith Z35_6
Z35_1 DisjointWith Z35_5
Z35_1 DisjointWith Z35_4
Z35_1 DisjointWith Z35_3
Z35_1 DisjointWith Z35_2
Z35_1 DisjointWith Z35_0
Z35_2 is Class
Z35_2 SubClassOf Z35
Z35_2 DisjointWith Z35_9
Z35_2 DisjointWith Z35_8
Z35_2 DisjointWith Z35_7
Z35_2 DisjointWith Z35_6
Z35_2 DisjointWith Z35_5
Z35_2 DisjointWith Z35_4
Z35_2 DisjointWith Z35_3
Z35_2 DisjointWith Z35_1
Z35_2 DisjointWith Z35_0
Z35_3 is Class
Z35_3 SubClassOf Z35
Z35_3 DisjointWith Z35_9
Z35_3 DisjointWith Z35_8
Z35_3 DisjointWith Z35_7
Z35_3 DisjointWith Z35_6
Z35_3 DisjointWith Z35_5
Z35_3 DisjointWith Z35_4
Z35_3 DisjointWith Z35_2
Z35_3 DisjointWith Z35_1
Z35_3 DisjointWith Z35_0
Z35_4 is Class
Z35_4 SubClassOf Z35
Z35_4 DisjointWith Z35_9
Z35_4 DisjointWith Z35_8
Z35_4 DisjointWith Z35_7
Z35_4 DisjointWith Z35_6
Z35_4 DisjointWith Z35_5
Z35_4 DisjointWith Z35_3
Z35_4 DisjointWith Z35_2
Z35_4 DisjointWith Z35_1
Z35_4 DisjointWith Z35_0
Z35_5 is Class
Z35_5 SubClassOf Z35
Z35_5 DisjointWith Z35_9
Z35_5 DisjointWith Z35_8
Z35_5 DisjointWith Z35_7
Z35_5 DisjointWith Z35_6
Z35_5 DisjointWith Z35_4
Z35_5 DisjointWith Z35_3
Z35_5 DisjointWith Z35_2
Z35_5 DisjointWith Z35_1
Z35_5 DisjointWith Z35_0
Z35_6 is Class
Z35_6 SubClassOf Z35
Z35_6 DisjointWith Z35_9
Z35_6 DisjointWith Z35_8
Z35_6 DisjointWith Z35_7
Z35_6 DisjointWith Z35_5
Z35_6 DisjointWith Z35_4
Z35_6 DisjointWith Z35_3
Z35_6 DisjointWith Z35_2
Z35_6 DisjointWith Z35_1
Z35_6 DisjointWith Z35_0
Z35_7 is Class
Z35_7 SubClassOf Z35
Z35_7 DisjointWith Z35_9
Z35_7 DisjointWith Z35_8
Z35_7 DisjointWith Z35_6
Z35_7 DisjointWith Z35_5
Z35_7 DisjointWith Z35_4
Z35_7 DisjointWith Z35_3
Z35_7 DisjointWith Z35_2
Z35_7 DisjointWith Z35_1
Z35_7 DisjointWith Z35_0
Z35_8 is Class
Z35_8 SubClassOf Z35
Z35_8 DisjointWith Z35_9
Z35_8 DisjointWith Z35_7
Z35_8 DisjointWith Z35_6
Z35_8 DisjointWith Z35_5
Z35_8 DisjointWith Z35_4
Z35_8 DisjointWith Z35_3
Z35_8 DisjointWith Z35_2
Z35_8 DisjointWith Z35_1
Z35_8 DisjointWith Z35_0
Z35_9 is Class
Z35_9 SubClassOf Z35
Z35_9 DisjointWith Z35_8
Z35_9 DisjointWith Z35_7
Z35_9 DisjointWith Z35_6
Z35_9 DisjointWith Z35_5
Z35_9 DisjointWith Z35_4
Z35_9 DisjointWith Z35_3
Z35_9 DisjointWith Z35_2
Z35_9 DisjointWith Z35_1
Z35_9 DisjointWith Z35_0
Z36 is Class
Z36_0 is Class
Z36_0 SubClassOf Z36
Z36_0 DisjointWith Z36_9
Z36_0 DisjointWith Z36_8
Z36_0 DisjointWith Z36_5
Z36_0 DisjointWith Z36_4
Z36_0 DisjointWith Z36_3
Z36_0 DisjointWith Z36_2
Z36_0 DisjointWith Z36_1
Z36_1 is Class
Z36_1 SubClassOf Z36
Z36_1 DisjointWith Z36_9
Z36_1 DisjointWith Z36_8
Z36_1 DisjointWith Z36_5
Z36_1 DisjointWith Z36_4
Z36_1 DisjointWith Z36_3
Z36_1 DisjointWith Z36_2
Z36_1 DisjointWith Z36_0
Z36_2 is Class
Z36_2 SubClassOf Z36
Z36_2 DisjointWith Z36_9
Z36_2 DisjointWith Z36_8
Z36_2 DisjointWith Z36_5
Z36_2 DisjointWith Z36_4
Z36_2 DisjointWith Z36_3
Z36_2 DisjointWith Z36_1
Z36_2 DisjointWith Z36_0
Z36_3 is Class
Z36_3 SubClassOf Z36
Z36_3 DisjointWith Z36_9
Z36_3 DisjointWith Z36_8
Z36_3 DisjointWith Z36_5
Z36_3 DisjointWith Z36_4
Z36_3 DisjointWith Z36_2
Z36_3 DisjointWith Z36_1
Z36_3 DisjointWith Z36_0
Z36_4 is Class
Z36_4 SubClassOf Z36
Z36_4 DisjointWith Z36_9
Z36_4 DisjointWith Z36_8
Z36_4 DisjointWith Z36_5
Z36_4 DisjointWith Z36_3
Z36_4 DisjointWith Z36_2
Z36_4 DisjointWith Z36_1
Z36_4 DisjointWith Z36_0
Z36_5 is Class
Z36_5 SubClassOf Z36
Z36_5 DisjointWith Z36_9
Z36_5 DisjointWith Z36_8
Z36_5 DisjointWith Z36_4
Z36_5 DisjointWith Z36_3
Z36_5 DisjointWith Z36_2
Z36_5 DisjointWith Z36_1
Z36_5 DisjointWith Z36_0
Z36_8 is Class
Z36_8 SubClassOf Z36
Z36_8 DisjointWith Z36_9
Z36_8 DisjointWith Z36_5
Z36_8 DisjointWith Z36_4
Z36_8 DisjointWith Z36_3
Z36_8 DisjointWith Z36_2
Z36_8 DisjointWith Z36_1
Z36_8 DisjointWith Z36_0
Z36_9 is Class
Z36_9 SubClassOf Z36
Z36_9 DisjointWith Z36_8
Z36_9 DisjointWith Z36_5
Z36_9 DisjointWith Z36_4
Z36_9 DisjointWith Z36_3
Z36_9 DisjointWith Z36_2
Z36_9 DisjointWith Z36_1
Z36_9 DisjointWith Z36_0
Z37 is Class
Z37_0 is Class
Z37_0 SubClassOf Z37
Z37_0 DisjointWith Z37_9
Z37_0 DisjointWith Z37_7
Z37_0 DisjointWith Z37_6
Z37_0 DisjointWith Z37_5
Z37_0 DisjointWith Z37_4
Z37_0 DisjointWith Z37_3
Z37_0 DisjointWith Z37_2
Z37_0 DisjointWith Z37_1
Z37_1 is Class
Z37_1 SubClassOf Z37
Z37_1 DisjointWith Z37_9
Z37_1 DisjointWith Z37_7
Z37_1 DisjointWith Z37_6
Z37_1 DisjointWith Z37_5
Z37_1 DisjointWith Z37_4
Z37_1 DisjointWith Z37_3
Z37_1 DisjointWith Z37_2
Z37_1 DisjointWith Z37_0
Z37_2 is Class
Z37_2 SubClassOf Z37
Z37_2 DisjointWith Z37_9
Z37_2 DisjointWith Z37_7
Z37_2 DisjointWith Z37_6
Z37_2 DisjointWith Z37_5
Z37_2 DisjointWith Z37_4
Z37_2 DisjointWith Z37_3
Z37_2 DisjointWith Z37_1
Z37_2 DisjointWith Z37_0
Z37_3 is Class
Z37_3 SubClassOf Z37
Z37_3 DisjointWith Z37_9
Z37_3 DisjointWith Z37_7
Z37_3 DisjointWith Z37_6
Z37_3 DisjointWith Z37_5
Z37_3 DisjointWith Z37_4
Z37_3 DisjointWith Z37_2
Z37_3 DisjointWith Z37_1
Z37_3 DisjointWith Z37_0
Z37_4 is Class
Z37_4 SubClassOf Z37
Z37_4 DisjointWith Z37_9
Z37_4 DisjointWith Z37_7
Z37_4 DisjointWith Z37_6
Z37_4 DisjointWith Z37_5
Z37_4 DisjointWith Z37_3
Z37_4 DisjointWith Z37_2
Z37_4 DisjointWith Z37_1
Z37_4 DisjointWith Z37_0
Z37_5 is Class
Z37_5 SubClassOf Z37
Z37_5 DisjointWith Z37_9
Z37_5 DisjointWith Z37_7
Z37_5 DisjointWith Z37_6
Z37_5 DisjointWith Z37_4
Z37_5 DisjointWith Z37_3
Z37_5 DisjointWith Z37_2
Z37_5 DisjointWith Z37_1
Z37_5 DisjointWith Z37_0
Z37_6 is Class
Z37_6 SubClassOf Z37
Z37_6 DisjointWith Z37_9
Z37_6 DisjointWith Z37_7
Z37_6 DisjointWith Z37_5
Z37_6 DisjointWith Z37_4
Z37_6 DisjointWith Z37_3
Z37_6 DisjointWith Z37_2
Z37_6 DisjointWith Z37_1
Z37_6 DisjointWith Z37_0
Z37_7 is Class
Z37_7 SubClassOf Z37
Z37_7 DisjointWith Z37_9
Z37_7 DisjointWith Z37_6
Z37_7 DisjointWith Z37_5
Z37_7 DisjointWith Z37_4
Z37_7 DisjointWith Z37_3
Z37_7 DisjointWith Z37_2
Z37_7 DisjointWith Z37_1
Z37_7 DisjointWith Z37_0
Z37_9 is Class
Z37_9 SubClassOf Z37
Z37_9 DisjointWith Z37_7
Z37_9 DisjointWith Z37_6
Z37_9 DisjointWith Z37_5
Z37_9 DisjointWith Z37_4
Z37_9 DisjointWith Z37_3
Z37_9 DisjointWith Z37_2
Z37_9 DisjointWith Z37_1
Z37_9 DisjointWith Z37_0
Z38 is Class
Z38_0 is Class
Z38_0 SubClassOf Z38
Z38_0 DisjointWith Z38_8
Z38_0 DisjointWith Z38_7
Z38_0 DisjointWith Z38_6
Z38_0 DisjointWith Z38_5
Z38_0 DisjointWith Z38_4
Z38_0 DisjointWith Z38_3
Z38_0 DisjointWith Z38_2
Z38_0 DisjointWith Z38_1
Z38_1 is Class
Z38_1 SubClassOf Z38
Z38_1 DisjointWith Z38_8
Z38_1 DisjointWith Z38_7
Z38_1 DisjointWith Z38_6
Z38_1 DisjointWith Z38_5
Z38_1 DisjointWith Z38_4
Z38_1 DisjointWith Z38_3
Z38_1 DisjointWith Z38_2
Z38_1 DisjointWith Z38_0
Z38_2 is Class
Z38_2 SubClassOf Z38
Z38_2 DisjointWith Z38_8
Z38_2 DisjointWith Z38_7
Z38_2 DisjointWith Z38_6
Z38_2 DisjointWith Z38_5
Z38_2 DisjointWith Z38_4
Z38_2 DisjointWith Z38_3
Z38_2 DisjointWith Z38_1
Z38_2 DisjointWith Z38_0
Z38_3 is Class
Z38_3 SubClassOf Z38
Z38_3 DisjointWith Z38_8
Z38_3 DisjointWith Z38_7
Z38_3 DisjointWith Z38_6
Z38_3 DisjointWith Z38_5
Z38_3 DisjointWith Z38_4
Z38_3 DisjointWith Z38_2
Z38_3 DisjointWith Z38_1
Z38_3 DisjointWith Z38_0
Z38_4 is Class
Z38_4 SubClassOf Z38
Z38_4 DisjointWith Z38_8
Z38_4 DisjointWith Z38_7
Z38_4 DisjointWith Z38_6
Z38_4 DisjointWith Z38_5
Z38_4 DisjointWith Z38_3
Z38_4 DisjointWith Z38_2
Z38_4 DisjointWith Z38_1
Z38_4 DisjointWith Z38_0
Z38_5 is Class
Z38_5 SubClassOf Z38
Z38_5 DisjointWith Z38_8
Z38_5 DisjointWith Z38_7
Z38_5 DisjointWith Z38_6
Z38_5 DisjointWith Z38_4
Z38_5 DisjointWith Z38_3
Z38_5 DisjointWith Z38_2
Z38_5 DisjointWith Z38_1
Z38_5 DisjointWith Z38_0
Z38_6 is Class
Z38_6 SubClassOf Z38
Z38_6 DisjointWith Z38_8
Z38_6 DisjointWith Z38_7
Z38_6 DisjointWith Z38_5
Z38_6 DisjointWith Z38_4
Z38_6 DisjointWith Z38_3
Z38_6 DisjointWith Z38_2
Z38_6 DisjointWith Z38_1
Z38_6 DisjointWith Z38_0
Z38_7 is Class
Z38_7 SubClassOf Z38
Z38_7 DisjointWith Z38_8
Z38_7 DisjointWith Z38_6
Z38_7 DisjointWith Z38_5
Z38_7 DisjointWith Z38_4
Z38_7 DisjointWith Z38_3
Z38_7 DisjointWith Z38_2
Z38_7 DisjointWith Z38_1
Z38_7 DisjointWith Z38_0
Z38_8 is Class
Z38_8 SubClassOf Z38
Z38_8 DisjointWith Z38_7
Z38_8 DisjointWith Z38_6
Z38_8 DisjointWith Z38_5
Z38_8 DisjointWith Z38_4
Z38_8 DisjointWith Z38_3
Z38_8 DisjointWith Z38_2
Z38_8 DisjointWith Z38_1
Z38_8 DisjointWith Z38_0
Z39 is Class
Z39_0 is Class
Z39_0 SubClassOf Z39
Z39_0 DisjointWith Z39_2
Z39_0 DisjointWith Z39_1
Z39_1 is Class
Z39_1 SubClassOf Z39
Z39_1 DisjointWith Z39_2
Z39_1 DisjointWith Z39_0
Z39_2 is Class
Z39_2 SubClassOf Z39
Z39_2 DisjointWith Z39_1
Z39_2 DisjointWith Z39_0
Z40 is Class
Z40_0 is Class
Z40_0 SubClassOf Z40
Z40_0 DisjointWith Z40_9
Z40_0 DisjointWith Z40_8
Z40_8 is Class
Z40_8 SubClassOf Z40
Z40_8 DisjointWith Z40_9
Z40_8 DisjointWith Z40_0
Z40_9 is Class
Z40_9 SubClassOf Z40
Z40_9 DisjointWith Z40_8
Z40_9 DisjointWith Z40_0
Z40_Z54 is Class
Z40_Z54 SubClassOf Z00_Z99
Z41 is Class
Z41_0 is Class
Z41_0 SubClassOf Z41
Z41_0 DisjointWith Z41_9
Z41_0 DisjointWith Z41_8
Z41_0 DisjointWith Z41_3
Z41_0 DisjointWith Z41_2
Z41_0 DisjointWith Z41_1
Z41_1 is Class
Z41_1 SubClassOf Z41
Z41_1 DisjointWith Z41_9
Z41_1 DisjointWith Z41_8
Z41_1 DisjointWith Z41_3
Z41_1 DisjointWith Z41_2
Z41_1 DisjointWith Z41_0
Z41_2 is Class
Z41_2 SubClassOf Z41
Z41_2 DisjointWith Z41_9
Z41_2 DisjointWith Z41_8
Z41_2 DisjointWith Z41_3
Z41_2 DisjointWith Z41_1
Z41_2 DisjointWith Z41_0
Z41_3 is Class
Z41_3 SubClassOf Z41
Z41_3 DisjointWith Z41_9
Z41_3 DisjointWith Z41_8
Z41_3 DisjointWith Z41_2
Z41_3 DisjointWith Z41_1
Z41_3 DisjointWith Z41_0
Z41_8 is Class
Z41_8 SubClassOf Z41
Z41_8 DisjointWith Z41_9
Z41_8 DisjointWith Z41_3
Z41_8 DisjointWith Z41_2
Z41_8 DisjointWith Z41_1
Z41_8 DisjointWith Z41_0
Z41_9 is Class
Z41_9 SubClassOf Z41
Z41_9 DisjointWith Z41_8
Z41_9 DisjointWith Z41_3
Z41_9 DisjointWith Z41_2
Z41_9 DisjointWith Z41_1
Z41_9 DisjointWith Z41_0
Z42 is Class
Z42_0 is Class
Z42_0 SubClassOf Z42
Z42_0 DisjointWith Z42_9
Z42_0 DisjointWith Z42_8
Z42_0 DisjointWith Z42_4
Z42_0 DisjointWith Z42_3
Z42_0 DisjointWith Z42_2
Z42_0 DisjointWith Z42_1
Z42_1 is Class
Z42_1 SubClassOf Z42
Z42_1 DisjointWith Z42_9
Z42_1 DisjointWith Z42_8
Z42_1 DisjointWith Z42_4
Z42_1 DisjointWith Z42_3
Z42_1 DisjointWith Z42_2
Z42_1 DisjointWith Z42_0
Z42_2 is Class
Z42_2 SubClassOf Z42
Z42_2 DisjointWith Z42_9
Z42_2 DisjointWith Z42_8
Z42_2 DisjointWith Z42_4
Z42_2 DisjointWith Z42_3
Z42_2 DisjointWith Z42_1
Z42_2 DisjointWith Z42_0
Z42_3 is Class
Z42_3 SubClassOf Z42
Z42_3 DisjointWith Z42_9
Z42_3 DisjointWith Z42_8
Z42_3 DisjointWith Z42_4
Z42_3 DisjointWith Z42_2
Z42_3 DisjointWith Z42_1
Z42_3 DisjointWith Z42_0
Z42_4 is Class
Z42_4 SubClassOf Z42
Z42_4 DisjointWith Z42_9
Z42_4 DisjointWith Z42_8
Z42_4 DisjointWith Z42_3
Z42_4 DisjointWith Z42_2
Z42_4 DisjointWith Z42_1
Z42_4 DisjointWith Z42_0
Z42_8 is Class
Z42_8 SubClassOf Z42
Z42_8 DisjointWith Z42_9
Z42_8 DisjointWith Z42_4
Z42_8 DisjointWith Z42_3
Z42_8 DisjointWith Z42_2
Z42_8 DisjointWith Z42_1
Z42_8 DisjointWith Z42_0
Z42_9 is Class
Z42_9 SubClassOf Z42
Z42_9 DisjointWith Z42_8
Z42_9 DisjointWith Z42_4
Z42_9 DisjointWith Z42_3
Z42_9 DisjointWith Z42_2
Z42_9 DisjointWith Z42_1
Z42_9 DisjointWith Z42_0
Z43 is Class
Z43_0 is Class
Z43_0 SubClassOf Z43
Z43_0 DisjointWith Z43_9
Z43_0 DisjointWith Z43_8
Z43_0 DisjointWith Z43_7
Z43_0 DisjointWith Z43_6
Z43_0 DisjointWith Z43_5
Z43_0 DisjointWith Z43_4
Z43_0 DisjointWith Z43_3
Z43_0 DisjointWith Z43_2
Z43_0 DisjointWith Z43_1
Z43_1 is Class
Z43_1 SubClassOf Z43
Z43_1 DisjointWith Z43_9
Z43_1 DisjointWith Z43_8
Z43_1 DisjointWith Z43_7
Z43_1 DisjointWith Z43_6
Z43_1 DisjointWith Z43_5
Z43_1 DisjointWith Z43_4
Z43_1 DisjointWith Z43_3
Z43_1 DisjointWith Z43_2
Z43_1 DisjointWith Z43_0
Z43_2 is Class
Z43_2 SubClassOf Z43
Z43_2 DisjointWith Z43_9
Z43_2 DisjointWith Z43_8
Z43_2 DisjointWith Z43_7
Z43_2 DisjointWith Z43_6
Z43_2 DisjointWith Z43_5
Z43_2 DisjointWith Z43_4
Z43_2 DisjointWith Z43_3
Z43_2 DisjointWith Z43_1
Z43_2 DisjointWith Z43_0
Z43_3 is Class
Z43_3 SubClassOf Z43
Z43_3 DisjointWith Z43_9
Z43_3 DisjointWith Z43_8
Z43_3 DisjointWith Z43_7
Z43_3 DisjointWith Z43_6
Z43_3 DisjointWith Z43_5
Z43_3 DisjointWith Z43_4
Z43_3 DisjointWith Z43_2
Z43_3 DisjointWith Z43_1
Z43_3 DisjointWith Z43_0
Z43_4 is Class
Z43_4 SubClassOf Z43
Z43_4 DisjointWith Z43_9
Z43_4 DisjointWith Z43_8
Z43_4 DisjointWith Z43_7
Z43_4 DisjointWith Z43_6
Z43_4 DisjointWith Z43_5
Z43_4 DisjointWith Z43_3
Z43_4 DisjointWith Z43_2
Z43_4 DisjointWith Z43_1
Z43_4 DisjointWith Z43_0
Z43_5 is Class
Z43_5 SubClassOf Z43
Z43_5 DisjointWith Z43_9
Z43_5 DisjointWith Z43_8
Z43_5 DisjointWith Z43_7
Z43_5 DisjointWith Z43_6
Z43_5 DisjointWith Z43_4
Z43_5 DisjointWith Z43_3
Z43_5 DisjointWith Z43_2
Z43_5 DisjointWith Z43_1
Z43_5 DisjointWith Z43_0
Z43_6 is Class
Z43_6 SubClassOf Z43
Z43_6 DisjointWith Z43_9
Z43_6 DisjointWith Z43_8
Z43_6 DisjointWith Z43_7
Z43_6 DisjointWith Z43_5
Z43_6 DisjointWith Z43_4
Z43_6 DisjointWith Z43_3
Z43_6 DisjointWith Z43_2
Z43_6 DisjointWith Z43_1
Z43_6 DisjointWith Z43_0
Z43_7 is Class
Z43_7 SubClassOf Z43
Z43_7 DisjointWith Z43_9
Z43_7 DisjointWith Z43_8
Z43_7 DisjointWith Z43_6
Z43_7 DisjointWith Z43_5
Z43_7 DisjointWith Z43_4
Z43_7 DisjointWith Z43_3
Z43_7 DisjointWith Z43_2
Z43_7 DisjointWith Z43_1
Z43_7 DisjointWith Z43_0
Z43_8 is Class
Z43_8 SubClassOf Z43
Z43_8 DisjointWith Z43_9
Z43_8 DisjointWith Z43_7
Z43_8 DisjointWith Z43_6
Z43_8 DisjointWith Z43_5
Z43_8 DisjointWith Z43_4
Z43_8 DisjointWith Z43_3
Z43_8 DisjointWith Z43_2
Z43_8 DisjointWith Z43_1
Z43_8 DisjointWith Z43_0
Z43_9 is Class
Z43_9 SubClassOf Z43
Z43_9 DisjointWith Z43_8
Z43_9 DisjointWith Z43_7
Z43_9 DisjointWith Z43_6
Z43_9 DisjointWith Z43_5
Z43_9 DisjointWith Z43_4
Z43_9 DisjointWith Z43_3
Z43_9 DisjointWith Z43_2
Z43_9 DisjointWith Z43_1
Z43_9 DisjointWith Z43_0
Z44 is Class
Z44_0 is Class
Z44_0 SubClassOf Z44
Z44_0 DisjointWith Z44_9
Z44_0 DisjointWith Z44_8
Z44_0 DisjointWith Z44_3
Z44_0 DisjointWith Z44_2
Z44_0 DisjointWith Z44_1
Z44_1 is Class
Z44_1 SubClassOf Z44
Z44_1 DisjointWith Z44_9
Z44_1 DisjointWith Z44_8
Z44_1 DisjointWith Z44_3
Z44_1 DisjointWith Z44_2
Z44_1 DisjointWith Z44_0
Z44_2 is Class
Z44_2 SubClassOf Z44
Z44_2 DisjointWith Z44_9
Z44_2 DisjointWith Z44_8
Z44_2 DisjointWith Z44_3
Z44_2 DisjointWith Z44_1
Z44_2 DisjointWith Z44_0
Z44_3 is Class
Z44_3 SubClassOf Z44
Z44_3 DisjointWith Z44_9
Z44_3 DisjointWith Z44_8
Z44_3 DisjointWith Z44_2
Z44_3 DisjointWith Z44_1
Z44_3 DisjointWith Z44_0
Z44_8 is Class
Z44_8 SubClassOf Z44
Z44_8 DisjointWith Z44_9
Z44_8 DisjointWith Z44_3
Z44_8 DisjointWith Z44_2
Z44_8 DisjointWith Z44_1
Z44_8 DisjointWith Z44_0
Z44_9 is Class
Z44_9 SubClassOf Z44
Z44_9 DisjointWith Z44_8
Z44_9 DisjointWith Z44_3
Z44_9 DisjointWith Z44_2
Z44_9 DisjointWith Z44_1
Z44_9 DisjointWith Z44_0
Z45 is Class
Z45_0 is Class
Z45_0 SubClassOf Z45
Z45_0 DisjointWith Z45_9
Z45_0 DisjointWith Z45_8
Z45_0 DisjointWith Z45_3
Z45_0 DisjointWith Z45_2
Z45_0 DisjointWith Z45_1
Z45_1 is Class
Z45_1 SubClassOf Z45
Z45_1 DisjointWith Z45_9
Z45_1 DisjointWith Z45_8
Z45_1 DisjointWith Z45_3
Z45_1 DisjointWith Z45_2
Z45_1 DisjointWith Z45_0
Z45_2 is Class
Z45_2 SubClassOf Z45
Z45_2 DisjointWith Z45_9
Z45_2 DisjointWith Z45_8
Z45_2 DisjointWith Z45_3
Z45_2 DisjointWith Z45_1
Z45_2 DisjointWith Z45_0
Z45_3 is Class
Z45_3 SubClassOf Z45
Z45_3 DisjointWith Z45_9
Z45_3 DisjointWith Z45_8
Z45_3 DisjointWith Z45_2
Z45_3 DisjointWith Z45_1
Z45_3 DisjointWith Z45_0
Z45_8 is Class
Z45_8 SubClassOf Z45
Z45_8 DisjointWith Z45_9
Z45_8 DisjointWith Z45_3
Z45_8 DisjointWith Z45_2
Z45_8 DisjointWith Z45_1
Z45_8 DisjointWith Z45_0
Z45_9 is Class
Z45_9 SubClassOf Z45
Z45_9 DisjointWith Z45_8
Z45_9 DisjointWith Z45_3
Z45_9 DisjointWith Z45_2
Z45_9 DisjointWith Z45_1
Z45_9 DisjointWith Z45_0
Z46 is Class
Z46_0 is Class
Z46_0 SubClassOf Z46
Z46_0 DisjointWith Z46_9
Z46_0 DisjointWith Z46_8
Z46_0 DisjointWith Z46_7
Z46_0 DisjointWith Z46_6
Z46_0 DisjointWith Z46_5
Z46_0 DisjointWith Z46_4
Z46_0 DisjointWith Z46_3
Z46_0 DisjointWith Z46_2
Z46_0 DisjointWith Z46_1
Z46_1 is Class
Z46_1 SubClassOf Z46
Z46_1 DisjointWith Z46_9
